zip;street;number_from;;number_to;;number_variety;district_name;vote_district_id;landtag_election_district_id;local_election_district_id;bundestag_election_district_id
14471;Lennestr;43;;45;;all;;3106;;;
14471;Meistersingerstr;3;;6;;all;;3106;;;
14471;Meistersingerstr;16;;18;;all;;3106;;;
14471;Nansenstr;11;;25;;all;;3106;;;
14471;Zeppelinstr;34;;45;;all;;3106;;;
14471;Auf dem Kiewitt;6;;14;;all;;3107;;;
14471;Grillparzerstr;;;;;all;;3107;;;
14471;Schillerplatz;;;;;all;;3107;;;
14471;Schillerstr;;;;;all;;3107;;;
14471;Wielandstr;;;;;all;;3107;;;
14471;Zeppelinstr;138;;142;;all;;3107;;;
14471;Carl-von-Ossietzky-Str;22;;40;;all;;3108;;;
14471;Geschwister-Scholl-Str;15;;21;;all;;3108;;;
14471;Hans-Sachs-Str;1;;27;;all;;3108;;;
14471;Lennestr;34;;42;;all;;3108;;;
14471;Meistersingerstr;7;;15;;all;;3108;;;
14471;Feldweg;;;;;all;;3201;;;
14471;Fichtestr;;;;;all;;3201;;;
14471;Geschwister-Scholl-Str;38;B;72;F;all;;3201;;;
14471;Kantstr;1;;9;;all;;3201;;;
14471;Kantstr;20;;33;;all;;3201;;;
14471;Kastanienallee;1;;5;;all;;3201;;;
14471;Kastanienallee;28;;40;;all;;3201;;;
14471;Maybachstr;6;;10;;all;;3201;;;
14471;Werderscher Weg;1;;2;A;all;;3201;;;
14471;Zeppelinstr;47;;55;;all;;3201;;;
14471;Haeckelstr;30;;72;;all;;3202;;;
14471;Im Bogen;19;;21;;all;;3202;;;
14471;Kantstr;10;;15;D;all;;3202;;;
14471;Kastanienallee;6;;11;;all;;3202;;;
14471;Knobelsdorffstr;10;;12;;even;;3202;;;
14471;Maybachstr;1;A;5;;all;;3202;;;
14471;Roseggerstr;1;;29;;odd;;3202;;;
14471;Stormstr;53;;;;all;;3202;;;
14471;Zeppelinstr;68;H;68;M;all;;3202;;;
14471;Am Luftschiffhafen;;;;;all;;3203;;;
14471;An der Pirschheide;13;;28;;all;;3203;;;
14471;Haeckelstr;1;;13;;all;;3203;;;
14471;Havelwelle;;;;;all;;3203;;;
14471;Kantstr;16;A;19;;all;;3203;;;
14471;Kastanienallee;12;;27;;all;;3203;;;
14471;Knobelsdorffstr;1;;3;;all;;3203;;;
14471;Mertz-von-Quirnheim-Str;;;;;all;;3203;;;
14471;Olympischer Weg;;;;;all;;3203;;;
14471;Roseggerstr;2;;24;;even;;3203;;;
14471;Zeppelinstr;58;;62;;all;;3203;;;
14471;Zeppelinstr;113;;136;;all;;3203;;;
14471;Im Bogen;22;;28;;all;;3204;;;
14471;Knobelsdorffstr;5;;47;;odd;;3204;;;
14471;Knobelsdorffstr;6;;6;D;even;;3204;;;
14471;Stormstr;1;;52;;all;;3204;;;
14471;Zeppelinstr;67;;83;;odd;;3204;;;
14471;Zeppelinstr;68;A;68;G;even;;3204;;;
14471;Zeppelinstr;70;;82;;even;;3204;;;
14471;Am Wildpark;;;;;all;;3205;;;
14471;An der Pirschheide;40;;42;;all;;3205;;;
14471;Elisenweg;;;;;all;;3205;;;
14471;Forststr;;;;;all;;3205;;;
14471;GA Birnbaumenden;;;;;all;;3205;;;
14471;GA Im Bogen;;;;;all;;3205;;;
14471;GA Krähenbusch;;;;;all;;3205;;;
14471;GA Unverzagt Rosenweg;;;;;all;;3205;;;
14471;GA Werderscher Weg;;;;;all;;3205;;;
14471;Gontardstr;;;;;all;;3205;;;
14471;Im Bogen;1;;18;;all;;3205;;;
14471;Im Wildpark;;;;;all;;3205;;;
14471;Immenseestr;;;;;all;;3205;;;
14471;Kuhforter Damm;;;;;all;;3205;;;
14471;Schlüterstr;;;;;all;;3205;;;
14471;Sonnenlandstr;;;;;all;;3205;;;
14471;Stadtheide;;;;;all;;3205;;;
14471;Ungerstr;;;;;all;;3205;;;
14471;Werderscher Damm;;;;;all;;3205;;;
14471;Werderscher Weg;2;C;3;;all;;3205;;;
14471;Zeppelinstr;84;;111;;all;;3205;;;
14471;Zum Bahnhof Pirschheide;;;;;all;;3205;;;
14467;Gutenbergstr;103;;115;;all;;4101;;;
14467;Hegelallee;11;;43;;all;;4101;;;
14467;Hermann-Elflein-Str;1;;7;;all;;4101;;;
14467;Hermann-Elflein-Str;32;;38;;all;;4101;;;
14467;Jägerallee;28;;40;;all;;4101;;;
14467;Lindenstr;1;;9;;all;;4101;;;
14467;Mauerstr;1;;11;;all;;4101;;;
14467;Schopenhauerstr;19;;19;A;all;;4101;;;
14467;Weinbergstr;20;A;43;;all;;4101;;;
14467;Am Palais Lichtenau;;;;;all;;4102;;;
14467;Behlertstr;13;;32;;all;;4102;;;
14467;Benkertstr;;;;;all;;4102;;;
14467;Friedrich-Ebert-Str;20;;35;B;all;;4102;;;
14467;Friedrich-Ebert-Str;36;;48;;all;;4102;;;
14467;Gutenbergstr;69;;86;;all;;4102;;;
14467;Hans-Thoma-Str;9;;;;all;;4102;;;
14467;Hebbelstr;7;;12;B;all;;4102;;;
14467;Hebbelstr;33;A;56;;all;;4102;;;
14467;Kurfürstenstr;1;;31;;all;;4102;;;
14467;Kurfürstenstr;36;;52;;all;;4102;;;
14467;Leiblstr;17;;26;;all;;4102;;;
14467;Mittelstr;;;;;all;;4102;;;
14467;Am Kanal;2;;6;A;all;;4103;;;
14467;Behlertstr;33;;44;;all;;4103;;;
14467;Berliner Str;10;;26;;all;;4103;;;
14467;Berliner Str;140;;152;;all;;4103;;;
14467;Charlottenstr;70;;72;;all;;4103;;;
14467;Gutenbergstr;51;;66;;all;;4103;;;
14467;Hans-Thoma-Str;1;;7;;all;;4103;;;
14467;Hans-Thoma-Str;11;;14;;all;;4103;;;
14467;Hebbelstr;1;;2;;all;;4103;;;
14467;Holzmarktstr;;;;;all;;4103;;;
14467;Kurfürstenstr;32;;35;;all;;4103;;;
14467;Leiblstr;3;;12;;all;;4103;;;
14467;Türkstr;;;;;all;;4103;;;
14467;Brandenburger Str;1;;13;;all;;4104;;;
14467;Breite Str;7;;23;;all;;4104;;;
14467;Charlottenstr;1;;15;;all;;4104;;;
14467;Charlottenstr;116;;128;;all;;4104;;;
14467;Dortustr;37;;45;;all;;4104;;;
14467;Hermann-Elflein-Str;15;;24;;all;;4104;;;
14467;Kiezstr;;;;;all;;4104;;;
14467;Lindenstr;17;;27;;all;;4104;;;
14467;Schopenhauerstr;1;;;;all;;4104;;;
14467;Schopenhauerstr;5;;12;;all;;4104;;;
14467;Bückerstr;;;;;all;;4105;;;
14467;Brandenburger Str;15;;27;;all;;4105;;;
14467;Charlottenstr;16;;33;;all;;4105;;;
14467;Charlottenstr;94;;115;;all;;4105;;;
14467;Dortustr;18;;35;;all;;4105;;;
14467;Dortustr;47;;57;;all;;4105;;;
14467;Ebräerstr;;;;;all;;4105;;;
14467;Friedrich-Ebert-Str;105;;115;;all;;4105;;;
14467;Im Nikolaiquartier;;;;;all;;4105;;;
14467;Jägerstr;17;;21;;all;;4105;;;
14467;Kleine Gasse;;;;;all;;4105;;;
14467;Lindenstr;35;;51;;all;;4105;;;
14467;Spornstr;;;;;all;;4105;;;
14467;Wilhelm-Staab-Str;;;;;all;;4105;;;
14467;Yorckstr;2;;16;;all;;4105;;;
14467;Am Alten Markt;;;;;all;;4106;;;
14467;Am Kanal;50;;53;;all;;4106;;;
14467;Am Lustgartenwall;;;;;all;;4106;;;
14467;Am Neuen Markt;;;;;all;;4106;;;
14467;Brauerstr;1;;;;all;;4106;;;
14467;Breite Str;1;;6;;all;;4106;;;
14467;Dortustr;45;A;46;;all;;4106;;;
14467;Friedrich-Ebert-Str;116;;121;;all;;4106;;;
14467;GA Hinzenberg;;;;;all;;4106;;;
14467;Henning-von-Tresckow-Str;;;;;all;;4106;;;
14467;Hoffbauerstr;;;;;all;;4106;;;
14467;Humboldtstr;;;;;all;;4106;;;
14467;Joliot-Curie-Str;;;;;all;;4106;;;
14467;Otto-Braun-Platz;;;;;all;;4106;;;
14467;Schloßstr;;;;;all;;4106;;;
14467;Schwertfegerstr;;;;;all;;4106;;;
14467;Siefertstr;;;;;all;;4106;;;
14467;Untere Planitz;;;;;all;;4106;;;
14467;Wall am Kiez;;;;;all;;4106;;;
14467;Werner-Seelenbinder-Str;;;;;all;;4106;;;
14467;Yorckstr;17;;22;;all;;4106;;;
14467;Yorckstr;27;;;;all;;4106;;;
14467;Am Kanal;54;;74;;all;;4107;;;
14467;Brauerstr;4;;7;;all;;4107;;;
14467;Burgstr;;;;;all;;4107;;;
14467;Eltesterstr;;;;;all;;4107;;;
14467;Große Fischerstr;;;;;all;;4107;;;
14467;Heilig-Geist-Str;;;;;all;;4107;;;
14467;Kleine Fischerstr;;;;;all;;4107;;;
14467;Brandenburger Str;48;;71;;all;;4108;;;
14467;Dortustr;1;;17;;all;;4108;;;
14467;Dortustr;59;;74;;all;;4108;;;
14467;Friedrich-Ebert-Str;72;;92;;all;;4108;;;
14467;Gutenbergstr;1;;25;;all;;4108;;;
14467;Gutenbergstr;87;;102;;all;;4108;;;
14467;Hegelallee;2;;5;;all;;4108;;;
14467;Hegelallee;44;;57;;all;;4108;;;
14467;Helene-Lange-Str;10;A;18;A;all;;4108;;;
14467;Hermann-Elflein-Str;8;;14;;all;;4108;;;
14467;Hermann-Elflein-Str;25;;30;;all;;4108;;;
14467;Jägerallee;10;;15;;all;;4108;;;
14467;Jägerstr;1;;15;;all;;4108;;;
14467;Jägerstr;33;;42;;all;;4108;;;
14467;Lindenstr;10;;16;;all;;4108;;;
14467;Lindenstr;52;;66;;all;;4108;;;
14467;Schopenhauerstr;15;;18;;all;;4108;;;
14467;Am Bassin;;;;;all;;4109;;;
14467;Am Kanal;7;;12;;all;;4109;;;
14467;Brandenburger Str;28;A;47;A;all;;4109;;;
14467;Charlottenstr;46;;67;;all;;4109;;;
14467;Charlottenstr;73;;92;;all;;4109;;;
14467;Französische Str;;;;;all;;4109;;;
14467;Friedrich-Ebert-Str;9;;19;;all;;4109;;;
14467;Friedrich-Ebert-Str;93;;103;;all;;4109;;;
14467;Gutenbergstr;26;;33;;all;;4109;;;
14467;Im Französischen Quartier;;;;;all;;4109;;;
14467;Jägerstr;22;;32;;all;;4109;;;
14467;Platz der Einheit;;;;;all;;4109;;;
14467;Posthofstr;;;;;all;;4109;;;
14473;Babelsberger Str;;;;;all;;4201;;;
14473;Humboldtring;1;;17;;odd;;4201;;;
14473;Humboldtring;12;A;;;all;;4201;;;
14473;Humboldtring;41;;79;;odd;;4201;;;
14473;Lange Brücke;1;;;;all;;4201;;;
14473;Edisonallee;2;;6;;even;;4202;;;
14473;Edisonallee;11;;19;;odd;;4202;;;
14473;Hans-Marchwitza-Ring;31;;54;;all;;4202;;;
14473;Humboldtring;19;;27;;odd;;4202;;;
14473;Humboldtring;32;;120;;even;;4202;;;
14473;Lotte-Pulewka-Str;18;;;;all;;4202;;;
14473;Edisonallee;10;;;;all;;4203;;;
14473;Friedrich-List-Str;8;;;;all;;4203;;;
14473;Hans-Marchwitza-Ring;7;;29;;odd;;4203;;;
14473;Hans-Marchwitza-Ring;8;;22;;even;;4203;;;
14473;Karl-Foerster-Str;;;;;all;;4203;;;
14473;Lotte-Pulewka-Str;23;;63;;odd;;4203;;;
14473;Max-Volmer-Str;1;;3;;all;;4203;;;
14473;Wiesenstr;1;;7;;all;;4203;;;
14473;Wiesenstr;38;;40;;all;;4203;;;
14473;Hans-Marchwitza-Ring;1;;3;;odd;;4204;;;
14473;Humboldtring;2;;10;;even;;4204;;;
14473;Humboldtring;14;;30;;even;;4204;;;
14473;Lotte-Pulewka-Str;4;A;;;all;;4204;;;
14473;Lotte-Pulewka-Str;11;;21;;odd;;4204;;;
14473;Max-Volmer-Str;4;;17;;all;;4204;;;
14473;Wiesenstr;8;;36;;all;;4204;;;
14473;Albert-Einstein-Str;1;;25;;odd;;4205;;;
14473;Altes Bahnwerk;;;;;all;;4205;;;
14473;Am Stellwerk;;;;;all;;4205;;;
14473;Friedhofsgasse;1;;;;all;;4205;;;
14473;Friedrich-Engels-Str;1;;16;;all;;4205;;;
14473;Friedrich-Engels-Str;78;;98;;all;;4205;;;
14473;Heinrich-Mann-Allee;1;;24;A;all;;4205;;;
14473;Zum Wasserturm;;;;;all;;4205;;;
14473;Altstadtblick;;;;;all;;4206;;;
14473;Am Speicher;;;;;all;;4206;;;
14473;An der Kornmühle;;;;;all;;4206;;;
14473;Friedrich-Wilhelm-Boelcke-Str;;;;;all;;4206;;;
14473;Leipziger Str;8;;10;C;all;;4206;;;
14473;Zur Königlichen Hofbrauerei;;;;;all;;4206;;;
14473;Albert-Einstein-Str;2;;26;;even;;4207;;;
14473;Am Havelblick;;;;;all;;4207;;;
14473;Brauhausberg;1;;14;;all;;4207;;;
14473;Brauhausberg;24;;36;;all;;4207;;;
14473;Finkenweg;1;;4;;all;;4207;;;
14473;Finkenweg;11;;16;;all;;4207;;;
14473;Leipziger Str;51;;65;;all;;4207;;;
14473;Max-Planck-Str;;;;;all;;4207;;;
14482;Allee nach Glienicke;21;;83;;all;;5201;;;
14482;Am Böttcherberg;;;;;all;;5201;;;
14482;Am Waldrand;;;;;all;;5201;;;
14482;An der Sternwarte;;;;;all;;5201;;;
14482;Behringstr;54;;94;;even;;5201;;;
14482;Bruno-H-Bürgel-Str;49;;71;;odd;;5201;;;
14482;Bruno-H-Bürgel-Str;54;;80;;even;;5201;;;
14482;Donarstr;17;;;;all;;5201;;;
14482;Filchnerstr;42;;62;;even;;5201;;;
14482;Filchnerstr;47;;59;;odd;;5201;;;
14482;Glienicker Winkel;;;;;all;;5201;;;
14482;Griebnitzstr;;;;;all;;5201;;;
14482;Hermann-Maaß-Str;44;;64;;even;;5201;;;
14482;Hermann-Maaß-Str;49;;79;;odd;;5201;;;
14482;Karl-Marx-Str;26;;35;B;all;;5201;;;
14482;Lankestr;;;;;all;;5201;;;
14482;Louis-Nathan-Allee;;;;;all;;5201;;;
14482;Mövenstr;;;;;all;;5201;;;
14482;Park Babelsberg;12;;14;;all;;5201;;;
14482;Rosa-Luxemburg-Str;13;;25;;all;;5201;;;
14482;Spitzweggasse;;;;;all;;5201;;;
14482;Tannenstr;;;;;all;;5201;;;
14482;Tannenweg;;;;;all;;5201;;;
14482;Waldmüllerstr;;;;;all;;5201;;;
14482;Wannseestr;;;;;all;;5201;;;
14482;Wasserstr;;;;;all;;5201;;;
14482;Wilhelm-Leuschner-Str;;;;;all;;5201;;;
14482;August-Bier-Str;;;;;all;;5202;;;
14482;Baldurstr;;;;;all;;5202;;;
14482;Behringstr;26;;52;;even;;5202;;;
14482;Behringstr;31;;91;;odd;;5202;;;
14482;Bruno-H-Bürgel-Str;17;;47;;odd;;5202;;;
14482;Domstr;1;;39;;odd;;5202;;;
14482;Donarstr;1;;13;;odd;;5202;;;
14482;Donarstr;2;;32;;even;;5202;;;
14482;Filchnerstr;13;;43;;odd;;5202;;;
14482;Filchnerstr;14;;40;;even;;5202;;;
14482;Gertrud-Droste-Platz;;;;;all;;5202;;;
14482;Heinestr;16;;26;;all;;5202;;;
14482;Hermann-Maaß-Str;5;;47;B;odd;;5202;;;
14482;Hermann-Maaß-Str;6;;42;;even;;5202;;;
14482;Herthastr;;;;;all;;5202;;;
14482;Johann-Strauß-Platz;;;;;all;;5202;;;
14482;Karl-Marx-Str;6;A;25;;all;;5202;;;
14482;Karl-Marx-Str;41;;62;;all;;5202;;;
14482;Robert-Koch-Str;;;;;all;;5202;;;
14482;Rosa-Luxemburg-Str;1;;12;;all;;5202;;;
14482;Rosa-Luxemburg-Str;26;;41;;all;;5202;;;
14482;Sauerbruchstr;;;;;all;;5202;;;
14482;Scheffelstr;3;A;;;all;;5202;;;
14482;Scheffelstr;19;;27;;odd;;5202;;;
14482;Virchowstr;6;;53;;all;;5202;;;
14482;Domstr;2;A;58;;even;;5203;;;
14482;Espengrund;;;;;all;;5203;;;
14482;Fontanestr;;;;;all;;5203;;;
14482;Freiligrathstr;;;;;all;;5203;;;
14482;Goethestr;34;;52;;even;;5203;;;
14482;Goethestr;51;;77;;odd;;5203;;;
14482;Heinestr;1;;13;;odd;;5203;;;
14482;Herderstr;;;;;all;;5203;;;
14482;Karl-Marx-Str;3;;5;B;all;;5203;;;
14482;Karl-Marx-Str;63;;72;;all;;5203;;;
14482;Klopstockstr;;;;;all;;5203;;;
14482;Körnerweg;;;;;all;;5203;;;
14482;Lessingstr;29;;56;;all;;5203;;;
14482;Otto-Erich-Str;;;;;all;;5203;;;
14482;Reuterstr;;;;;all;;5203;;;
14482;Rudolf-Breitscheid-Str;113;B;236;A;all;;5203;;;
14482;Stubenrauchstr;;;;;all;;5203;;;
14482;Uhlandstr;14;;25;A;all;;5203;;;
14482;Virchowstr;1;;5;;odd;;5203;;;
14482;Bendastr;7;;12;;all;;5204;;;
14482;Goethestr;3;;49;;odd;;5204;;;
14482;Karl-Gruhl-Str;17;;42;;all;;5204;;;
14482;Kreuzstr;2;;7;B;all;;5204;;;
14482;Lessingstr;1;;28;;all;;5204;;;
14482;Müllerstr;6;;7;;all;;5204;;;
14482;Plantagenhof;;;;;all;;5204;;;
14482;Plantagenplatz;;;;;all;;5204;;;
14482;Plantagenstr;3;;20;;all;;5204;;;
14482;Plantagenstr;30;;33;;all;;5204;;;
14482;Rudolf-Breitscheid-Str;56;;85;;all;;5204;;;
14482;Turnstr;2;;12;;all;;5204;;;
14482;Uhlandstr;1;;12;A;all;;5204;;;
14482;Wichgrafstr;;;;;all;;5204;;;
14482;Alt Nowawes;41;;89;;odd;;5205;;;
14482;Garnstr;23;;37;;all;;5205;;;
14482;Karl-Gruhl-Str;1;;16;;all;;5205;;;
14482;Karl-Liebknecht-Str;11;;38;;all;;5205;;;
14482;Karl-Liebknecht-Str;100;;126;;all;;5205;;;
14482;Kreuzstr;8;;15;;all;;5205;;;
14482;Lutherstr;;;;;all;;5205;;;
14482;Schornsteinfegergasse;6;;12;;all;;5205;;;
14482;Spindelstr;5;A;12;;all;;5205;;;
14482;Tuchmacherstr;1;;17;;all;;5205;;;
14482;Tuchmacherstr;34;;51;;all;;5205;;;
14482;Weberplatz;1;;19;;all;;5205;;;
14482;Allee nach Glienicke;2;;4;;even;;5206;;;
14482;Alt Nowawes;40;;130;;even;;5206;;;
14482;Alt Nowawes;93;;107;;odd;;5206;;;
14482;Grenzstr;;;;;all;;5206;;;
14482;Jutestr;;;;;all;;5206;;;
14482;Karl-Liebknecht-Str;90;;99;;all;;5206;;;
14482;Mühlenstr;4;;23;;all;;5206;;;
14482;Neue Str;1;;7;;all;;5206;;;
14482;Park Babelsberg;1;;11;;all;;5206;;;
14482;Spindelstr;1;;5;;all;;5206;;;
14482;Tuchmacherstr;20;;32;;all;;5206;;;
14482;Wollestr;;;;;all;;5206;;;
14482;Alt Nowawes;22;;36;;even;;5207;;;
14482;Alt Nowawes;39;;;;all;;5207;;;
14482;An der Alten Brauerei;;;;;all;;5207;;;
14482;Bendastr;1;;6;A;all;;5207;;;
14482;Daimlerstr;1;;;;all;;5207;;;
14482;Daimlerstr;2;;12;;even;;5207;;;
14482;Friedrich-List-Str;11;;;;all;;5207;;;
14482;Garnstr;1;;22;;all;;5207;;;
14482;Glasmeisterstr;;;;;all;;5207;;;
14482;Johannsenstr;;;;;all;;5207;;;
14482;Karl-Liebknecht-Str;4;;10;;all;;5207;;;
14482;Karl-Liebknecht-Str;127;;138;A;all;;5207;;;
14482;Mühlenstr;1;A;3;;all;;5207;;;
14482;Neue Str;7;A;14;;all;;5207;;;
14482;Rudolf-Breitscheid-Str;2;;54;;all;;5207;;;
14482;Schornsteinfegergasse;1;;5;;all;;5207;;;
14482;Theodor-Hoppe-Weg;;;;;all;;5207;;;
14482;Voltastr;;;;;all;;5207;;;
14482;Weberplatz;20;;29;;all;;5207;;;
14482;Allee nach Glienicke;15;;17;;odd;;5208;;;
14482;Behringstr;1;;29;;odd;;5208;;;
14482;Behringstr;4;;24;;even;;5208;;;
14482;Bruno-H-Bürgel-Str;1;;15;;odd;;5208;;;
14482;Bruno-H-Bürgel-Str;4;;52;;even;;5208;;;
14482;Concordiaweg;;;;;all;;5208;;;
14482;Donarstr;34;;36;;even;;5208;;;
14482;Filchnerstr;1;;12;;all;;5208;;;
14482;GA Babelsberg 1912;;;;;all;;5208;;;
14482;GA Freie Scholle;;;;;all;;5208;;;
14482;GA Hoffnung;;;;;all;;5208;;;
14482;Goethestr;4;;32;;even;;5208;;;
14482;Heinestr;2;;14;;even;;5208;;;
14482;Hoher Weg;;;;;all;;5208;;;
14482;Karl-Gruhl-Str;44;;66;;all;;5208;;;
14482;Karl-Liebknecht-Str;39;;69;;all;;5208;;;
14482;Kolonie Eigenland;;;;;all;;5208;;;
14482;Müllerstr;1;;3;;all;;5208;;;
14482;Müllerstr;8;;11;;all;;5208;;;
14482;Obere Donarstr;;;;;all;;5208;;;
14482;Pasteurstr;;;;;all;;5208;;;
14482;Plantagenstr;22;;26;;all;;5208;;;
14482;Scheffelstr;20;;60;;even;;5208;;;
14482;Semmelweisstr;;;;;all;;5208;;;
14482;Turnstr;15;;51;;all;;5208;;;
14482;Daimlerstr;5;;11;;odd;;5301;;;
14482;Daimlerstr;14;;18;;even;;5301;;;
14482;Dieselstr;1;;18;;all;;5301;;;
14482;Friedrich-Engels-Str;25;;56;;all;;5301;;;
14482;Friesenstr;;;;;all;;5301;;;
14482;GA Übergang;;;;;all;;5301;;;
14482;Großbeerenstr;1;;27;;odd;;5301;;;
14482;Horstweg;93;;;;all;;5301;;;
14482;Jahnstr;;;;;all;;5301;;;
14482;Karl-Liebknecht-Str;139;;140;;all;;5301;;;
14482;Lutherplatz;3;;7;;all;;5301;;;
14482;Neuendorfer Anger;;;;;all;;5301;;;
14482;Wattstr;17;;23;;odd;;5301;;;
14482;Dieselstr;20;;50;;even;;5302;;;
14482;Fultonstr;14;;16;;even;;5302;;;
14482;Großbeerenstr;29;;65;A;odd;;5302;;;
14482;Großbeerenstr;38;;90;;even;;5302;;;
14482;Heinrich-von-Kleist-Str;2;;12;;even;;5302;;;
14482;Heinrich-von-Kleist-Str;3;;17;;odd;;5302;;;
14482;Horstweg;1;;6;;all;;5302;;;
14482;Kopernikusstr;33;;57;;odd;;5302;;;
14482;Siemensstr;15;;37;;odd;;5302;;;
14482;Wattstr;20;;24;;even;;5302;;;
14482;Althoffstr;;;;;all;;5303;;;
14482;Anhaltstr;;;;;all;;5303;;;
14482;Benzstr;;;;;all;;5303;;;
14482;Eichenweg;;;;;all;;5303;;;
14482;Großbeerenstr;92;;114;;even;;5303;;;
14482;Heideweg;;;;;all;;5303;;;
14482;Kopernikusstr;2;;54;;even;;5303;;;
14482;Paul-Neumann-Str;5;;53;;odd;;5303;;;
14482;Pestalozzistr;;;;;all;;5303;;;
14482;Stephensonstr;;;;;all;;5303;;;
14482;Am Klubhaus;;;;;all;;5304;;;
14482;Am Sportplatz;31;;49;;all;;5304;;;
14482;An der Sandscholle;32;;52;;even;;5304;;;
14482;August-Bebel-Str;10;;13;;all;;5304;;;
14482;Blumenweg;1;;23;;odd;;5304;;;
14482;Franz-Mehring-Str;1;;19;;all;;5304;;;
14482;Paul-Neumann-Str;2;;54;;even;;5304;;;
14482;Rosenstr;1;;25;;odd;;5304;;;
14482;Rosenstr;2;;66;;even;;5304;;;
14482;Rotdornweg;;;;;all;;5304;;;
14482;Stahnsdorfer Str;1;;75;;odd;;5304;;;
14482;Stahnsdorfer Str;4;;110;;even;;5304;;;
14482;Am Sportplatz;1;;29;;odd;;5305;;;
14482;Am Sportplatz;2;;6;;even;;5305;;;
14482;An der Sandscholle;2;;30;;all;;5305;;;
14482;August-Bebel-Str;55;;66;;all;;5305;;;
14482;Blumenweg;2;;32;;even;;5305;;;
14482;Dianastr;2;;46;;even;;5305;;;
14482;Franz-Mehring-Str;21;;65;;all;;5305;;;
14482;Großbeerenstr;122;;200;;even;;5305;;;
14482;Kleine Str;;;;;all;;5305;;;
14482;Marlene-Dietrich-Allee;9;;;;all;;5305;;;
14482;Merkurstr;;;;;all;;5305;;;
14482;Paul-Neumann-Str;55;;97;;odd;;5305;;;
14482;Paul-Neumann-Str;56;;84;;even;;5305;;;
14482;Rosenstr;27;;55;;odd;;5305;;;
14482;Steinstr;27;;27;A;all;;5305;;;
14482;August-Bebel-Str;26;;27;;all;;5306;;;
14482;August-Bebel-Str;72;;89;A;all;;5306;;;
14482;Dianastr;1;;17;;odd;;5306;;;
14482;Försterweg;;;;;all;;5306;;;
14482;Heinz-Rühmann-Weg;;;;;all;;5306;;;
14482;Jägersteig;;;;;all;;5306;;;
14482;Marlene-Dietrich-Allee;15;;19;;all;;5306;;;
14482;Rote-Kreuz-Str;;;;;all;;5306;;;
14482;Stahnsdorfer Str;77;;129;;odd;;5306;;;
14482;Stahnsdorfer Str;140;A;156;C;even;;5306;;;
14482;Steinstr;1;;23;;odd;;5306;;;
14482;Steinstr;8;;18;;even;;5306;;;
14482;Ahornstr;;;;;all;;5307;;;
14482;An den Windmühlen;2;;28;A;even;;5307;;;
14482;Biberweg;;;;;all;;5307;;;
14482;Fritz-Zubeil-Str;1;;23;A;odd;;5307;;;
14482;Fritz-Zubeil-Str;2;;34;;even;;5307;;;
14482;Fritz-Zubeil-Str;60;;94;;even;;5307;;;
14482;GA Glück Auf;;;;;all;;5307;;;
14482;GA Uns Genügts;;;;;all;;5307;;;
14482;Gartenstr;;;;;all;;5307;;;
14482;Großbeerenstr;91;;175;;odd;;5307;;;
14482;Grünstr;;;;;all;;5307;;;
14482;Kleewall;;;;;all;;5307;;;
14482;Konsumhof;;;;;all;;5307;;;
14482;Mitteldamm;;;;;all;;5307;;;
14482;Orenstein und Koppel Str;;;;;all;;5307;;;
14482;Otterweg;;;;;all;;5307;;;
14482;Prager Str;;;;;all;;5307;;;
14482;Sophie-Farber-Str;;;;;all;;5307;;;
14482;Ulmenstr;;;;;all;;5307;;;
14482;Weidendamm;;;;;all;;5307;;;
14482;Wetzlarer Str;;;;;all;;5307;;;
14482;Fultonstr;1;;21;;odd;;5308;;;
14482;Fultonstr;2;;8;;even;;5308;;;
14482;Großbeerenstr;4;;34;;even;;5308;;;
14482;Heinrich-von-Kleist-Str;1;A;1;B;all;;5308;;;
14482;Karl-Liebknecht-Str;1;;3;;all;;5308;;;
14482;Kopernikusstr;1;;31;;odd;;5308;;;
14482;Lutherplatz;1;;2;;all;;5308;;;
14482;Schulstr;;;;;all;;5308;;;
14482;Siemensstr;1;;13;;odd;;5308;;;
14482;Siemensstr;2;;38;;even;;5308;;;
14482;Wattstr;2;;16;;all;;5308;;;
14482;An den Windmühlen;3;;31;;odd;;5309;;;
14482;Baberowweg;;;;;all;;5309;;;
14482;Dieselstr;27;;61;;odd;;5309;;;
14482;Dieselstr;52;;60;;even;;5309;;;
14482;Fritz-Zubeil-Str;25;;95;;odd;;5309;;;
14482;Gro?beerenstr;67;;89;;odd;;5309;;;
14482;Heinrich-von-Kleist-Str;14;;34;;even;;5309;;;
14482;Heinrich-von-Kleist-Str;19;;41;;odd;;5309;;;
14482;Horstweg;8;;10;;even;;5309;;;
14482;Jacques-Russ-Str;;;;;all;;5309;;;
14482;Lotte-Laserstein-Str;;;;;all;;5309;;;
14482;Rudolf-Moos-Str;;;;;all;;5309;;;
14482;Walter-Klausch-Str;;;;;all;;5309;;;
14473;Alter Tornow;;;;;all;;6101;;;
14473;Am Uferpark;;;;;all;;6101;;;
14473;An der Fährwiese;;;;;all;;6101;;;
14473;An der Vorderkappe;;;;;all;;6101;;;
14473;Brauhausberg;20;;21;;all;;6101;;;
14473;Finkenweg;5;;9;;all;;6101;;;
14473;GA Alter Tornow;;;;;all;;6101;;;
14473;GA Sternschanze;;;;;all;;6101;;;
