zip;street;number_from;;number_to;;number_variety;district_name;vote_district_id;landtag_election_district_id;local_election_district_id;bundestag_election_district_id
14473;GA Waldwiese;;;;;all;;6101;;;
14473;Heinrich-Mann-Allee;94;;;;all;;6101;;;
14473;Hermannswerder;;;;;all;;6101;;;
14473;Inselweg;;;;;all;;6101;;;
14473;Küsselstr;;;;;all;;6101;;;
14473;Leipziger Str;14;;47;;all;;6101;;;
14473;Leiterstr;;;;;all;;6101;;;
14473;Luisenhof;;;;;all;;6101;;;
14473;Michendorfer Chaussee;1;;5;;all;;6101;;;
14473;Michendorfer Chaussee;8;;115;A;all;;6101;;;
14473;Paetowstr;;;;;all;;6101;;;
14473;Templiner Str;;;;;all;;6101;;;
14473;Tornowstr;;;;;all;;6101;;;
14473;Ulrich-von-Hutten-Str;;;;;all;;6101;;;
14473;Alte Gärtnerei;1;;17;;odd;;6201;;;
14473;An den Kopfweiden;;;;;all;;6201;;;
14473;Bergholzer Str;;;;;all;;6201;;;
14473;Birkengrund;;;;;all;;6201;;;
14473;Friedhofsgasse;2;;6;;even;;6201;;;
14473;Friedrich-Engels-Str;17;;23;;all;;6201;;;
14473;GA Oberförsterwiese;;;;;all;;6201;;;
14473;Heinrich-Mann-Allee;106;A;;;all;;6201;;;
14473;Horstweg;96;;;;all;;6201;;;
14473;Kolonie Daheim;;;;;all;;6201;;;
14473;Kurze Str;;;;;all;;6201;;;
14473;Nuthewinkel;1;;6;;all;;6201;;;
14473;Schlaatzstr;;;;;all;;6201;;;
14473;Schlaatzweg;;;;;all;;6201;;;
14473;Albert-Einstein-Str;26;A;36;A;even;;6202;;;
14473;Albert-Einstein-Str;49;;;;all;;6202;;;
14473;Alte Gärtnerei;2;;18;;even;;6202;;;
14473;Am Brunnen;;;;;all;;6202;;;
14473;Drevesstr;1;;27;;all;;6202;;;
14473;Drevesstr;40;;64;;all;;6202;;;
14473;Heinrich-Mann-Allee;26;;57;;all;;6202;;;
14473;Heinrich-Mann-Allee;103;;104;;all;;6202;;;
14473;Horstweg;105;;109;;all;;6202;;;
14473;Kunersdorfer Str;1;;25;;all;;6202;;;
14473;Nuthewinkel;14;;14;B;all;;6202;;;
14473;Telegrafenberg;;;;;all;;6202;;;
14478;Am Försteracker;;;;;all;;6203;;;
14478;Am Plantagenhaus;;;;;all;;6203;;;
14478;Am Wald;;;;;all;;6203;;;
14478;Damaschkeweg;;;;;all;;6203;;;
14478;Drevesstr;28;;39;;all;;6203;;;
14478;Hasensprung;;;;;all;;6203;;;
14478;Hegemeisterweg;;;;;all;;6203;;;
14478;Heidereiterweg;;;;;all;;6203;;;
14478;Heimrode;;;;;all;;6203;;;
14478;Heinrich-Mann-Allee;58;;93;;all;;6203;;;
14478;Kottmeierstr;;;;;all;;6203;;;
14478;Kunersdorfer Str;26;;38;;all;;6203;;;
14478;Ravensberggestell;;;;;all;;6203;;;
14478;Ravensbergweg;;;;;all;;6203;;;
14478;Vogelsang;;;;;all;;6203;;;
14478;Waldstr;;;;;all;;6203;;;
14478;An der Alten Zauche;30;;50;;even;;6301;;;
14478;An der Alten Zauche;45;;;;all;;6301;;;
14478;Falkenhorst;1;;17;;odd;;6301;;;
14478;Falkenhorst;2;;12;;even;;6301;;;
14478;Habichthorst;2;;14;;even;;6301;;;
14478;Milanhorst;1;;7;;odd;;6301;;;
14478;Sperberhorst;;;;;all;;6301;;;
14478;An der Alten Zauche;24;;28;;even;;6302;;;
14478;Falkenhorst;14;;38;;even;;6302;;;
14478;Habichthorst;1;;13;;odd;;6302;;;
14478;Milanhorst;2;;24;;even;;6302;;;
14478;Milanhorst;11;;39;;odd;;6302;;;
14478;Schilfhof;1;;23;;odd;;6302;;;
14478;Erlenhof;1;;55;;odd;;6303;;;
14478;Erlenhof;24;;30;;even;;6303;;;
14478;Magnus-Zeller-Platz;2;;6;;even;;6303;;;
14478;Schilfhof;18;;24;;even;;6303;;;
14478;Weidenhof;;;;;all;;6303;;;
14478;An der Alten Zauche;2;;22;;even;;6304;;;
14478;Binsenhof;;;;;all;;6304;;;
14478;Drewitzer Str;1;;2;A;all;;6304;;;
14478;Heinrich-Mann-Allee;120;A;120;B;all;;6304;;;
14478;Hermann-Muthesius-Str;;;;;all;;6304;;;
14478;Horstweg;94;;;;all;;6304;;;
14478;Horstweg;98;;;;all;;6304;;;
14478;Julius-Posener-Str;;;;;all;;6304;;;
14478;Magnus-Zeller-Platz;1;;3;;odd;;6304;;;
14478;Schilfhof;2;;16;;even;;6304;;;
14478;Bisamkiez;13;;45;;odd;;6305;;;
14478;Bisamkiez;34;;36;;even;;6305;;;
14478;Erlenhof;10;;22;;even;;6305;;;
14478;Inselhof;;;;;all;;6305;;;
14478;Otterkiez;23;;43;;odd;;6305;;;
14478;Schilfhof;29;;;;all;;6305;;;
14478;Am Nuthetal;10;;24;;all;;6306;;;
14478;Biberkiez;;;;;all;;6306;;;
14478;Bisamkiez;1;;11;;odd;;6306;;;
14478;Bisamkiez;107;;;;all;;6306;;;
14478;Erlenhof;2;;8;;even;;6306;;;
14478;Pappelhof;;;;;all;;6306;;;
14478;Wiesenhof;;;;;all;;6306;;;
14478;Am Nuthetal;2;;8;;even;;6307;;;
14478;Bisamkiez;2;;24;;even;;6307;;;
14478;Otterkiez;1;;21;;odd;;6307;;;
14478;Otterkiez;2;;26;;even;;6307;;;
14478;Wieselkiez;;;;;all;;6307;;;
14478;Am Fenn;;;;;all;;6401;;;
14478;Am Stadtrand;1;;23;;odd;;6401;;;
14478;Am Stadtrand;4;;24;;even;;6401;;;
14478;Drewitzer Str;3;;22;;all;;6401;;;
14478;GA Nuthestrand 2;;;;;all;;6401;;;
14478;Käthe-Kollwitz-Str;;;;;all;;6401;;;
14478;Käuzchenweg;;;;;all;;6401;;;
14478;Lisdorf;;;;;all;;6401;;;
14478;Meisenweg;3;;13;;all;;6401;;;
14478;Tiroler Damm;;;;;all;;6401;;;
14478;Unter den Eichen;1;;50;;all;;6401;;;
14478;Zur Nuthe;;;;;all;;6401;;;
14478;Am Buchhorst;;;;;all;;6402;;;
14478;Am Bürohochhaus;;;;;all;;6402;;;
14478;Am Stadtrand;2;;;;all;;6402;;;
14478;Am Stadtrand;25;;60;;all;;6402;;;
14478;An der Brauerei;;;;;all;;6402;;;
14478;Drewitzer Str;38;;;;all;;6402;;;
14478;Drewitzer Str;43;;51;;all;;6402;;;
14478;Erich-Weinert-Str;9;;54;;all;;6402;;;
14478;Handelshof;;;;;all;;6402;;;
14478;Meisenweg;1;;;;all;;6402;;;
14478;Möbelhof;;;;;all;;6402;;;
14478;Nuthedamm;1;A;1;B;all;;6402;;;
14478;Nuthedamm;31;;33;;all;;6402;;;
14478;Verkehrshof;;;;;all;;6402;;;
14478;Zum Heizwerk;;;;;all;;6402;;;
14478;Bernhard-Kellermann-Str;;;;;all;;6403;;;
14478;Eduard-Claudius-Str;;;;;all;;6403;;;
14478;Erich-Weinert-Str;1;A;;;all;;6403;;;
14478;Friedrich-Wolf-Str;11;A;;;all;;6403;;;
14478;Johannes-R.-Becher-Str;1;;28;;all;;6403;;;
14478;Johannes-R.-Becher-Str;54;;77;;all;;6403;;;
14478;Kuckucksruf;;;;;all;;6403;;;
14478;Bertolt-Brecht-Str;;;;;all;;6404;;;
14478;Brunnenallee;;;;;all;;6404;;;
14478;Drewitzer Str;23;;39;A;odd;;6404;;;
14478;Drewitzer Str;24;;36;;even;;6404;;;
14478;Drewitzer Str;40;;40;A;even;;6404;;;
14478;Erich-Weinert-Str;1;;;;all;;6404;;;
14478;Erich-Weinert-Str;2;;4;;all;;6404;;;
14478;Erich-Weinert-Str;56;;100;;all;;6404;;;
14478;Friedrich-Wolf-Str;1;;8;;all;;6404;;;
14478;Johannes-R.-Becher-Str;29;;53;;all;;6404;;;
14478;Sophie-Alberti-Str;;;;;all;;6404;;;
14478;Kiefernring;10;;38;;even;;6501;;;
14478;Saarmunder Str;2;;4;E;even;;6501;;;
14478;Zum Jagenstein;1;A;3;;odd;;6501;;;
14478;Zum Jagenstein;2;;8;;even;;6501;;;
14478;Zum Kahleberg;2;;26;;even;;6501;;;
14478;Zum Kahleberg;25;;99;;odd;;6501;;;
14478;Ginsterweg;;;;;all;;6502;;;
14478;Saarmunder Str;6;;32;;even;;6502;;;
14478;Saarmunder Str;7;;45;;odd;;6502;;;
14478;Zum Jagenstein;5;;37;;odd;;6502;;;
14478;Zum Jagenstein;10;;20;;even;;6502;;;
14478;Zum Kahleberg;1;;23;A;odd;;6502;;;
14478;Am Moosfenn;20;;30;;even;;6503;;;
14478;Am Moosfenn;27;;35;;odd;;6503;;;
14478;Kiefernring;33;;63;;odd;;6503;;;
14478;Kiefernring;40;;108;;even;;6503;;;
14478;Sonnentaustr;1;;21;;odd;;6503;;;
14478;Am Moosfenn;2;A;18;;even;;6504;;;
14478;Am Moosfenn;3;;5;;odd;;6504;;;
14478;Kiefernring;1;;29;;odd;;6504;;;
14478;Kiefernring;4;;6;;even;;6504;;;
14478;Saarmunder Str;50;;64;;even;;6504;;;
14478;Sonnentaustr;6;;10;;even;;6504;;;
14478;Zum Teufelssee;2;;;;all;;6504;;;
14478;Am Schlangenfenn;2;;30;;even;;6505;;;
14478;Am Schlangenfenn;11;;81;;odd;;6505;;;
14478;Am Springbruch;;;;;all;;6505;;;
14478;Moosglöckchenweg;2;;18;;even;;6505;;;
14478;Caputher Heuweg;2;;12;;even;;6506;;;
14478;Liefelds Grund;;;;;all;;6506;;;
14478;Saarmunder Str;67;;85;;all;;6506;;;
14478;Zum Teufelssee;1;;35;;odd;;6506;;;
14478;Am Schlangenfenn;1;;9;;odd;;6507;;;
14478;Caputher Heuweg;3;;69;;odd;;6507;;;
14478;Moosglöckchenweg;1;;27;;odd;;6507;;;
14478;Zum Teufelssee;8;;48;;even;;6507;;;
14480;Am Gehölz;;;;;all;;7101;;;
14480;Bahnhofstr;1;;41;;all;;7101;;;
14480;Bahnhofstr;124;;127;;all;;7101;;;
14480;Beethovenstr;;;;;all;;7101;;;
14480;Gagarinstr;5;;;;all;;7101;;;
14480;Großbeerenstr;208;;254;;all;;7101;;;
14480;Hans-Grade-Ring;1;;30;;all;;7101;;;
14480;Hans-Grade-Ring;60;;70;;all;;7101;;;
14480;Hubertusdamm;1;;24;A;all;;7101;;;
14480;In der Aue;8;;34;;even;;7101;;;
14480;In der Aue;11;;31;A;odd;;7101;;;
14480;Lortzingstr;;;;;all;;7101;;;
14480;Mendelssohn-Bartholdy-Str;2;A;48;;even;;7101;;;
14480;Mozartstr;;;;;all;;7101;;;
14480;Parallelweg;;;;;all;;7101;;;
14480;Patrizierweg;1;;14;;all;;7101;;;
14480;Ratsweg;1;;5;;odd;;7101;;;
14480;Ratsweg;2;;10;A;even;;7101;;;
14480;Schubertstr;;;;;all;;7101;;;
14480;Steinstr;39;;53;;odd;;7101;;;
14480;Tschaikowskiweg;;;;;all;;7101;;;
14480;Wagnerstr;;;;;all;;7101;;;
14480;Bahnhofstr;101;;115;;all;;7102;;;
14480;Gagarinstr;2;;28;;even;;7102;;;
14480;Hans-Grade-Ring;32;;50;;even;;7102;;;
14480;Lilienthalstr;;;;;all;;7102;;;
14480;Pietschkerstr;42;;44;;even;;7102;;;
14480;Am Mittelbusch;;;;;all;;7103;;;
14480;Bebraer Str;6;;;;all;;7103;;;
14480;Fichtenallee;;;;;all;;7103;;;
14480;Fuldaer Str;;;;;all;;7103;;;
14480;Im Schäferfeld;;;;;all;;7103;;;
14480;Katharinastr;4;;36;;all;;7103;;;
14480;Neuendorfer Str;10;;;;all;;7103;;;
14480;Neuendorfer Str;12;;;;all;;7103;;;
14480;Neuendorfer Str;14;;;;all;;7103;;;
14480;Neuendorfer Str;16;;42;;even;;7103;;;
14480;Neuendorfer Str;35;;41;;odd;;7103;;;
14480;Pietschkerstr;2;;40;;all;;7103;;;
14480;Schäferweg;;;;;all;;7103;;;
14480;Turmstr;17;;47;;all;;7103;;;
14480;Unionssiedlung;;;;;all;;7103;;;
14480;Flotowstr;1;;35;;odd;;7104;;;
14480;Gluckstr;;;;;all;;7104;;;
14480;Großbeerenstr;264;;288;;even;;7104;;;
14480;Hubertusdamm;24;B;48;;even;;7104;;;
14480;Hubertusdamm;27;;47;;odd;;7104;;;
14480;In der Aue;33;;59;;odd;;7104;;;
14480;In der Aue;38;;58;;even;;7104;;;
14480;Mendelssohn-Bartholdy-Str;5;;47;;odd;;7104;;;
14480;Patrizierweg;18;;58;;even;;7104;;;
14480;Patrizierweg;21;;39;;odd;;7104;;;
14480;Ratsweg;5;B;9;;odd;;7104;;;
14480;Ratsweg;12;;16;;even;;7104;;;
14480;Steinstr;59;;85;;odd;;7104;;;
14480;An der Parforceheide;;;;;all;;7105;;;
14480;Flotowstr;6;;8;;even;;7105;;;
14480;Hubertusdamm;49;;79;;odd;;7105;;;
14480;Kohlhasenbrücker Str;106;;;;all;;7105;;;
14480;Patrizierweg;43;;69;;odd;;7105;;;
14480;Patrizierweg;62;;92;;even;;7105;;;
14480;Steinstr;44;B;100;A;even;;7105;;;
14480;Chopinstr;;;;;all;;7106;;;
14480;Großbeerenstr;273;;279;;odd;;7106;;;
14480;Grotrianstr;13;;15;;odd;;7106;;;
14480;Johannes-Kepler-Platz;;;;;all;;7106;;;
14480;Kellerstr;;;;;all;;7106;;;
14480;Newtonstr;1;;13;;all;;7106;;;
14480;Röhrenstr;;;;;all;;7106;;;
14480;Schwarzschildstr;;;;;all;;7106;;;
14480;Ziolkowskistr;6;;8;;all;;7106;;;
14480;Galileistr;1;;17;;odd;;7107;;;
14480;Laplacering;;;;;all;;7107;;;
14480;Newtonstr;19;;35;;odd;;7107;;;
14480;Galileistr;19;;39;;odd;;7108;;;
14480;Leibnizring;;;;;all;;7108;;;
14480;Galileistr;41;;57;;odd;;7109;;;
14480;Max-Born-Str;1;;17;;odd;;7109;;;
14480;Max-Born-Str;2;;8;;even;;7109;;;
14480;Niels-Bohr-Ring;;;;;all;;7109;;;
14480;Galileistr;18;;;;all;;7110;;;
14480;Galileistr;59;;75;;odd;;7110;;;
14480;Max-Born-Str;10;;26;;even;;7110;;;
14480;Otto-Hahn-Ring;;;;;all;;7110;;;
14480;Otto-Haseloff-Str;28;;30;;even;;7110;;;
14480;Waldhornweg;12;;13;;all;;7110;;;
14480;Ziolkowskistr;61;;;;all;;7110;;;
14480;Eulenkamp;;;;;all;;7111;;;
14480;Jagdhausstr;16;;33;;all;;7111;;;
14480;Otto-Haseloff-Str;15;;;;all;;7111;;;
14480;Otto-Haseloff-Str;24;;24;A;all;;7111;;;
14480;Otto-Haseloff-Str;25;;;;all;;7111;;;
14480;Waldhornweg;16;;25;;all;;7111;;;
14480;Waldhornweg;38;;49;;all;;7111;;;
14480;Wildeberstr;1;;24;A;all;;7111;;;
14480;Wildeberstr;43;;55;;all;;7111;;;
14480;Ziolkowskistr;14;;74;;even;;7111;;;
14480;Ziolkowskistr;15;;43;;odd;;7111;;;
14480;Galileistr;77;;89;;all;;7112;;;
14480;Gaußstr;;;;;all;;7112;;;
14480;Otto-Haseloff-Str;13;;14;;all;;7112;;;
14480;Sternstr;30;;38;;all;;7112;;;
14480;Großbeerenstr;285;;357;B;odd;;7113;;;
14480;Grotrianstr;2;;32;;even;;7113;;;
14480;Jagdhausstr;3;;12;;all;;7113;;;
14480;Kohlhasenbrücker Str;1;;15;C;all;;7113;;;
14480;Otto-Haseloff-Str;16;;23;B;all;;7113;;;
14480;Steinstr;118;;166;;all;;7113;;;
14480;Waldhornweg;26;;35;A;all;;7113;;;
14480;Wildeberstr;29;;38;C;all;;7113;;;
14480;Alt Drewitz;;;;;all;;7201;;;
14480;Am Friedhof;;;;;all;;7201;;;
14480;Am Hirtengraben;1;;9;A;all;;7201;;;
14480;Am Silbergraben;;;;;all;;7201;;;
14480;Bebraer Str;1;;3;;odd;;7201;;;
14480;Clara-Schumann-Str;23;;25;;all;;7201;;;
14480;GA Am Hirtengraben;;;;;all;;7201;;;
14480;Gerlachstr;1;;6;;all;;7201;;;
14480;In den Neuen Höfen;;;;;all;;7201;;;
14480;Kirchstr;2;;68;;all;;7201;;;
14480;Neuendorfer Str;1;;17;D;odd;;7201;;;
14480;Neuendorfer Str;4;;8;;even;;7201;;;
14480;Neuendorfer Str;10;D;;;all;;7201;;;
14480;Neuendorfer Str;12;D;;;all;;7201;;;
14480;Neuendorfer Str;14;D;;;all;;7201;;;
14480;Neuendorfer Str;46;;74;;all;;7201;;;
14480;Nuthedamm;2;;30;;all;;7201;;;
14480;Sternstr;1;;17;;all;;7201;;;
14480;Sternstr;63;B;82;;all;;7201;;;
14480;Trebbiner Str;;;;;all;;7201;;;
14480;Turmstr;1;;10;;all;;7201;;;
14480;Turmstr;54;;72;;all;;7201;;;
14480;Zum Kirchsteigfeld;9;;11;;all;;7201;;;
14480;Asta-Nielsen-Str;;;;;all;;7202;;;
14480;Erich-Pommer-Str;;;;;all;;7202;;;
14480;Gerlachstr;23;;41;;all;;7202;;;
14480;Guido-Seeber-Weg;1;;15;;odd;;7202;;;
14480;Hans-Albers-Str;;;;;all;;7202;;;
14480;Konrad-Wolf-Allee;2;;12;;even;;7202;;;
14480;Sterncenter;;;;;all;;7202;;;
14480;Sternstr;29;A;;;all;;7202;;;
14480;Sternstr;41;;51;B;odd;;7202;;;
14480;Sternstr;42;;52;A;even;;7202;;;
14480;Zum Kirchsteigfeld;2;;4;;even;;7202;;;
14480;Ernst-Lubitsch-Weg;;;;;all;;7203;;;
14480;Friedrich-W-Murnau-Str;;;;;all;;7203;;;
14480;Fritz-Lang-Str;1;;13;;odd;;7203;;;
14480;Fritz-Lang-Str;2;;8;;even;;7203;;;
14480;Hertha-Thiele-Weg;2;;12;;even;;7203;;;
14480;Konrad-Wolf-Allee;13;;21;;odd;;7203;;;
14480;Paul-Wegener-Str;;;;;all;;7203;;;
14480;Wolfgang-Staudte-Str;2;;12;;even;;7203;;;
14480;Conrad-Veidt-Str;;;;;all;;7204;;;
14480;Fritz-Lang-Str;10;;22;;even;;7204;;;
14480;Günther-Simon-Str;;;;;all;;7204;;;
14480;Priesterweg;;;;;all;;7204;;;
14480;Willi-Schiller-Weg;;;;;all;;7204;;;
14480;Wolfgang-Staudte-Str;1;;23;;odd;;7204;;;
14480;Eduard-von-Winterstein-Str;1;;13;;odd;;7205;;;
14480;Guido-Seeber-Weg;2;;16;;even;;7205;;;
14480;Hertha-Thiele-Weg;1;;11;;odd;;7205;;;
14480;Konrad-Wolf-Allee;14;;24;;even;;7205;;;
14480;Konrad-Wolf-Allee;23;;45;;odd;;7205;;;
14480;Sternstr;29;;;;all;;7205;;;
14480;Willy-A-Kleinau-Weg;2;;30;;even;;7205;;;
14480;Wolfgang-Staudte-Str;14;;24;;even;;7205;;;
14480;Eduard-von-Winterstein-Str;2;;24;;even;;7206;;;
14480;Gerlachstr;10;;;;all;;7206;;;
14480;Konrad-Wolf-Allee;26;;50;;even;;7206;;;
14480;Konrad-Wolf-Allee;47;;61;;odd;;7206;;;
14480;Oskar-Meßter-Str;;;;;all;;7206;;;
14480;Robert-Baberske-Str;;;;;all;;7206;;;
14480;Slatan-Dudow-Str;;;;;all;;7206;;;
14480;Sternstr;21;;28;;all;;7206;;;
14480;Sternstr;53;A;62;;all;;7206;;;
14480;Willy-A-Kleinau-Weg;3;;5;;odd;;7206;;;
14480;Am Hirtengraben;11;;19;;odd;;7301;;;
14480;Bettina-von-Arnim-Str;;;;;all;;7301;;;
14480;Dorothea-Schneider-Str;8;;12;;even;;7301;;;
14480;Eleonore-Prochaska-Str;;;;;all;;7301;;;
14480;Johanna-Just-Str;;;;;all;;7301;;;
14480;Karoline-Schulze-Str;;;;;all;;7301;;;
14480;Maxie-Wander-Str;2;;4;;even;;7301;;;
14480;M.-Buber-Neumann-Str;;;;;all;;7301;;;
14480;Nelly-Sachs-Str;2;;16;;even;;7301;;;
14480;Nelly-Sachs-Str;7;;17;;odd;;7301;;;
14480;Ricarda-Huch-Str;2;;16;;even;;7301;;;
14480;Am Hirtengraben;21;;37;;odd;;7302;;;
14480;Bellavitestr;;;;;all;;7302;;;
14480;Büringstr;;;;;all;;7302;;;
14480;Dorothea-Schneider-Str;1;;9;;odd;;7302;;;
14480;Dorothea-Schneider-Str;2;;6;;even;;7302;;;
14480;Maimi-von-Mirbach-Str;;;;;all;;7302;;;
14480;Maxie-Wander-Str;1;;9;;odd;;7302;;;
14480;Maxie-Wander-Str;6;;16;;even;;7302;;;
14480;Nelly-Sachs-Str;1;;5;;odd;;7302;;;
14480;Ricarda-Huch-Str;15;;35;;odd;;7302;;;
14480;Ricarda-Huch-Str;18;;42;;even;;7302;;;
14480;Anni-von-Gottberg-Str;6;;14;;even;;7303;;;
14480;Anni-von-Gottberg-Str;11;;;;all;;7303;;;
14480;Clara-Schumann-Str;6;;22;B;even;;7303;;;
14480;Dorothea-Schneider-Str;14;;18;;even;;7303;;;
14480;Kamblystr;;;;;all;;7303;;;
14480;Lise-Meitner-Str;1;;25;;odd;;7303;;;
14480;Lise-Meitner-Str;2;;28;A;even;;7303;;;
14480;Marie-Hannemann-Str;;;;;all;;7303;;;
14480;Marie-Juchacz-Str;2;;20;B;even;;7303;;;
14480;Schadowstr;;;;;all;;7303;;;
14480;Schinkelstr;;;;;all;;7303;;;
14480;Stülerstr;;;;;all;;7303;;;
14480;Zum Teich;;;;;all;;7303;;;
14480;Anni-von-Gottberg-Str;1;;9;;odd;;7304;;;
14480;Clara-Schumann-Str;1;;21;;odd;;7304;;;
14480;Gertrud-Kolmar-Str;;;;;all;;7304;;;
14480;Lise-Meitner-Str;27;;29;;odd;;7304;;;
14480;Lise-Meitner-Str;30;;34;;even;;7304;;;
14480;Marie-Juchacz-Str;11;;15;;odd;;7304;;;
14480;Marie-Juchacz-Str;22;;38;;even;;7304;;;
14480;Mildred-Harnack-Str;;;;;all;;7304;;;
14480;Pierre-de-Gayette-Str;;;;;all;;7304;;;
14476;Am Parkplatz;;;;;all;;8101;;;
14476;Dorfstr (OT Paaren);;;;;all;;8101;;;
14476;Dorfstr (OT Uetz);;;;;all;;8101;;;
14476;Kanalweg;;;;;all;;8101;;;
14476;Kirschweg;;;;;all;;8101;;;
14476;Mühlenweg (OT Uetz-Paaren);;;;;all;;8101;;;
14476;Paarener Dorfstr;;;;;all;;8101;;;
14476;Paarener Mühlenweg;;;;;all;;8101;;;
14476;Potsdamer Str (OT Uetz-Paaren);;;;;all;;8101;;;
14476;Schwarzer Weg (OT Uetz-Paaren);;;;;all;;8101;;;
14476;Siedlung;;;;;all;;8101;;;
14476;Uetzer Dorfstr;;;;;all;;8101;;;
14476;Am Friedrichspark;;;;;all;;8201;;;
14476;Am Garten;;;;;all;;8201;;;
14476;Am Kanal (OT Marquardt);;;;;all;;8201;;;
14476;Am Schlänitzsee;;;;;all;;8201;;;
14476;Amselweg;;;;;all;;8201;;;
14476;An der alten Kreisstr;;;;;all;;8201;;;
14476;An der Eisenbahnbrücke;;;;;all;;8201;;;
14476;An der Obstplantage;;;;;all;;8201;;;
14476;An der Wublitz;;;;;all;;8201;;;
14476;Blumenweg (OT Marquardt);;;;;all;;8201;;;
14476;Driftweg;;;;;all;;8201;;;
14476;Drosselweg;;;;;all;;8201;;;
14476;Eschenweg;;;;;all;;8201;;;
14476;Fahrländer Str;;;;;all;;8201;;;
14476;Fährweg;;;;;all;;8201;;;
14476;Fasanenweg;;;;;all;;8201;;;
14476;Finkenweg (OT Marquardt);;;;;all;;8201;;;
14476;Haseleck;;;;;all;;8201;;;
14476;Hauptstr (OT Marquardt);;;;;all;;8201;;;
14476;Im Park;;;;;all;;8201;;;
14476;Kohlmeisenweg;;;;;all;;8201;;;
14476;Satzkorner Weg;;;;;all;;8201;;;
14476;Schoriner Weg;;;;;all;;8201;;;
14476;Schulstr (OT Marquardt);;;;;all;;8201;;;
14476;Schusterweg;;;;;all;;8201;;;
14476;Seestr (OT Marquardt);;;;;all;;8201;;;
14476;Spielstr;;;;;all;;8201;;;
14476;Bahnhofstr (OT Satzkorn);;;;;all;;8301;;;
14476;Birnenweg (OT Satzkorn);;;;;all;;8301;;;
14476;Dorfstr (OT Satzkorn);;;;;all;;8301;;;
14476;Eichenallee zur BESTBAU;;;;;all;;8301;;;
14476;Gladiolenweg;;;;;all;;8301;;;
14476;Kastanienweg;;;;;all;;8301;;;
14476;Lilienweg;;;;;all;;8301;;;
14476;Lindenstr (OT Satzkorn);;;;;all;;8301;;;
14476;Rosenweg (OT Satzkorn);;;;;all;;8301;;;
14476;Satzkorner Bergstr;;;;;all;;8301;;;
14476;Satzkorner Ringstr;;;;;all;;8301;;;
14476;Straße des Friedens;;;;;all;;8301;;;
14476;Straße zum Bahnhof;;;;;all;;8301;;;
14476;Tulpenweg;;;;;all;;8301;;;
14476;An den Eisbergstücken;;;;;all;;8401;;;
14476;Gellertstr;;;;;all;;8401;;;
14476;Hannoversche Str;;;;;all;;8401;;;
14476;Kienhorststr;3;B;4;F;all;;8401;;;
14476;Märkerring;;;;;all;;8401;;;
14476;Milanring;;;;;all;;8401;;;
14476;Mühlenring;;;;;all;;8401;;;
14476;Privatweg;;;;;all;;8401;;;
14476;Rotkehlchenweg;;;;;all;;8401;;;
14476;Triftweg (OT Fahrland);113;;155;;all;;8401;;;
14476;Von-Stechow-Str (OT Fahrland);113;;155;;all;;8401;;;
14476;Am Friedhof (OT Fahrland);;;;;all;;8402;;;
14476;Am Spitzen Berg;;;;;all;;8402;;;
14476;Am Upstall;10;;30;;all;;8402;;;
14476;An den Leddigen;;;;;all;;8402;;;
14476;An der Windmühle;;;;;all;;8402;;;
14476;Döberitzer Str;2;;22;;even;;8402;;;
14476;Döberitzer Str;29;;95;;odd;;8402;;;
14476;Dorfstr (OT Fahrland);14;;;;all;;8402;;;
14476;Fahrländer Chaussee;;;;;all;;8402;;;
14476;Glienicker Weg;;;;;all;;8402;;;
14476;Hasensteg;;;;;all;;8402;;;
14476;Im Winkel (OT Fahrland);;;;;all;;8402;;;
14476;Kartzower Dorfstr;;;;;all;;8402;;;
14476;Ketziner Str;28;;33;;all;;8402;;;
14476;Ketziner Str;37;A;37;C;all;;8402;;;
14476;Am Upstallgraben;;;;;all;;8403;;;
14476;Am Weinberg (OT Fahrland);;;;;all;;8403;;;
14476;An der Jubelitz;;;;;all;;8403;;;
14476;Ketziner Str;1;;12;;all;;8403;;;
14476;Ketziner Str;33;A;36;E;all;;8403;;;
14476;Ketziner Str;38;;39;J;all;;8403;;;
14476;Ketziner Str;50;A;62;;all;;8403;;;
14476;Kienhorststr;1;A;3;A;all;;8403;;;
14476;Kienhorststr;5;;8;;all;;8403;;;
14476;Marquardter Str (OT Fahrland);5;;17;;all;;8403;;;
14476;Marquardter Str Ausbau;;;;;all;;8403;;;
14476;Müllerweg;;;;;all;;8403;;;
14476;Pappelallee (OT Fahrland);;;;;all;;8403;;;
14476;Rünsahler Str;;;;;all;;8403;;;
14476;Schmidtweg;;;;;all;;8403;;;
14476;Triftweg (OT Fahrland);4;;10;;all;;8403;;;
14476;Von-Stechow-Str (OT Fahrland);1;;10;;all;;8403;;;
14476;Zum Storchennest;;;;;all;;8403;;;
14476;Am Upstall;1;;9;;all;;8404;;;
14476;Döberitzer Str;1;A;27;;odd;;8404;;;
14476;Gartenstr (OT Fahrland);;;;;all;;8404;;;
14476;Ketziner Str;13;;27;;all;;8404;;;
14476;Ketziner Str;40;;50;;all;;8404;;;
14476;Kietzer Str;;;;;all;;8404;;;
14476;Marquardter Str (OT Fahrland);1;;4;A;all;;8404;;;
14476;Pastor-Moritz-Str;;;;;all;;8404;;;
14476;Paul-Lange-Bey-Str;;;;;all;;8404;;;
14476;Priesterstr;;;;;all;;8404;;;
