street,number_odd_from,number_odd_to,number_even_from,number_even_to,district_nr,district_name,zip,vote_district_id,local_election_district_id,landtag_election_district_id,bundestag_election_district_id
Kronstädter Str.,,,2,8,307,Weiden,50858,30701,20,14,94
Kronstädter Str.,,,100,100,307,Weiden,50859,30712,21,14,94
Kroppacher Str.,1,9,2,10,801,Humboldt/Gremberg,51105,80103,43,18,93
Kropsburgweg,1,7,2,8,507,Bilderstöckchen,50739,50702,31,15,95
Krötschweg,1,1,2,12,612,Worringen,50769,61201,29,16,95
Kröver Str.,1,5,2,28,205,Zollstock,50969,20509,13,13,94
Krückelstr.,1,29,,,701,Poll,51105,70103,07,17,93
Krückelstr.,,,14,34,701,Poll,51105,70104,07,17,93
Krumbacher Str.,1,1,2,22,406,Ossendorf,50827,40603,24,15,95
Krummer Büchel,1,5,2,18,101,Altstadt/Süd,50676,10120,06,13,94
Krüthstr.,1,13,6,26,501,Nippes,50733,50102,32,15,95
Krüthstr.,27,33,30,52,501,Nippes,50733,50101,32,15,95
Kuckelbergweg,1,15,2,6,905,Dellbrück,51069,90514,39,19,101
Kuckucksweg,1,35,2,50,404,Vogelsang,50829,40401,25,15,95
Kuckucksweg (Godorf),1,17,2,10,211,Godorf,50997,21102,15,13,94
Kuenstr.,1,29,2,40,501,Nippes,50733,50122,33,15,95
Kuenstr.,33,59,42,86a,501,Nippes,50733,50123,33,15,95
Kühgasse,1,1,,,101,Altstadt/Süd,50676,10120,06,13,94
Kuhlemannstr.,1,1,,,101,Altstadt/Süd,50676,10118,01,13,94
Kuhlenweg,,,,,601,Merkenich,50769,60101,29,16,95
Kuhweg,,,20,20,504,Niehl,50735,50411,34,16,95
Kühzällerweg,1,39,2,18,904,Holweide,51067,90406,40,19,101
Kulmbacher Str.,1,7,2,10,804,Höhenberg,51103,80403,44,18,93
Kunftstr.,5,5,2,4,802,Kalk,51103,80201,42,18,93
Kunibertsgasse,1,13,10,10,103,Altstadt/Nord,50668,10306,04,18,93
Kunibertskloster,1,13,6,20,103,Altstadt/Nord,50668,10306,04,18,93
Kunibertsklostergasse,1,3,2,2,103,Altstadt/Nord,50668,10306,04,18,93
Kunibertweg,1,15,2,16,209,Weiß,50999,20906,14,13,94
Kunstfelder Str.,1,39,2,2,907,Dünnwald,51069,90704,38,19,101
Kupfergasse,27,27,2,18,103,Altstadt/Nord,50667,10302,04,18,93
Kupfergasse (Urbach),1,37,6,12,707,Urbach,51145,70707,09,17,93
Küppergasse,,,2,2,806,Merheim,51109,80601,44,17,93
Küppersteger Weg,1,7,2,18,906,Höhenhaus,51061,90604,38,19,101
Kurfürstenstr.,1,29,2,26,102,Neustadt/Süd,50678,10204,02,13,94
Kurische Str.,1,49,4,26,206,Rondorf,50997,20602,15,13,94
Kurscheider Weg,1,11,2,12,604,Heimersdorf,50767,60405,26,16,95
Kurt-Alder-Str.,1,11,2,24,909,Flittard,51061,90902,37,19,101
Kurt-Edelhagen-Str.,1,3,2,32,808,Rath/Heumar,51107,80803,41,17,93
Kurtekottener Str.,,,,,909,Flittard,51061,90904,37,19,101
Kürtenstr.,1,1,2,4,803,Vingst,51107,80301,43,18,93
Kurt-Hackenberg-Platz,1,1,,,103,Altstadt/Nord,50667,10304,04,18,93
Kurt-Schumacher-Str.,1,25,,,705,Eil,51145,70502,08,17,93
Kurt-Schumacher-Str.,,,6,30,705,Eil,51145,70501,08,17,93
Kurt-Weill-Weg,3,31,2,82,405,Bocklemünd/Mengenich,50829,40503,25,15,95
Kurze Str.,1,13,2a,20,802,Kalk,51103,80208,42,18,93
Kurze Str. (Weiden),1,23,2,16,307,Weiden,50858,30704,20,14,94
Kurzer Damm,1,19,2,14,612,Worringen,50769,61205,29,16,95
Kuseler Str.,1,5,2,8,507,Bilderstöckchen,50739,50704,31,15,95
Kuskestr.,1,5,2,14,603,Seeberg,50769,60306,26,16,95
Küstriner Weg,1,9,2,10,307,Weiden,50858,30705,20,14,94
Kuthstr.,1,65,2,42,803,Vingst,51107,80303,43,18,93
Kuthstr.,87,155,48,180,803,Vingst,51107,80301,43,18,93
Kuxgasse,3,25,2,18,713,Libur,51147,71301,10,17,93
Kyffhäuserstr.,1,17,,,102,Neustadt/Süd,50674,10223,03,13,94
Kyffhäuserstr.,19,59,4,52,102,Neustadt/Süd,50674,10224,03,13,94
Kyllburger Str.,1,15,2,24,302,Sülz,50937,30219,17,14,94
Kyllstr.,1,19,2,22,102,Neustadt/Süd,50678,10205,02,13,94
Kyllstr. (Rodenkirchen),1,13,4,4,208,Rodenkirchen,50996,20810,14,13,94
Kyotoplatz,,,,,103,Altstadt/Nord,50670,10311,05,18,93
Kyotostr.,1,27,,,103,Altstadt/Nord,50670,10313,04,18,93
L.-Fritz-Gruber-Platz,,,,,103,Altstadt/Nord,50667,10304,04,18,93
Lachemer Weg,5,21g,10,22h,506,Longerich,50737,50602,30,16,95
Lacher Broch,1,9,2,10,904,Holweide,51067,90413,40,19,101
Lachsgasse,3,7,2,22,504,Niehl,50735,50401,30,16,95
Lackgässchen,,,2,26,205,Zollstock,50968,20501,13,13,94
Lagerhauskai,,,,,504,Niehl,50735,50411,34,16,95
Lahnstr.,1,31,2,30,801,Humboldt/Gremberg,51105,80102,42,18,93
Lahnstr. (Lövenich),1,47,2,32,308,Lövenich,50859,30806,21,14,94
Lahnstr. (Lövenich),49,65,38,70,308,Lövenich,50859,30805,21,14,94
Lahnstr. (Rodenkirchen),1,13,2,14,208,Rodenkirchen,50996,20808,14,13,94
Lambertsstr.,3,23,,,212,Immendorf,50997,21201,15,13,94
Lämmerstr.,1,17,2,10,507,Bilderstöckchen,50739,50709,31,15,95
Lammetshofweg,1,5,2,30,306,Junkersdorf,50858,30610,20,14,94
Landgrafenstr.,1,49,2,36,303,Lindenthal,50931,30311,18,14,94
Landgrafenstr.,53,103,54,98c,303,Lindenthal,50931,30322,18,14,94
Landgrafenstr.,103a,115,100,106b,303,Lindenthal,50931,30321,18,14,94
Landgrafenstr.,121,127,108,114,303,Lindenthal,50931,30324,19,14,94
Landmannstr.,1,31,2,12,402,Neuehrenfeld,50825,40213,23,15,95
Landmannstr.,33,43,14,64,402,Neuehrenfeld,50825,40212,23,15,95
Landsberger Str.,1,19,2,4,206,Rondorf,50997,20602,15,13,94
Landsbergstr.,1,45,2,46,101,Altstadt/Süd,50678,10108,01,13,94
Landskronstr.,1,11,2,12,205,Zollstock,50969,20501,13,13,94
Lange Heide,1,23,2,18,905,Dellbrück,51069,90516,39,19,101
Langeler Berg,1,1,10,10,715,Langel,51143,71501,11,17,93
Langeler Berg,25,29,26,28,715,Langel,51143,71502,11,17,93
Langeler Damm,25,115,,,601,Merkenich,50769,60101,29,16,95
Langeler Kreuzweg,121,131,114,166,601,Merkenich,50769,60101,29,16,95
Langeler Weg,1,41,2,46,612,Worringen,50769,61207,29,16,95
Langemaß,1,23,2,22,901,Mülheim,51063,90119,36,19,101
Langenacker Hof,,,0,,213,Meschenich,50997,21301,15,13,94
Langenackerstr.,,,,,213,Meschenich,50997,21303,15,13,94
Langenbacher Weg,1,5,2,10,605,Lindweiler,50767,60502,28,16,95
Langenbergstr.,1,229,2,28,610,Blumenberg,50765,61002,27,16,95
Langenbergstr.,251,309,30,172,610,Blumenberg,50765,61001,27,16,95
Langendahlweg,,,,,805,Ostheim,51107,80503,45,18,93
Langgasse (Junkersdorf),1,31,2,24,306,Junkersdorf,50858,30602,20,14,94
Langobardenplatz,1,3,2,4,704,Gremberghoven,51149,70402,08,17,93
Langobardenstr.,,,64,64,105,Deutz,50679,10509,06,18,93
Lansstr.,1,31,2,12,402,Neuehrenfeld,50825,40216,23,15,95
Lärchenweg (Junkersdorf),1,23,2,8,306,Junkersdorf,50858,30606,20,14,94
Lärchenweg (Pesch),1,13,,,606,Pesch,50767,60606,28,16,95
Lasker-Schüler-Str.,1,9,10,18,405,Bocklemünd/Mengenich,50829,40507,25,15,95
Lassallestr.,59,61,34,60,901,Mülheim,51065,90107,36,19,101
Lassallestr.,61a,65,64,82,901,Mülheim,51065,90111,36,19,101
Laubingerweg,1,57,,,403,Bickendorf,50827,40304,24,15,95
Laubweg,1,13,2,12,905,Dellbrück,51069,90501,39,19,101
Laudahnstr.,1,37,2,28,303,Lindenthal,50937,30303,18,14,94
Laufenbergstr.,1,5,6,56,901,Mülheim,51063,90103,36,19,101
Laura-Oelbermann-Promenade,,,,,101,Altstadt/Süd,50678,10109,01,13,94
Laurentius-Siemer-Str.,1a,7,2,22,604,Heimersdorf,50767,60401,26,16,95
Laurenzgittergäßchen,,,,,103,Altstadt/Nord,50667,10304,04,18,93
Laurenz-Kiesgen-Str.,1,77,2,62,701,Poll,51105,70103,07,17,93
Laurenzplatz,1,5,2,6,103,Altstadt/Nord,50667,10304,04,18,93
Lautenthaler Weg,1,5,2,4,906,Höhenhaus,51061,90605,38,19,101
Lauterberger Weg,1,3,2,4,906,Höhenhaus,51061,90605,38,19,101
Lavendelweg,1,13,2,8,603,Seeberg,50769,60303,26,16,95
Lebensbaumweg,1,51,,,604,Heimersdorf,50767,60404,26,16,95
Lechenicher Str.,1,19,2,20,302,Sülz,50937,30228,17,14,94
Lechenicher Str.,21,31,22,34,302,Sülz,50937,30227,17,14,94
Lechweg,1,15,2,20a,906,Höhenhaus,51061,90603,38,19,101
Legienstr.,1,9,2,14,901,Mülheim,51063,90101,35,19,101
Lehmbacher Weg,1,91,,,807,Brück,51109,80708,41,17,93
Lehmbacher Weg,,,2,130a,807,Brück,51109,80707,41,17,93
Lehmbergweg,1,1,,,611,Roggendorf/Thenhoven,50769,61102,29,16,95
Lehmbruckstr.,1,5,2,10,301,Klettenberg,50939,30101,16,14,94
Lehmkuhlerweg,,,,,701,Poll,51105,70111,07,17,93
Leiblplatz,1,5,,,303,Lindenthal,50931,30309,18,14,94
Leiblplatz,,,2,4,303,Lindenthal,50931,30308,18,14,94
Leichlinger Str.,1,5,,,105,Deutz,50679,10501,06,18,93
Leichtensternstr.,1,29,2,22,303,Lindenthal,50937,30302,18,14,94
Leichweg,1,3,20,22,205,Zollstock,50969,20501,13,13,94
Leidener Str.,,,2,4,503,Riehl,50735,50311,33,16,95
Leidenhausener Str.,,,4,30,705,Eil,51145,70506,08,17,93
Leidenhausener Str.,5,83,32a,64,705,Eil,51145,70505,08,17,93
Leimbachweg,1,41,2,60,907,Dünnwald,51069,90701,38,19,101
Leimkaul,3,27,2,26,715,Langel,51143,71501,11,17,93
Leinenweberstr.,1,15b,2,18,612,Worringen,50769,61204,29,16,95
Leineweg,,,2,22,609,Chorweiler,50765,60905,27,16,95
Leinsamenweg,1,59,2,102a,305,Müngersdorf,50933,30507,20,14,94
Leinsamenweg,67,83a,104,142,305,Müngersdorf,50933,30506,20,14,94
Leipziger Platz,3,13,,,501,Nippes,50733,50117,32,15,95
Leipziger Str.,1,13,,,307,Weiden,50858,30712,21,14,94
Leipziger Str.,,,8,22,307,Weiden,50858,30713,20,14,94
Lemgoer Str.,1,23,2,22,807,Brück,51109,80708,41,17,93
Lenauplatz,3,7,6,8,402,Neuehrenfeld,50825,40212,23,15,95
Lenauplatz,9,11,10,12,402,Neuehrenfeld,50825,40213,23,15,95
Lenaustr.,1,17,,,402,Neuehrenfeld,50825,40213,23,15,95
Lenaustr.,,,8,18,402,Neuehrenfeld,50825,40212,23,15,95
Lenaustr. (Junkersdorf),1,15,2,18,307,Weiden,50858,30703,20,14,94
Lenbachstr.,3,13,2,12,501,Nippes,50733,50101,32,15,95
Lenneper Str.,,,,,105,Deutz,50679,10501,06,18,93
Lennéplatz,,,,,503,Riehl,50735,50311,33,16,95
Lentstr.,1,3,4,30,104,Neustadt/Nord,50668,10418,05,18,93
Leo-Amann-Park,,,,,401,Ehrenfeld,50825,40119,24,15,95
Leo-Kowalski-Str.,13,39,40,72,308,Lövenich,50859,30807,21,14,94
Leonberger Str.,1,11,2,24,706,Porz,51145,70602,08,17,93
Leonhardsgasse,1,59,2,36,309,Widdersdorf,50859,30903,21,14,94
Leonhard-Tietz-Str.,1,3,4,10,101,Altstadt/Süd,50676,10119,01,13,94
Leonorenweg,1,15,2,50,703,Ensen,51149,70306,07,17,93
Leopold-Gmelin-Str.,,,2,10,909,Flittard,51061,90905,37,19,101
Leopold-Gmelin-Str.,7,37,12,108,909,Flittard,51061,90906,37,19,101
Leostr.,1,25a,10a,36,401,Ehrenfeld,50823,40114,22,15,95
Leostr.,27,41,38,56,401,Ehrenfeld,50823,40115,22,15,95
Leostr.,49,77,,,401,Ehrenfeld,50823,40112,22,15,95
Leostr.,,,58,86,401,Ehrenfeld,50823,40113,22,15,95
Leostr. (Eil),1,51,2,54,705,Eil,51145,70501,08,17,93
Lerchenspornweg,9,37,,,608,Volkhoven/Weiler,50765,60803,26,16,95
Lerchenweg,11,51a,2,54,405,Bocklemünd/Mengenich,50829,40503,25,15,95
Lerchenweg (Ensen),1,3,2,8,703,Ensen,51149,70301,07,17,93
Lerchenweg (Rondorf),1,21a,2,8,206,Rondorf,50997,20610,15,13,94
Lerchenweg (Rondorf),,,14,18,206,Rondorf,50997,20609,15,13,94
Lerschstr.,1,19,2,20,307,Weiden,50858,30705,20,14,94
Lessingstr.,5,63,2,72,401,Ehrenfeld,50825,40122,22,15,95
Lessingstr. (Rodenkirchen),1,7,4,18,208,Rodenkirchen,50996,20806,14,13,94
Lessingstr. (Weiden),1,65,2,52,307,Weiden,50858,30704,20,14,94
Lessingstr. (Weiden),67,97,62,72,307,Weiden,50858,30703,20,14,94
Letterhausstr.,1,21,,,606,Pesch,50767,60606,28,16,95
Leuchterstr.,11,45,,,907,Dünnwald,51069,90707,38,19,101
Leuchterstr.,55,131,2,128,907,Dünnwald,51069,90706,38,19,101
Leuchterstr.,135,193,,,907,Dünnwald,51069,90709,38,19,101
Leuchterstr.,203,221,132,196,907,Dünnwald,51069,90708,38,19,101
Leuschhofgasse,5,7,2,22,707,Urbach,51145,70707,09,17,93
Leuthenstr.,1,15,2,8,505,Weidenpesch,50737,50504,34,16,95
Leuthenstr.,19,25,,,505,Weidenpesch,50735,50504,34,16,95
Leverkusener Str.,3,27,2,2,909,Flittard,51061,90903,37,19,101
Lew-Kopelew-Weg,,,,,302,Sülz,50935,30233,17,14,94
Leybergstr.,1,1,2,18,302,Sülz,50939,30201,16,14,94
Leybergstr.,,,20,20,302,Sülz,50939,30202,16,14,94
Leyboldstr.,1,19a,2,44,202,Marienburg,50968,20204,12,13,94
Leyboldstr.,21,33,50,68,202,Marienburg,50968,20203,12,13,94
Leyendeckerstr.,1,65,2,8,401,Ehrenfeld,50825,40119,24,15,95
Leyendeckerstr.,67a,115,10,44,401,Ehrenfeld,50825,40120,24,15,95
Leystapelwerft,,,,,103,Altstadt/Nord,50676,10304,04,18,93
Libellenweg,1,15,2,28,711,Wahn,51147,71106,10,17,93
Liblarer Str.,1,19,,,204,Raderthal,50968,20402,12,13,94
Liblarer Str.,,,2,20,204,Raderthal,50968,20404,12,13,94
Liburer Landstr.,45,45,,,713,Libur,51147,71301,10,17,93
Liburer Str. (Libur),1,75,2,32,713,Libur,51147,71301,10,17,93
Lichhof,1,5,2,18,101,Altstadt/Süd,50676,10120,06,13,94
Lichpfad,1,11,2,8,707,Urbach,51145,70707,09,17,93
Lichtenbergstr.,,,2,10,402,Neuehrenfeld,50825,40214,23,15,95
Lichtstr.,15,49,2,68,401,Ehrenfeld,50825,40102,22,15,95
Liebelerweg,1,31,2,20,907,Dünnwald,51069,90702,38,19,101
Liebermannstr.,1,19,2,12,305,Müngersdorf,50933,30504,20,14,94
Liebigstr.,1,51,24,116a,402,Neuehrenfeld,50823,40207,23,15,95
Liebigstr.,145,233,118,232,402,Neuehrenfeld,50823,40204,23,15,95
Liebigstr.,235,257,236,256,507,Bilderstöckchen,50739,50709,31,15,95
Liebigstr. (Weiden),1,13,2,28,307,Weiden,50859,30707,21,14,94
Liedbergweg,1,35,2,36,907,Dünnwald,51069,90701,38,19,101
Liegnitzer Str.,21,33,2,32,707,Urbach,51145,70701,09,17,93
Liegnitzstr.,1,7,2,2,505,Weidenpesch,50737,50502,34,16,95
Lieserstr.,1,5,2,8,302,Sülz,50937,30218,17,14,94
Lievergesberg,1a,107,2,118,612,Worringen,50769,61205,29,16,95
Ligusterweg,1,15,2,14,608,Volkhoven/Weiler,50765,60801,26,16,95
Liliencronstr.,,,2,8,303,Lindenthal,50931,30305,18,14,94
Lilienthalstr.,5,13,10,34,802,Kalk,51103,80203,42,18,93
Lilienweg,1,49,2,56,714,Zündorf,51143,71412,11,17,93
Liller Str.,7,7,2,2,609,Chorweiler,50765,60901,27,16,95
Limbachstr.,,,,,803,Vingst,51107,80301,43,18,93
Limburger Str.,1,39,2,26,104,Neustadt/Nord,50672,10401,04,18,93
Limmatstr.,1,9,2,10,908,Stammheim,51061,90801,37,19,101
Lina-Bommer-Weg,1,7,,,704,Gremberghoven,51149,70401,08,17,93
Lindauer Str.,1,73,,,303,Lindenthal,50935,30316,18,14,94
Lindelaufstr.,1,41,2,60,906,Höhenhaus,51061,90610,38,19,101
Lindemannstr.,1,17,2,30,506,Longerich,50737,50608,30,16,95
Lindenallee,1,43k,2,70,202,Marienburg,50968,20203,12,13,94
Lindenallee,45,61,76,90,202,Marienburg,50968,20204,12,13,94
Lindenbornstr.,1,23,16,32,401,Ehrenfeld,50823,40103,22,15,95
Lindenburger Allee,1,21,2,44,303,Lindenthal,50931,30310,18,14,94
Lindenhof,3,13,4,14,303,Lindenthal,50937,30303,18,14,94
Lindenstr.,1,63,,,102,Neustadt/Süd,50674,10231,03,13,94
Lindenstr.,65,99,2,94,102,Neustadt/Süd,50674,10232,03,13,94
Lindenstr. (Auweiler),1,23,2,8,607,Esch/Auweiler,50765,60701,28,16,95
Lindenthalgürtel,1a,29,2,46,303,Lindenthal,50935,30301,18,14,94
Lindenthalgürtel,31,51,48,58,303,Lindenthal,50935,30313,18,14,94
Lindenthalgürtel,55,77,58a,84,303,Lindenthal,50935,30312,18,14,94
Lindenthalgürtel,81,105,92,102,303,Lindenthal,50935,30311,18,14,94
Lindenweg (Hochkirchen),17,45a,10,62,206,Rondorf,50997,20609,15,13,94
Lindenweg (Junkersdorf),,,2,24,306,Junkersdorf,50858,30602,20,14,94
Linder Höhe,1a,11a,4,10,712,Lind,51147,71201,10,17,93
Linder Mauspfad,1,115,,,712,Lind,51147,71201,10,17,93
Linder Mauspfad,117,129,,,712,Lind,51147,71202,10,17,93
Linder Mauspfad,139,191,,,710,Wahnheide,51147,71007,10,17,93
Linder Mauspfad,195,221,,,710,Wahnheide,51147,71004,10,17,93
Linder Weg,,,2,4,710,Wahnheide,51147,71004,10,17,93
Linder Weg,7,69,8,78,710,Wahnheide,51147,71007,10,17,93
Linder Weg,77,95,86,98,712,Lind,51147,71202,10,17,93
Linder Weg,105,127,100,122,712,Lind,51147,71204,10,17,93
Lindlarer Str.,1,43,2,30,807,Brück,51109,80702,41,17,93
Lindweilerweg,,,88,156,506,Longerich,50739,50614,30,16,95
Linnicher Str.,45,77,48,66,305,Müngersdorf,50933,30503,19,14,94
Lintgasse,1,29,4,28,103,Altstadt/Nord,50667,10305,04,18,93
Linzer Str.,21,57,,,302,Sülz,50939,30204,16,14,94
Linzer Str.,,,34,60,302,Sülz,50939,30202,16,14,94
Lipizzaner Str.,1,11,2,16,504,Niehl,50735,50414,34,16,95
Lippeweg,1,23,2,24,906,Höhenhaus,51061,90602,38,19,101
Lippeweg,25,95,40,82,906,Höhenhaus,51061,90601,38,19,101
Lis-Böhle-Park,,,,,501,Nippes,50733,50123,33,15,95
Lise-Meitner-Ring,,,2,2,305,Müngersdorf,50933,30506,20,14,94
Lise-Meitner-Ring,,,,,308,Lövenich,50859,30808,21,14,94
Lise-Meitner-Ring,,,,,309,Widdersdorf,50859,30901,21,14,94
Lisztstr.,3,15,4,20,208,Rodenkirchen,50999,20814,14,13,94
Liverpooler Platz,1,19,,,609,Chorweiler,50765,60901,27,16,95
Livlandstr.,,,,,704,Gremberghoven,51149,70401,08,17,93
Lobensteiner Weg,1,9,2,12,804,Höhenberg,51103,80403,44,18,93
Lobositzstr.,1,15,2,16,505,Weidenpesch,50737,50504,34,16,95
Lochnerstr.,1,17,4,22,102,Neustadt/Süd,50674,10226,03,13,94
Lochumer Weg,1,5,2,24,605,Lindweiler,50767,60502,28,16,95
Loestr.,1,19,2,18,802,Kalk,51103,80203,42,18,93
Lohmarer Str.,1,15,2,12,801,Humboldt/Gremberg,51105,80107,43,18,93
Lohmühlenstr.,,,2,20,901,Mülheim,51063,90104,36,19,101
Lohmüllerstr.,1,35,,,506,Longerich,50737,50608,30,16,95
Lohmüllerstr.,,,2,38,506,Longerich,50737,50607,30,16,95
Lohnskotter Weg,1,21,,,907,Dünnwald,51069,90704,38,19,101
Lohnskotter Weg,,,2,20,907,Dünnwald,51069,90705,38,19,101
Lohrbergstr.,1,49,2,50,301,Klettenberg,50939,30102,16,14,94
Lohsestr.,1,35,6,44,501,Nippes,50733,50105,32,15,95
Lohsestr.,37,67,46,70,501,Nippes,50733,50104,32,15,95
Lokomotivstr.,1,21,2,162,501,Nippes,50733,50106,32,15,95
Londoner Platz,1,1,2,6,609,Chorweiler,50765,60901,27,16,95
Longericher Hauptstr.,7,13,2,58,506,Longerich,50739,50612,30,16,95
Longericher Hauptstr.,25,87,62,90,506,Longerich,50739,50611,30,16,95
Longericher Hauptstr.,91,123,100,132,506,Longerich,50739,50614,30,16,95
Longericher Str.,1,37,2,28,507,Bilderstöckchen,50739,50705,31,15,95
Longericher Str.,43,159,136,164,507,Bilderstöckchen,50739,50702,31,15,95
Longericher Str.,173,239a,200,214,507,Bilderstöckchen,50739,50701,31,15,95
Longericher Str.,241,251,,,506,Longerich,50739,50614,30,16,95
Longericher Str.,335,399,384,396,506,Longerich,50739,50607,30,16,95
Longericher Str.,401,425,218,382a,506,Longerich,50739,50608,30,16,95
Longericher Str.,,,402,462,506,Longerich,50739,50608,30,16,95
Longericher Str.,427,543,532,546,506,Longerich,50739,50613,30,16,95
Longericher Str. (Pesch),1,45,2,42,606,Pesch,50767,60603,28,16,95
Lönsstr.,1,37,2,32,307,Weiden,50858,30705,20,14,94
Looper Weg,1,3,2,4,807,Brück,51109,80701,41,17,93
Loorweg,9,87,2,94,715,Langel,51143,71503,11,17,93
Loorweg,101,187,,,714,Zündorf,51143,71402,11,17,93
Loorweg,,,142,204,714,Zündorf,51143,71401,11,17,93
Loreleystr.,1,7,,,102,Neustadt/Süd,50677,10211,02,13,94
Loreleystr.,,,2,28,102,Neustadt/Süd,50677,10212,02,13,94
Lorenzstr.,1,27,2,30,105,Deutz,50679,10510,06,18,93
Lörracher Str.,1,13,2,8,805,Ostheim,51107,80504,45,18,93
Lortzingplatz,1,17,,,303,Lindenthal,50931,30323,18,14,94
Lortzingstr.,1,35,4,60,303,Lindenthal,50931,30324,19,14,94
Lortzingstr.,45,51,70,72,303,Lindenthal,50931,30326,19,14,94
Losheimer Str.,,,2,4,304,Braunsfeld,50933,30404,19,14,94
Lößweg,1,13,4,12,305,Müngersdorf,50933,30506,20,14,94
Lotharstr.,3,9,12,20,302,Sülz,50937,30210,16,14,94
Lotharstr.,,,30,40,302,Sülz,50937,30209,16,14,94
Lothringer Str.,1,45,2,24,102,Neustadt/Süd,50677,10215,02,13,94
Lothringer Str.,49,49,32,38,102,Neustadt/Süd,50677,10218,02,13,94
Lothringer Str.,57,119,40,78,102,Neustadt/Süd,50677,10217,02,13,94
Lotosweg,1,39,2,42,210,Sürth,50999,21001,14,13,94
Louis-Ferdinand-Str.,1,9,2,8,501,Nippes,50733,50113,32,15,95
Lövenicher Weg,9,37,2,38,305,Müngersdorf,50933,30502,19,14,94
Lovis-Corinth-Str.,11,19,10,16,305,Müngersdorf,50933,30504,20,14,94
Löwenburgstr.,1,39,2,36,301,Klettenberg,50939,30103,16,14,94
Löwengasse,1,17,,,101,Altstadt/Süd,50676,10101,01,13,94
Löwenzahnweg,1,61,2,62,309,Widdersdorf,50859,30901,21,14,94
Lübecker Str.,1,15,2,12,103,Altstadt/Nord,50668,10310,05,18,93
Lübecker Str.,19,25,14,28,104,Neustadt/Nord,50670,10413,05,18,93
Lübecker Str. (Weiden),1,21,2,8,307,Weiden,50858,30710,21,14,94
Lucas-Cranach-Str.,3,27,2,26,208,Rodenkirchen,50999,20813,14,13,94
Lucasstr.,1,15,2,20,710,Wahnheide,51147,71003,10,17,93
Lückerather Str.,,,,,906,Höhenhaus,51061,90611,38,19,101
Lüdenscheider Str.,1,1,2,30,806,Merheim,51109,80606,44,17,93
Lüderichstr.,1,39,2,50,801,Humboldt/Gremberg,51105,80107,43,18,93
Ludolf-Camphausen-Str.,37,41,6,36,104,Neustadt/Nord,50672,10405,04,18,93
Ludwig-Aschoff-Str.,1,5,2,20,908,Stammheim,51061,90805,37,19,101
Ludwig-Gies-Str.,1,17,2,20,603,Seeberg,50769,60305,26,16,95
Ludwig-Heinrich-Str.,1,115,2,124,608,Volkhoven/Weiler,50765,60801,26,16,95
Ludwig-Jahn-Str. (Meschenich),1,9,4,20a,213,Meschenich,50997,21304,15,13,94
Ludwig-Jahn-Str. (Weiden),3,27,2,74,307,Weiden,50858,30703,20,14,94
Ludwig-Jahn-Str. (Weiden),,,82,86,306,Junkersdorf,50858,30601,20,14,94
Ludwig-Quidde-Platz,1,49,2,260,809,Neubrück,51109,80901,45,18,93
Ludwig-Richter-Str.,1,9a,2,10,208,Rodenkirchen,50999,20813,14,13,94
Ludwig-Ronig-Str.,,,2,10,805,Ostheim,51107,80507,45,18,93
Ludwig-Ronig-Str.,13,27,12,36,805,Ostheim,51107,80506,45,18,93
Ludwigsburger Str.,1,23,2,18,507,Bilderstöckchen,50739,50708,31,15,95
Ludwig-Schneider-Str.,1,27,2,40,711,Wahn,51147,71104,10,17,93
Ludwigshafer Str.,1,21,2,28,507,Bilderstöckchen,50739,50703,31,15,95
Ludwigstr.,1,33,2,8,103,Altstadt/Nord,50667,10304,04,18,93
Ludwigstr. (Eil),1,65,,,705,Eil,51145,70504,08,17,93
Ludwigstr. (Eil),,,2,22,705,Eil,51145,70503,08,17,93
Ludwigstr. (Weiß),,,2,20,209,Weiß,50999,20901,14,13,94
Luisenstr.,1,13,2,20,105,Deutz,50679,10503,06,18,93
Luisenweg,1,1,2,8,703,Ensen,51149,70301,07,17,93
Luise-Rehling-Str.,1,35,2,38,809,Neubrück,51109,80906,45,18,93
Lukasstr.,,,2,34,402,Neuehrenfeld,50823,40203,23,15,95
Lülsdorfer Str.,29,59,38,70,715,Langel,51143,71502,11,17,93
Lülsdorfer Str.,63,111a,74,128,715,Langel,51143,71501,11,17,93
Lülsdorfer Str.,117,169,134,228a,715,Langel,51143,71504,11,17,93
Lülsdorfer Str.,175,241,230,272,715,Langel,51143,71503,11,17,93
Lülsdorffstr.,1,23,,,901,Mülheim,51063,90106,36,19,101
Lungengasse,9,35,2,50,101,Altstadt/Süd,50676,10119,01,13,94
Lupinenweg,29,29,2,32,905,Dellbrück,51069,90501,39,19,101
Lupusstr.,1,45,2,38,104,Neustadt/Nord,50670,10421,05,18,93
Lustheider Str.,1,47,8,54,803,Vingst,51103,80304,43,18,93
Lutherstr.,1,11,,,309,Widdersdorf,50859,30904,21,14,94
Lütticher Str.,1,69,54,74,104,Neustadt/Nord,50674,10404,04,18,93
Lütticher Str.,,,2,52,104,Neustadt/Nord,50674,10403,04,18,93
Lütticher Str. (Porz),,,2,64,716,Finkenberg,51149,71601,08,17,93
Lüttringhauser Str.,1,59,2,64,802,Kalk,51103,80201,42,18,93
Lützenkircher Weg,13,63,2,48,906,Höhenhaus,51061,90603,38,19,101
Lützerathstr.,3,57,2,44a,808,Rath/Heumar,51107,80808,41,17,93
