Straße	HnrVon	AlphateilVon	ZusatzVon	HnrBis	AlphateilBis	ZusatzBis	alle/ger/ung	Wahlbezirk - Nr	Wahlbezirk - Name	WahlraumZeile1	WahlraumZeile2	WahlraumZeile3	Wahlraum barrierefrei
Hermann-Mattern-Promenade	8			30			G	1308	Bornstedt - Reiherweg/David-Gilly-Str.	Grundschule im Bornstedter Feld (3)	Jakob-von-Gundling-Str. 25		ja
Karl-Krieger-Str	alle							1308	Bornstedt - Reiherweg/David-Gilly-Str.	Grundschule im Bornstedter Feld (3)	Jakob-von-Gundling-Str. 25		ja
Kirschallee	179						alle	1308	Bornstedt - Reiherweg/David-Gilly-Str.	Grundschule im Bornstedter Feld (3)	Jakob-von-Gundling-Str. 25		ja
Konrad-Wachsmann-Str	alle							1308	Bornstedt - Reiherweg/David-Gilly-Str.	Grundschule im Bornstedter Feld (3)	Jakob-von-Gundling-Str. 25		ja
Ludwig-Boltzmann-Str	8			10			G	1308	Bornstedt - Reiherweg/David-Gilly-Str.	Grundschule im Bornstedter Feld (3)	Jakob-von-Gundling-Str. 25		ja
Melchior-Bauer-Str	6			38			G	1308	Bornstedt - Reiherweg/David-Gilly-Str.	Grundschule im Bornstedter Feld (3)	Jakob-von-Gundling-Str. 25		ja
Orville-Wright-Str	2			42			G	1308	Bornstedt - Reiherweg/David-Gilly-Str.	Grundschule im Bornstedter Feld (3)	Jakob-von-Gundling-Str. 25		ja
Pappelallee	14			17			alle	1308	Bornstedt - Reiherweg/David-Gilly-Str.	Grundschule im Bornstedter Feld (3)	Jakob-von-Gundling-Str. 25		ja
Paul-Engelhard-Str	1			37			alle	1308	Bornstedt - Reiherweg/David-Gilly-Str.	Grundschule im Bornstedter Feld (3)	Jakob-von-Gundling-Str. 25		ja
Reiherweg	alle							1308	Bornstedt - Reiherweg/David-Gilly-Str.	Grundschule im Bornstedter Feld (3)	Jakob-von-Gundling-Str. 25		ja
Schulplatz	7						alle	1308	Bornstedt - Reiherweg/David-Gilly-Str.	Grundschule im Bornstedter Feld (3)	Jakob-von-Gundling-Str. 25		ja
Angermannstr	alle							1309	Bornstedt - A.-Wolff-Platz/E.-Arendt-Str	Leonardo-da-Vinci-Gesamtschule (32)	Esplanade 3		ja
Erich-Arendt-Str	alle							1309	Bornstedt - A.-Wolff-Platz/E.-Arendt-Str	Leonardo-da-Vinci-Gesamtschule (32)	Esplanade 3		ja
Esplanade	alle							1309	Bornstedt - A.-Wolff-Platz/E.-Arendt-Str	Leonardo-da-Vinci-Gesamtschule (32)	Esplanade 3		ja
Georg-Hermann-Allee	32			98	C		G	1309	Bornstedt - A.-Wolff-Platz/E.-Arendt-Str	Leonardo-da-Vinci-Gesamtschule (32)	Esplanade 3		ja
Georg-Hermann-Allee	39			105			U	1309	Bornstedt - A.-Wolff-Platz/E.-Arendt-Str	Leonardo-da-Vinci-Gesamtschule (32)	Esplanade 3		ja
Gertrud-Feiertag-Str	alle							1309	Bornstedt - A.-Wolff-Platz/E.-Arendt-Str	Leonardo-da-Vinci-Gesamtschule (32)	Esplanade 3		ja
Hermann-Kasack-Str	alle							1309	Bornstedt - A.-Wolff-Platz/E.-Arendt-Str	Leonardo-da-Vinci-Gesamtschule (32)	Esplanade 3		ja
Horst-Bienek-Str	alle							1309	Bornstedt - A.-Wolff-Platz/E.-Arendt-Str	Leonardo-da-Vinci-Gesamtschule (32)	Esplanade 3		ja
Jochen-Klepper-Str	alle							1309	Bornstedt - A.-Wolff-Platz/E.-Arendt-Str	Leonardo-da-Vinci-Gesamtschule (32)	Esplanade 3		ja
Kiepenheuerallee	28						alle	1309	Bornstedt - A.-Wolff-Platz/E.-Arendt-Str	Leonardo-da-Vinci-Gesamtschule (32)	Esplanade 3		ja
Nedlitzer Str	15			27	C		alle	1309	Bornstedt - A.-Wolff-Platz/E.-Arendt-Str	Leonardo-da-Vinci-Gesamtschule (32)	Esplanade 3		ja
Reinhold-Schneider-Str	alle							1309	Bornstedt - A.-Wolff-Platz/E.-Arendt-Str	Leonardo-da-Vinci-Gesamtschule (32)	Esplanade 3		ja
Am Hämphorn	alle							1401	Sacrow	Schloß Sacrow Kastelanhaus	Krampnitzer Str. 33	nicht barrierefrei	nein
GA Anglerwiese	alle							1401	Sacrow	Schloß Sacrow Kastelanhaus	Krampnitzer Str. 33	nicht barrierefrei	nein
GA Meedehorn	alle							1401	Sacrow	Schloß Sacrow Kastelanhaus	Krampnitzer Str. 33	nicht barrierefrei	nein
Im Königswald	alle							1401	Sacrow	Schloß Sacrow Kastelanhaus	Krampnitzer Str. 33	nicht barrierefrei	nein
Kladower Str	alle							1401	Sacrow	Schloß Sacrow Kastelanhaus	Krampnitzer Str. 33	nicht barrierefrei	nein
Krampnitzer Str	alle							1401	Sacrow	Schloß Sacrow Kastelanhaus	Krampnitzer Str. 33	nicht barrierefrei	nein
Weinmeisterweg	alle							1401	Sacrow	Schloß Sacrow Kastelanhaus	Krampnitzer Str. 33	nicht barrierefrei	nein
Zur Anglerwiese	alle							1401	Sacrow	Schloß Sacrow Kastelanhaus	Krampnitzer Str. 33	nicht barrierefrei	nein
Am alten Mörtelwerk	9			23			alle	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Am Langen Berg	alle							1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Baumhaselring	1			109			U	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Baumhaselring	2			164	A		G	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Baumschulenweg	6	A		6	E		alle	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Eichenring	1			41			U	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Eichenring	10			58			G	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Kahlenbergstr	6			9			alle	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Kirschenstieg	alle							1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Krumme Str	alle							1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Mehlbeerenweg	2			12			G	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Mehlbeerenweg	9			19			U	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Roßkastanienstr	1			15			U	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Roßkastanienstr	2			8			G	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Schlehenstieg	alle							1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Vogelbeerenweg	alle							1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Wacholderstieg	alle							1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Weißdornweg	1			21			U	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Weißdornweg	16			32			G	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Wildkirschenweg	1			7			U	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Wildkirschenweg	2			10			G	1501	Eiche - Altes Rad Ost	Kindertagesstätte Wilde Früchtchen	Wildbirnenweg 10		ja
Am Grünen Weg	alle							1502	Eiche - Kaiser-Friedrich-Str. Süd	Grundschule Ludwig Renn (2)	Kaiser-Friedrich-Str. 15a		ja
Am Kirchblick	alle							1502	Eiche - Kaiser-Friedrich-Str. Süd	Grundschule Ludwig Renn (2)	Kaiser-Friedrich-Str. 15a		ja
Birkenhügel	12			12	A		G	1502	Eiche - Kaiser-Friedrich-Str. Süd	Grundschule Ludwig Renn (2)	Kaiser-Friedrich-Str. 15a		ja
Ecksteinweg	alle							1502	Eiche - Kaiser-Friedrich-Str. Süd	Grundschule Ludwig Renn (2)	Kaiser-Friedrich-Str. 15a		ja
Kaiser-Friedrich-Str	96			135	O		alle	1502	Eiche - Kaiser-Friedrich-Str. Süd	Grundschule Ludwig Renn (2)	Kaiser-Friedrich-Str. 15a		ja
Altes Rad	alle							1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Am alten Mörtelwerk	1			5			U	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Am Eichenhain	1			7			alle	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Baumhaselring	111			123			U	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Baumhaselring	166			198	A		G	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Baumschulenweg	2			6			G	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Baumschulenweg	3			19			U	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Baumschulenweg	8	A		18			G	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Birkenhügel	1			6			alle	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Brombeerstieg	alle							1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Ehrenpfortenbergstr	alle							1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Eichenring	43			51			U	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Eichenring	60			92			G	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Kahlenbergstr	1			5			alle	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Kaiser-Friedrich-Str	16			95			alle	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Kuhforter Damm	alle							1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Lindengrund	alle							1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Lindstedter Str	alle							1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Mehlbeerenweg	3			7			U	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Rosenstieg	alle							1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Roßkastanienstr	10			28			G	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Roßkastanienstr	17			61			U	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Siedlungsweg	alle							1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Thujaweg	alle							1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Weißdornweg	2			14			G	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Wildapfelweg	alle							1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Wildbirnenweg	alle							1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Wildkirschenweg	9			19			U	1503	Eiche - Altes Rad West/Lindstedter Str.	Kindertagesstätte Turmspatzen	Kaiser-Friedrich-Str. 32		ja
Am alten Mörtelwerk	2			8	A		G	1504	Eiche - Am Tempelberg/Carl-Dähne-Str.	Grundschule Ludwig Renn (2)	Kaiser-Friedrich-Str. 15a		ja
Am Sandberg	alle							1504	Eiche - Am Tempelberg/Carl-Dähne-Str.	Grundschule Ludwig Renn (2)	Kaiser-Friedrich-Str. 15a		ja
Am Tempelberg	alle							1504	Eiche - Am Tempelberg/Carl-Dähne-Str.	Grundschule Ludwig Renn (2)	Kaiser-Friedrich-Str. 15a		ja
Carl-Dähne-Str	alle							1504	Eiche - Am Tempelberg/Carl-Dähne-Str.	Grundschule Ludwig Renn (2)	Kaiser-Friedrich-Str. 15a		ja
Kaiser-Friedrich-Str	1			15			alle	1504	Eiche - Am Tempelberg/Carl-Dähne-Str.	Grundschule Ludwig Renn (2)	Kaiser-Friedrich-Str. 15a		ja
Kaiser-Friedrich-Str	140			148			alle	1504	Eiche - Am Tempelberg/Carl-Dähne-Str.	Grundschule Ludwig Renn (2)	Kaiser-Friedrich-Str. 15a		ja
Weg nach Bornim	alle							1504	Eiche - Am Tempelberg/Carl-Dähne-Str.	Grundschule Ludwig Renn (2)	Kaiser-Friedrich-Str. 15a		ja
Zum Düsteren Teich	alle							1504	Eiche - Am Tempelberg/Carl-Dähne-Str.	Grundschule Ludwig Renn (2)	Kaiser-Friedrich-Str. 15a		ja
Am Bahnhof	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Am Blinker	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Am Konsumplatz	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Am Küssel	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Ausbau	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Bollmannsteig	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Dorfstr (OT Grube)	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Ebereschenweg (OT Grube)	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Feldweg (OT Grube)	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Forellensprung	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Hauptweg	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Klabautermann	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Laubenweg	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Mühlendamm	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Nattwerder Weg	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Neue Dorfstr	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Petri Heil	218						alle	1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Rosenweg (OT Grube)	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Schlänitzseer Weg	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Schmidtshof	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Schwarzer Weg	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Steife Brise	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Stichkanal	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Strandweg (OT Grube)	302						alle	1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Vogelsang (OT Grube)	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Wiesenrain	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Wublitzstr	alle							1601	Grube	BAUERei in Grube	Wublitzstr. 11	nicht barrierefrei	nein
Am Urnenfeld	alle							1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Ehrenpfortenbergstr (OT Golm)	alle							1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Habichtweg (OT Golm)	alle							1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
In der Feldmark	32			64			G	1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
In der Feldmark	53			65			U	1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
In der Heide	alle							1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Karl-Liebknecht-Str (OT Golm)	alle							1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Karl-Liebknecht-Str (OT Golm)	24		-25				alle	1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Käuzchenweg (OT Golm)	alle							1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Kleiberweg	alle							1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Kuhfortdamm	alle							1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Meisenweg (OT Golm)	alle							1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Pirolweg	alle							1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Reiherbergstr	1			8			alle	1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Reiherbergstr	36			69			alle	1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Spechtweg	alle							1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Sperberweg	alle							1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Turmfalkenweg	alle							1701	Golm - Ehrenpfortenbergstr.	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Am Golmer Weinberg	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Am Mühlenberg	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Am Zernsee	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Bornimer Chaussee	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Falknerstr	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Fuchsweg	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Galliner Damm	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Geiselbergstr	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Golmer Damm	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Jägerstr (OT Golm)	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Kossätenweg	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Reiherbergstr	9			35			alle	1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Ritterstr	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Schwalbenhof	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Storchenhof	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Thomas-Müntzer-Str	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Weinmeisterstr (OT Golm)	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Winkelhof	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Zum Mühlenteich	alle							1702	Golm - Geiselbergstr./Am Mühlenberg	ehemaliges Gemeindebüro Golm	Reiherbergstr. 31	nicht barrierefrei	nein
Am Zachelsberg	alle							1703	Golm - Grasmückenring/An der Bahn	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
An der Bahn	alle							1703	Golm - Grasmückenring/An der Bahn	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Eichenweg (OT Golm)	alle							1703	Golm - Grasmückenring/An der Bahn	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Elsternstr	alle							1703	Golm - Grasmückenring/An der Bahn	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Golmer Fichten	alle							1703	Golm - Grasmückenring/An der Bahn	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Grasmückenring	alle							1703	Golm - Grasmückenring/An der Bahn	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
In der Feldmark	1			37			U	1703	Golm - Grasmückenring/An der Bahn	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
In der Feldmark	2			28			G	1703	Golm - Grasmückenring/An der Bahn	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Taubenbogen	alle							1703	Golm - Grasmückenring/An der Bahn	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Zaunkönigweg	1			11			alle	1703	Golm - Grasmückenring/An der Bahn	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Zaunkönigweg	15						alle	1703	Golm - Grasmückenring/An der Bahn	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Zum Großen Herzberg	2			22			alle	1703	Golm - Grasmückenring/An der Bahn	Universität Potsdam Komplex Golm Haus 14	Karl-Liebknecht-Str. Golm 24-26		ja
Am Hang	alle							2101	Nauener Vorstadt - Bertiniweg/Glumestr	Evangelische Grundschule	Große Weinmeisterstr. 49		ja
Am Neuen Garten	9			52			alle	2101	Nauener Vorstadt - Bertiniweg/Glumestr	Evangelische Grundschule	Große Weinmeisterstr. 49		ja
Am Pfingstberg	alle							2101	Nauener Vorstadt - Bertiniweg/Glumestr	Evangelische Grundschule	Große Weinmeisterstr. 49		ja
Am Reiherbusch	10			15			alle	2101	Nauener Vorstadt - Bertiniweg/Glumestr	Evangelische Grundschule	Große Weinmeisterstr. 49		ja
Bertinistr	alle							2101	Nauener Vorstadt - Bertiniweg/Glumestr	Evangelische Grundschule	Große Weinmeisterstr. 49		ja
