vote_district_id,vote_letter_id,wlk_eu,wlk_gm,address,name,full_address,barrier_free,note
30703,30771,1    ,20   ,Breslauer Str. 11,Albert Schweitzer-Grundschule,50858 Köln,J,
30704,30772,1    ,20   ,Breslauer Str. 11,Albert Schweitzer-Grundschule,50858 Köln,J,
30705,30771,1    ,20   ,Breslauer Str. 11,Albert Schweitzer-Grundschule,50858 Köln,J,
30706,30773,1    ,21   ,Schulstr. 2,Clarenhofschule,50859 Köln,J,
30707,30773,1    ,21   ,Schulstr. 2,Clarenhofschule,50859 Köln,J,
30708,30773,1    ,21   ,Schulstr. 2,Clarenhofschule,50859 Köln,J,
30709,30774,1    ,21   ,Schulstr. 2,Clarenhofschule,50859 Köln,J,
30710,30774,1    ,21   ,Ostlandstr. 39,Schulzentrum Weiden,50858 Köln,J,
30711,30774,1    ,21   ,Ostlandstr. 39,Schulzentrum Weiden,50858 Köln,J,
30712,30773,1    ,21   ,Ostlandstr. 39,Schulzentrum Weiden,50858 Köln,J,
30713,30772,1    ,20   ,Ostlandstr. 39,Schulzentrum Weiden,50858 Köln,J,
30801,30871,1    ,21   ,Siegstr. 12,Kita Siegstr.,50859 Köln,N,
30802,30871,1    ,21   ,Siegstr. 12,Kita Siegstr.,50859 Köln,N,
30803,30871,1    ,21   ,Siegstr. 12,Kita Siegstr.,50859 Köln,N,
30804,30871,1    ,21   ,Kirchgasse 3,Pfarrheim St. Severin,50859 Köln,J,
30805,30871,1    ,21   ,Kirchgasse 3,Pfarrheim St. Severin,50859 Köln,J,
30806,30872,1    ,21   ,Kirchgasse 3,Pfarrheim St. Severin,50859 Köln,J,
30807,30872,1    ,21   ,Kölner Str. 37,Johanniter-Schule,50859 Köln,J,
30808,30872,1    ,21   ,Kölner Str. 37,Johanniter-Schule,50859 Köln,J,
30809,30872,1    ,21   ,Kölner Str. 37,Johanniter-Schule,50859 Köln,J,
30901,30971,1    ,21   ,Neue Sandkaul 23,GGS Neue Sandkaul,50859 Köln,J,
30902,30971,1    ,21   ,Neue Sandkaul 23,GGS Neue Sandkaul,50859 Köln,J,
30903,30971,1    ,21   ,Neue Sandkaul 23,GGS Neue Sandkaul,50859 Köln,J,
30904,30972,1    ,21   ,Neue Sandkaul 23,GGS Neue Sandkaul,50859 Köln,J,
30905,30972,1    ,21   ,Neue Sandkaul 23,GGS Neue Sandkaul,50859 Köln,J,
30906,30972,1    ,21   ,Neue Sandkaul 23,GGS Neue Sandkaul,50859 Köln,J,
40101,40177,1    ,24   ,Helmholtzplatz 11,OT Nonni,50825 Köln,J,
40102,40171,1    ,22   ,Lindenbornstr. 15,GGS Lindenbornstr.,50823 Köln,J,
40103,40171,1    ,22   ,Lindenbornstr. 15,GGS Lindenbornstr.,50823 Köln,J,
40104,40171,1    ,22   ,Lindenbornstr. 15,GGS Lindenbornstr.,50823 Köln,J,
40105,40172,1    ,22   ,Lindenbornstr. 15,GGS Lindenbornstr.,50823 Köln,J,
40106,40172,1    ,22   ,Geisselstr. 1,Pfarrheim St. Joseph,50823 Köln,J,
40107,40172,1    ,22   ,Geisselstr. 1,Pfarrheim St. Joseph,50823 Köln,J,
40108,40173,1    ,22   ,Weinsbergstr. 72,Berufskolleg Ehrenfeld,50823 Köln,J,
40109,40173,1    ,22   ,Weinsbergstr. 72,Berufskolleg Ehrenfeld,50823 Köln,J,
40110,40173,1    ,22   ,Weinsbergstr. 72,Berufskolleg Ehrenfeld,50823 Köln,J,
40111,40173,1    ,22   ,Weinsbergstr. 72,Berufskolleg Ehrenfeld,50823 Köln,J,
40112,40174,1    ,22   ,Everhardstr. 60,KGS Everhardstr.,50823 Köln,J,
40113,40174,1    ,22   ,Everhardstr. 60,KGS Everhardstr.,50823 Köln,J,
40114,40174,1    ,22   ,Everhardstr. 60,KGS Everhardstr.,50823 Köln,J,
40115,40174,1    ,22   ,Everhardstr. 60,KGS Everhardstr.,50823 Köln,J,
40116,40174,1    ,22   ,Everhardstr. 60,KGS Everhardstr.,50823 Köln,J,
40117,40175,1    ,22   ,Gravenreuthstr. 10,Geschwister-Scholl-Schule,50823 Köln,N,
40118,40175,1    ,22   ,Gravenreuthstr. 10,Geschwister-Scholl-Schule,50823 Köln,N,
40119,40177,1    ,24   ,Leyendeckerstr. 20,Schule Leyendecker Str.,50825 Köln,N,
40120,40177,1    ,24   ,Leyendeckerstr. 20,Schule Leyendecker Str.,50825 Köln,N,
40121,40177,1    ,24   ,Borsigstr. 13,Astrid-Lindgren-Schule,50825 Köln,N,
40122,40175,1    ,22   ,Platenstr. 7,Michael-Ende-Schule,50825 Köln,N,
40123,40176,1    ,23   ,Leyendeckerstr. 20,Schule Leyendecker Str.,50825 Köln,N,
40124,40177,1    ,24   ,Borsigstr. 13,Astrid-Lindgren-Schule,50825 Köln,N,
40201,40271,1    ,22   ,Peter-Bauer-Str. 2,Seniorenzentrum,50823 Köln,J,
40202,40271,1    ,22   ,Peter-Bauer-Str. 2,Seniorenzentrum,50823 Köln,J,
40203,40272,1    ,23   ,Peter-Bauer-Str. 2,Seniorenzentrum,50823 Köln,J,
40204,40273,1    ,23   ,Ottostr. 87,Albertus-Magnus-Gymnasium,50823 Köln,J,
40205,40272,1    ,23   ,Ottostr. 87,Albertus-Magnus-Gymnasium,50823 Köln,J,
40206,40273,1    ,23   ,Ottostr. 87,Albertus-Magnus-Gymnasium,50823 Köln,J,
40207,40273,1    ,23   ,Ottostr. 87,Albertus-Magnus-Gymnasium,50823 Köln,J,
40208,40273,1    ,23   ,Ottostr. 87,Albertus-Magnus-Gymnasium,50823 Köln,J,
40209,40274,1    ,23   ,Ottostr. 87,Albertus-Magnus-Gymnasium,50823 Köln,J,
40210,40274,1    ,23   ,Nußbaumerstr. 254,GGS Nußbaumerstr.,50825 Köln,J,
40211,40274,1    ,23   ,Nußbaumerstr. 254,GGS Nußbaumerstr.,50825 Köln,J,
40212,40275,1    ,23   ,Dechenstr. 1,Eichendorff-Realschule,50825 Köln,J,
40213,40274,1    ,23   ,Dechenstr. 1,Eichendorff-Realschule,50825 Köln,J,
40214,40272,1    ,23   ,Dechenstr. 1,Eichendorff-Realschule,50825 Köln,J,
40215,40276,1    ,23   ,Dechenstr. 1,Eichendorff-Realschule,50825 Köln,J,
40216,40275,1    ,23   ,Dechenstr. 1,Eichendorff-Realschule,50825 Köln,J,
40217,40275,1    ,23   ,Dechenstr. 1,Eichendorff-Realschule,50825 Köln,J,
40218,40276,1    ,23   ,Baadenberger Str. 111,Hauptschule Baadenbergerstr.,50825 Köln,J,
40219,40276,1    ,23   ,Baadenberger Str. 111,Hauptschule Baadenbergerstr.,50825 Köln,J,
40220,40276,1    ,23   ,Baadenberger Str. 111,Hauptschule Baadenbergerstr.,50825 Köln,J,
40301,40373,1    ,25   ,Ossendorfer Weg 15,"AWO Köln, Jugendeinrichtung",50827 Köln,J,
40302,40373,1    ,25   ,Ossendorfer Weg 15,"AWO Köln, Jugendeinrichtung",50827 Köln,J,
40303,40371,1    ,24   ,Erlenweg 16,GGS Erlenweg,50827 Köln,J,Eingang Am Langen Stein
40304,40371,1    ,24   ,Erlenweg 16,GGS Erlenweg,50827 Köln,J,Eingang Am Langen Stein
40305,40371,1    ,24   ,Erlenweg 16,GGS Erlenweg,50827 Köln,J,Eingang Am Langen Stein
40306,40371,1    ,24   ,Erlenweg 16,KGS Erlenweg,50827 Köln,J,Eingang Am Langen Stein
40307,40372,1    ,24   ,Erlenweg 16,KGS Erlenweg,50827 Köln,J,Eingang Am Langen Stein
40308,40372,1    ,24   ,Rochusstr. 80,Schule Lindweiler Hof,50827 Köln,J,
40309,40371,1    ,24   ,Rochusstr. 80,Schule Lindweiler Hof,50827 Köln,J,
40310,40372,1    ,24   ,Rochusstr. 80,Schule Lindweiler Hof,50827 Köln,J,
40311,40372,1    ,24   ,Rochusstr. 80,Schule Lindweiler Hof,50827 Köln,J,
40312,40373,1    ,25   ,Helmholtzplatz 11,OT Nonni,50825 Köln,J,
40401,40471,1    ,25   ,Vogelsanger Str. 453,Kardinal-Frings-Schule,50829 Köln,J,
40402,40471,1    ,25   ,Vogelsanger Str. 453,Kardinal-Frings-Schule,50829 Köln,J,
40403,40471,1    ,25   ,Vogelsanger Str. 453,Kardinal-Frings-Schule,50829 Köln,J,
40404,40472,1    ,25   ,Vogelsanger Str. 453,Kardinal-Frings-Schule,50829 Köln,J,
40405,40472,1    ,25   ,Kolkrabenweg 8-10,Förderschule Kolkrabenweg,50829 Köln,J,
40406,40472,1    ,25   ,Kolkrabenweg 8-10,Förderschule Kolkrabenweg,50829 Köln,J,
40501,40571,1    ,25   ,Mengenicher Str. 28,KGS Mengenicher Str.,50829 Köln,N,
40502,40571,1    ,25   ,Mengenicher Str. 28,KGS Mengenicher Str.,50829 Köln,N,
40503,40571,1    ,25   ,Mengenicher Str. 28,KGS Mengenicher Str.,50829 Köln,N,
40504,40572,1    ,25   ,Görlinger Zentrum 11-15,Bürgerschaftshaus e.V.,50829 Köln,J,
40505,40572,1    ,25   ,Görlinger Zentrum 11-15,Bürgerschaftshaus e.V.,50829 Köln,J,
40506,40572,1    ,25   ,Görlinger Zentrum 11-15,Bürgerschaftshaus e.V.,50829 Köln,J,
40507,40572,1    ,25   ,Görlinger Zentrum 11-15,Bürgerschaftshaus e.V.,50829 Köln,J,
40601,40671,1    ,24   ,Am Pistorhof 11,Montessori Grundschule Am Pistorhof,50827 Köln,J,
40602,40671,1    ,24   ,Wilhelm-Schreiber-Str. 56,KOGS Wilhelm-Schreiber-Str.,50827 Köln,J,
40603,40672,1    ,24   ,Wilhelm-Schreiber-Str. 56,KOGS Wilhelm-Schreiber-Str.,50827 Köln,J,
40604,40672,1    ,24   ,Wilhelm-Schreiber-Str. 56,KOGS Wilhelm-Schreiber-Str.,50827 Köln,J,
40605,40671,1    ,24   ,Wilhelm-Schreiber-Str. 56,KOGS Wilhelm-Schreiber-Str.,50827 Köln,J,
50101,50171,1    ,32   ,Auguststr. 1,Förderschule Auguststr.,50733 Köln,N,
50102,50171,1    ,32   ,Auguststr. 1,Förderschule Auguststr.,50733 Köln,N,
50103,50171,1    ,32   ,Auguststr. 1,Förderschule Auguststr.,50733 Köln,N,
50104,50171,1    ,32   ,Auguststr. 1,Förderschule Auguststr.,50733 Köln,N,
50105,50172,1    ,32   ,Auguststr. 1,Förderschule Auguststr.,50733 Köln,N,
50106,50172,1    ,32   ,Steinbergerstr. 40,GGS Steinbergerstr.,50733 Köln,N,
50107,50172,1    ,32   ,Steinbergerstr. 40,GGS Steinbergerstr.,50733 Köln,N,
50108,50173,1    ,32   ,Steinbergerstr. 40,GGS Steinbergerstr.,50733 Köln,N,
50109,50173,1    ,32   ,Steinbergerstr. 40,GGS Steinbergerstr.,50733 Köln,N,
50110,50173,1    ,32   ,Steinbergerstr. 40,GGS Steinbergerstr.,50733 Köln,N,
50111,50173,1    ,32   ,Steinbergerstr. 40,GGS Steinbergerstr.,50733 Köln,N,
50112,50174,1    ,32   ,Neusser Str. 421,Peter-Ustinov-Realschule,50733 Köln,J,
50113,50174,1    ,32   ,Neusser Str. 421,Peter-Ustinov-Realschule,50733 Köln,J,
50114,50174,1    ,32   ,Neusser Str. 421,Peter-Ustinov-Realschule,50733 Köln,J,
50115,50175,1    ,32   ,Blücherstr. 15,Gymnasium Blücherstr.,50733 Köln,N,
50116,50175,1    ,32   ,Blücherstr. 15,Gymnasium Blücherstr.,50733 Köln,N,
50117,50175,1    ,32   ,Blücherstr. 15,Gymnasium Blücherstr.,50733 Köln,N,
50118,50176,1    ,32   ,Blücherstr. 15,Gymnasium Blücherstr.,50733 Köln,N,
50119,50176,1    ,32   ,Gellertstr. 4,Mathilde-von-Mevissen-Grundschule,50733 Köln,J,
50120,50176,1    ,32   ,Gellertstr. 4,Mathilde-von-Mevissen-Grundschule,50733 Köln,J,
50121,50177,1    ,33   ,Gellertstr. 4,Mathilde-von-Mevissen-Grundschule,50733 Köln,J,
50122,50177,1    ,33   ,Gellertstr. 4,Mathilde-von-Mevissen-Grundschule,50733 Köln,J,
50123,50177,1    ,33   ,Gellertstr. 4,Mathilde-von-Mevissen-Grundschule,50733 Köln,J,
50124,50178,1    ,33   ,Gellertstr. 4,Mathilde-von-Mevissen-Grundschule,50733 Köln,J,
50125,50178,1    ,33   ,Kretzerstr. 5,Nordpark-Schule,50733 Köln,N,
50126,50178,1    ,33   ,Kretzerstr. 5,Nordpark-Schule,50733 Köln,N,
50201,50271,1    ,31   ,Nibelungenstr. 50a,GGS Nibelungenstr.,50739 Köln,N,
50202,50271,1    ,31   ,Nibelungenstr. 50a,GGS Nibelungenstr.,50739 Köln,N,
50203,50271,1    ,31   ,Nibelungenstr. 50a,GGS Nibelungenstr.,50739 Köln,N,
50204,50271,1    ,31   ,Nibelungenstr. 50a,GGS Nibelungenstr.,50739 Köln,N,
50301,50371,1    ,33   ,Garthestr. 20,GGS Garthestr.,50735 Köln,N,
50302,50371,1    ,33   ,Garthestr. 20,GGS Garthestr.,50735 Köln,N,
50303,50371,1    ,33   ,Garthestr. 20,GGS Garthestr.,50735 Köln,N,
50304,50372,1    ,33   ,Garthestr. 20,GGS Garthestr.,50735 Köln,N,
50305,50372,1    ,33   ,Garthestr. 20,GGS Garthestr.,50735 Köln,N,
50306,50372,1    ,33   ,Boltensternstr. 16,SBK Sozial-Betriebe-Köln gGmbH,50735 Köln,J,
50307,50372,1    ,33   ,Boltensternstr. 16,SBK Sozial-Betriebe-Köln gGmbH,50735 Köln,J,
50308,50373,1    ,33   ,Garthestr. 20,GGS Garthestr.,50735 Köln,N,
50309,50373,1    ,33   ,Boltensternstr. 16,SBK Sozial-Betriebe-Köln gGmbH,50735 Köln,J,
50310,50373,1    ,33   ,Boltensternstr. 16,SBK Sozial-Betriebe-Köln gGmbH,50735 Köln,J,
50311,50373,1    ,33   ,Garthestr. 20,GGS Garthestr.,50735 Köln,N,
50401,50471,1    ,30   ,Feldgärtenstr. 109a,Kita Feldgärtenstr.,50735 Köln,J,
50402,50471,1    ,30   ,Feldgärtenstr. 109a,Kita Feldgärtenstr.,50735 Köln,J,
50403,50471,1    ,30   ,Halfengasse 25,GGS Halfengasse,50735 Köln,J,
50404,50471,1    ,30   ,Feldgärtenstr. 109,St. Katharina Altenzentrum,50735 Köln,J,
50405,50472,1    ,33   ,Boltensternstr. 126,Kinder- und Jugendhaus,50735 Köln,N,
50406,50472,1    ,33   ,Castroper Str. 7,Erich-Kästner-Gymnasium,50735 Köln,J,
50407,50473,1    ,34   ,Castroper Str. 7,Erich-Kästner-Gymnasium,50735 Köln,J,
50408,50473,1    ,34   ,Castroper Str. 7,Erich-Kästner-Gymnasium,50735 Köln,J,
50409,50473,1    ,34   ,Nesselrodestr. 15,GGS Nesselrodestr.,50735 Köln,J,
50410,50473,1    ,34   ,Nesselrodestr. 15,GGS Nesselrodestr.,50735 Köln,J,
50411,50473,1    ,34   ,Nesselrodestr. 15,GGS Nesselrodestr.,50735 Köln,J,
50412,50474,1    ,34   ,Nesselrodestr. 15,GGS Nesselrodestr.,50735 Köln,J,
50413,50474,1    ,34   ,Nesselrodestr. 15,GGS Nesselrodestr.,50735 Köln,J,
50414,50474,1    ,34   ,Nesselrodestr. 15,GGS Nesselrodestr.,50735 Köln,J,
50501,50571,1    ,34   ,Neusser Str. 421,Peter-Ustinov-Realschule,50733 Köln,J,
50502,50571,1    ,34   ,Neusser Str. 605,Florianschule,50737 Köln,N,
50503,50571,1    ,34   ,Neusser Str. 605,Florianschule,50737 Köln,N,
50504,50572,1    ,34   ,Neusser Str. 605,Florianschule,50737 Köln,N,
50505,50572,1    ,34   ,Neusser Str. 605,Florianschule,50737 Köln,N,
50506,50572,1    ,34   ,Neusser Str. 605,Florianschule,50737 Köln,N,
50507,50573,1    ,34   ,Neusser Str. 605,Florianschule,50737 Köln,N,
50508,50573,1    ,34   ,Neusser Str. 605,Florianschule,50737 Köln,N,
50509,50573,1    ,34   ,Neusser Str. 605,Florianschule,50737 Köln,N,
50601,50671,1    ,30   ,Altonaer Str. 32,Marienschule,50737 Köln,J,
50602,50671,1    ,30   ,Altonaer Str. 32,Marienschule,50737 Köln,J,
50603,50671,1    ,30   ,Altonaer Str. 32,Marienschule,50737 Köln,J,
50604,50671,1    ,30   ,Altonaer Str. 32,Marienschule,50737 Köln,J,
50605,50671,1    ,30   ,Altonaer Str. 32,Marienschule,50737 Köln,J,
50606,50672,1    ,30   ,Altonaer Str. 32,Marienschule,50737 Köln,J,
50607,50672,1    ,30   ,Paul-Humburg-Str. 13,Gesamtschule Paul-Humburg-Straße,50737 Köln,J,
50608,50672,1    ,30   ,Paul-Humburg-Str. 13,Gesamtschule Paul-Humburg-Straße,50737 Köln,J,
50609,50672,1    ,30   ,Paul-Humburg-Str. 13,Gesamtschule Paul-Humburg-Straße,50737 Köln,J,
50610,50672,1    ,30   ,Paul-Humburg-Str. 13,Gesamtschule Paul-Humburg-Straße,50737 Köln,J,
50611,50673,1    ,30   ,Longericher Hauptstr. 83,KGS Longericher Hauptstr.,50739 Köln,N,
50612,50673,1    ,30   ,Longericher Hauptstr. 83,KGS Longericher Hauptstr.,50739 Köln,N,
50613,50673,1    ,30   ,Longericher Hauptstr. 83,KGS Longericher Hauptstr.,50739 Köln,N,
50614,50673,1    ,30   ,Longericher Hauptstr. 83,KGS Longericher Hauptstr.,50739 Köln,N,
50701,50771,1    ,31   ,Alzeyer Str. 12,GGS Alzeyer Str,50739 Köln,N,
50702,50771,1    ,31   ,Alzeyer Str. 12,GGS Alzeyer Str,50739 Köln,N,
50703,50771,1    ,31   ,Alzeyer Str. 12,GGS Alzeyer Str,50739 Köln,N,
50704,50771,1    ,31   ,Alzeyer Str. 12,GGS Alzeyer Str,50739 Köln,N,
50705,50772,1    ,31   ,Escher Str. 217,Joseph-DuMont-Berufskolleg,50739 Köln,J,
50706,50772,1    ,31   ,Escher Str. 217,Joseph-DuMont-Berufskolleg,50739 Köln,J,
50707,50771,1    ,31   ,Escher Str. 217,Joseph-DuMont-Berufskolleg,50739 Köln,J,
50708,50772,1    ,31   ,Escher Str. 217,Joseph-DuMont-Berufskolleg,50739 Köln,J,
50709,50772,1    ,31   ,Osterather Str. 13,KGS Osterather Str.,50739 Köln,N,
60101,60171,1    ,29   ,Amandusstr. 22,GGS Amandusstraße,50769 Köln,N,
60102,60171,1    ,29   ,Amandusstr. 22,GGS Amandusstraße,50769 Köln,N,
60103,60171,1    ,29   ,Spoerkelhof 7,GGS Spoerkelhof,50769 Köln,N,
60104,60171,1    ,29   ,Spoerkelhof 7,GGS Spoerkelhof,50769 Köln,N,
60105,60171,1    ,29   ,Spoerkelhof 7,GGS Spoerkelhof,50769 Köln,N,
60201,60271,1    ,29   ,Neusser Landstr. 80,Pfarrheim St. Marien,50769 Köln,J,
60202,60271,1    ,29   ,Neusser Landstr. 80,Pfarrheim St. Marien,50769 Köln,J,
60301,60371,1    ,26   ,Balsaminenweg 52,Sankt-Martin-Schule,50769 Köln,J,
60302,60371,1    ,26   ,Balsaminenweg 52,Sankt-Martin-Schule,50769 Köln,J,
60303,60371,1    ,26   ,Riphahnstr. 40a,GGS Riphahnstr.,50769 Köln,J,
60304,60371,1    ,26   ,Riphahnstr. 40a,GGS Riphahnstr.,50769 Köln,J,
60305,60371,1    ,26   ,Riphahnstr. 40a,GGS Riphahnstr.,50769 Köln,J,
60306,60371,1    ,26   ,Karl-Marx-Allee 43,Henry-Ford-Realschule,50769 Köln,J,
60401,60471,1    ,26   ,Volkhovener Weg 140,Ursula-Kuhr-Schule,50767 Köln,J,
60402,60471,1    ,26   ,Volkhovener Weg 140,Ursula-Kuhr-Schule,50767 Köln,J,
60403,60471,1    ,26   ,Lebensbaumweg 51,Kath. Grundschule,50767 Köln,J,
60404,60472,1    ,26   ,Lebensbaumweg 51,Kath. Grundschule,50767 Köln,J,
60405,60472,1    ,26   ,Lebensbaumweg 51,Kath. Grundschule,50767 Köln,J,
60501,60571,1    ,28   ,Unnauer Weg 96a,Soziales Zentrum Lino-Club e.V.,50767 Köln,J,Eingang Krombachweg
60502,60571,1    ,28   ,Soldiner Str. 68,GGS Soldiner Str.,50767 Köln,J,
60601,60671,1    ,28   ,Schulstr. 16,Erich-Ohser-Schule,50767 Köln,J,
60602,60671,1    ,28   ,Schulstr. 16,Erich-Ohser-Schule,50767 Köln,J,
60603,60671,1    ,28   ,Schulstr. 16,Erich-Ohser-Schule,50767 Köln,J,
60604,60672,1    ,28   ,Schulstr. 18,Schulzentrum Pesch,50767 Köln,J,
60605,60672,1    ,28   ,Schulstr. 18,Schulzentrum Pesch,50767 Köln,J,
60606,60673,1    ,28   ,Schulstr. 18,Schulzentrum Pesch,50767 Köln,J,
60607,60673,1    ,28   ,Schulstr. 18,Schulzentrum Pesch,50767 Köln,J,
60608,60673,1    ,28   ,Schulstr. 18,Schulzentrum Pesch,50767 Köln,J,
60701,60771,1    ,28   ,Gartenstr. 11,Landwirtschaftskammer,50765 Köln,J,
60702,60771,1    ,28   ,Gartenstr. 11,Landwirtschaftskammer,50765 Köln,J,
60703,60771,1    ,28   ,Martinusstr. 28,Konrad-Adenauer-Schule,50765 Köln,J,
60704,60771,1    ,28   ,Martinusstr. 28,Konrad-Adenauer-Schule,50765 Köln,J,
60705,60772,1    ,28   ,Martinusstr. 28,Konrad-Adenauer-Schule,50765 Köln,J,
60706,60772,1    ,28   ,Martinusstr. 28,Konrad-Adenauer-Schule,50765 Köln,J,
60707,60772,1    ,28   ,Martinusstr. 28,Konrad-Adenauer-Schule,50765 Köln,J,
60801,60871,1    ,26   ,Fühlinger Weg 4,Heinrich-Mann-Gymnasium,50765 Köln,J,
60802,60871,1    ,26   ,Fühlinger Weg 4,Heinrich-Mann-Gymnasium,50765 Köln,J,
60803,60871,1    ,26   ,Fühlinger Weg 4,Heinrich-Mann-Gymnasium,50765 Köln,J,
60901,60971,1    ,27   ,Pariser Platz 1,Bürgerzentrum Chorweiler,50765 Köln,J,Eingang links neben Bürgeramt
60902,60971,1    ,27   ,Pariser Platz 1,Bürgerzentrum Chorweiler,50765 Köln,J,Eingang links neben Bürgeramt
60903,60971,1    ,27   ,Rhonestr. 5,Marie-Juchacz-Altenzentrum,50765 Köln,J,
60904,60971,1    ,27   ,Merianstr. 7,GGS Merianstr.,50765 Köln,J,
60905,60971,1    ,27   ,Merianstr. 7,GGS Merianstr.,50765 Köln,J,
61001,61071,1    ,27   ,Ernstbergstr. 2,GGS Ernstbergstr.,50765 Köln,J,
61002,61071,1    ,27   ,Ernstbergstr. 2,GGS Ernstbergstr.,50765 Köln,J,
61003,61071,1    ,27   ,Ernstbergstr. 2,GGS Ernstbergstr.,50765 Köln,J,
61004,61071,1    ,27   ,Ernstbergstr. 2,GGS Ernstbergstr.,50765 Köln,J,
61101,61171,1    ,29   ,Gutnickstr. 37,KGS Gutnickstr.,50769 Köln,J,
61102,61171,1    ,29   ,Gutnickstr. 37,KGS Gutnickstr.,50769 Köln,J,
61201,61271,1    ,29   ,St.-Tönnis-Str. 68,Vereinshaus Worringen,50769 Köln,J,
61202,61271,1    ,29   ,An den Kaulen 62,Grundschule An den Kaulen,50769 Köln,J,
61203,61271,1    ,29   ,An den Kaulen 62,Grundschule An den Kaulen,50769 Köln,J,
61204,61272,1    ,29   ,An den Kaulen 62,Grundschule An den Kaulen,50769 Köln,J,
61205,61272,1    ,29   ,An den Kaulen 62,Grundschule An den Kaulen,50769 Köln,J,
61206,61272,1    ,29   ,St.-Tönnis-Str. 68,Vereinshaus Worringen,50769 Köln,J,
61207,61272,1    ,29   ,St.-Tönnis-Str. 68,Vereinshaus Worringen,50769 Köln,J,
70101,70171,1    ,07   ,Am Altenberger Kreuz 14,Janusz-Korczak-Schule,51105 Köln,N,
70102,70171,1    ,07   ,Am Altenberger Kreuz 14,Janusz-Korczak-Schule,51105 Köln,N,
70103,70171,1    ,07   ,Am Altenberger Kreuz 14,Janusz-Korczak-Schule,51105 Köln,N,
70104,70171,1    ,07   ,Am Altenberger Kreuz 14,Janusz-Korczak-Schule,51105 Köln,N,
70105,70171,1    ,07   ,Poller Hauptstr. 61,GGS Poller Hauptstr.,51105 Köln,J,Eingang Schulpfad
70106,70171,1    ,07   ,Poller Hauptstr. 61,GGS Poller Hauptstr.,51105 Köln,J,Eingang Schulpfad
70107,70172,1    ,07   ,Poller Hauptstr. 61,GGS Poller Hauptstr.,51105 Köln,J,Eingang Schulpfad
70108,70172,1    ,07   ,Poller Hauptstr. 61,GGS Poller Hauptstr.,51105 Köln,J,Eingang Schulpfad
70109,70172,1    ,07   ,Poller Hauptstr. 61,GGS Poller Hauptstr.,51105 Köln,J,Eingang Schulpfad
70110,70172,1    ,07   ,Poller Hauptstr. 61,GGS Poller Hauptstr.,51105 Köln,J,Eingang Schulpfad
70111,70172,1    ,07   ,Poller Hauptstr. 61,GGS Poller Hauptstr.,51105 Köln,J,Eingang Schulpfad
70201,70271,1    ,07   ,Oberstraße 96,Bürgerzentrum Engelshof e.V.,51149 Köln,J,
70202,70271,1    ,07   ,Oberstraße 96,Bürgerzentrum Engelshof e.V.,51149 Köln,J,
70203,70271,1    ,07   ,Oberstraße 96,Bürgerzentrum Engelshof e.V.,51149 Köln,J,
70204,70271,1    ,07   ,Oberstraße 96,Bürgerzentrum Engelshof e.V.,51149 Köln,J,
70205,70271,1    ,07   ,Hohe Str. 77-79,GGS Hohe Str.,51149 Köln,J,
70301,70371,1    ,07   ,Hohe Str. 77-79,GGS Hohe Str.,51149 Köln,J,
70302,70371,1    ,07   ,Hohe Str. 77-79,GGS Hohe Str.,51149 Köln,J,
70303,70371,1    ,07   ,Hohe Str. 77-79,GGS Hohe Str.,51149 Köln,J,
70304,70371,1    ,07   ,Hohe Str. 77-79,GGS Hohe Str.,51149 Köln,J,
70305,70371,1    ,07   ,Hohe Str. 77-79,GGS Hohe Str.,51149 Köln,J,
70306,70371,1    ,07   ,Kölner Str. 64,Senioren-Pflegeheim,51149 Köln,J,Haus Monika
70401,70471,1    ,08   ,Breitenbachstr. 2,Friedrich-List-Schule,51149 Köln,N,
70402,70471,1    ,08   ,Breitenbachstr. 2,Friedrich-List-Schule,51149 Köln,N,
70501,70571,1    ,08   ,Stresemannstr. 36,Lise-Meitner-Gesamtschule,51149 Köln,J,
70502,70571,1    ,08   ,Konrad-Adenauer-Straße 16,Johanniter-Haus Köln-Finkenberg,51149 Köln,J,
70503,70571,1    ,08   ,Schulstr. 23,GGS Schulstr. Porz,51145 Köln,N,
70504,70571,1    ,08   ,Schulstr. 23,GGS Schulstr. Porz,51145 Köln,N,
70505,70572,1    ,08   ,Schulstr. 23,GGS Schulstr. Porz,51145 Köln,N,
70506,70572,1    ,08   ,Schulstr. 23,GGS Schulstr. Porz,51145 Köln,N,
70507,70572,1    ,08   ,Bonner Str. 40,Kopernikusschule,51145 Köln,J,
70508,70572,1    ,08   ,Bonner Str. 40,Kopernikusschule,51145 Köln,J,
70601,70671,1    ,08   ,Planckstr. 14,Max-Planck-Realschule,51145 Köln,J,
70602,70671,1    ,08   ,Planckstr. 14,Max-Planck-Realschule,51145 Köln,J,
70603,70671,1    ,08   ,Planckstr. 14,Max-Planck-Realschule,51145 Köln,J,
70604,70672,1    ,11   ,Hauptstr. 426,Berufskolleg Porz,51143 Köln,J,
70605,70672,1    ,11   ,Hauptstr. 426,Berufskolleg Porz,51143 Köln,J,
70606,70672,1    ,11   ,Hauptstr. 426,Berufskolleg Porz,51143 Köln,J,
70607,70672,1    ,11   ,Mühlenstr. 2a,Kita an der Lukaskirche,51143 Köln,J,
70608,70672,1    ,11   ,Mühlenstr. 2a,Kita an der Lukaskirche,51143 Köln,J,
