vote_district_id,vote_letter_id,wlk_eu,wlk_gm,address,name,full_address,barrier_free,note
30503,30571,1    ,19   ,Wendelinstr. 64,GGS Wendelinstr.,50933 Köln,J,
30504,30572,1    ,20   ,Wendelinstr. 64,GGS Wendelinstr.,50933 Köln,J,
30505,30572,1    ,20   ,Wendelinstr. 64,GGS Wendelinstr.,50933 Köln,J,
30506,30572,1    ,20   ,Im Rapsfeld 32,Kita Ecole Maternelle,50933 Köln,J,
30507,30572,1    ,20   ,Im Rapsfeld 32,Kita Ecole Maternelle,50933 Köln,J,
30601,30671,1    ,20   ,Kirchweg 138,GGS Ildefons-Herwegen,50858 Köln,J,
30602,30671,1    ,20   ,Kirchweg 138,GGS Ildefons-Herwegen,50858 Köln,J,
30603,30671,1    ,20   ,Kirchweg 138,GGS Ildefons-Herwegen,50858 Köln,J,
30604,30671,1    ,20   ,Kirchweg 138,GGS Ildefons-Herwegen,50858 Köln,J,
30605,30672,1    ,20   ,Kirchweg 138,GGS Ildefons-Herwegen,50858 Köln,J,
30606,30672,1    ,20   ,Kirchweg 138,GGS Ildefons-Herwegen,50858 Köln,J,
30607,30672,1    ,20   ,Kirchweg 138,GGS Ildefons-Herwegen,50858 Köln,J,
30608,30673,1    ,20   ,Kirchweg 138,GGS Ildefons-Herwegen,50858 Köln,J,
30609,30673,1    ,20   ,Kirchweg 138,GGS Ildefons-Herwegen,50858 Köln,J,
30610,30673,1    ,20   ,Kirchweg 138,GGS Ildefons-Herwegen,50858 Köln,J,
30701,30771,1    ,20   ,Breslauer Str. 11,Albert Schweitzer-Grundschule,50858 Köln,J,
30702,30772,1    ,20   ,Breslauer Str. 11,Albert Schweitzer-Grundschule,50858 Köln,J,
