zip;;street;number_odd_from;number_odd_to;number_even_from;number_even_to;district_name;vote_district_id;landtag_election_district_id;local_election_district_id;bundestag_election_district_id
51067;;Bachgrafenstr.;1;3;4;6;Holweide;90402;19;;
50829;;Bachstelzenweg;1;53;2;132;Vogelsang;40405;15;;
51063;;Bachstr.;11;33;2;44;MÃ¼lheim;90104;19;;
51145;;Bachstr.(Urbach);1;69;2;12;Urbach;70703;17;;
50858;;Bachstr.(Junkersdorf);1;35;4;28;Junkersdorf;30608;14;;
50996;;Bachstr.(Rodenkirchen);1;27;2;18;Rodenkirchen;20810;13;;
50969;;Badorfer Str.;1;27;2;8;Zollstock;20514;13;;
50933;;Baesweilerhof;1;17;2;42;Braunsfeld;30405;14;;
50827;;Bahide-Arslan-Str.;1;11;2;14;Bickendorf;40302;15;;
51107;;Bahnhof Heumar;;;2;;Rath/Heumar;80810;17;;
51149;;Bahnhofplatz;1;5;2;4;Gremberghoven;70402;17;;
51149;;Bahnhofplatz;7;;6;;Gremberghoven;70401;17;;
51149;;Bahnhofplatz;9;13;8;14;Gremberghoven;70402;17;;
51143;;Bahnhofstr.(Porz);1;27;2;40;Porz;70607;17;;
51143;;Bahnhofstr.(Porz);39;67g;44;142;Porz;70608;17;;
50999;;Bahnhofstr.(SÃ¼rth);1;19;2;20;SÃ¼rth;21008;13;;
50999;;Bahnhofstr.(SÃ¼rth);41;;22;42;SÃ¼rth;21004;13;;
50667;;Bahnhofsvorplatz;1;;0;2a;Altstadt/Nord;10313;18;;
51107;;Bahnstr.(Rath/Heumar);;;10;50;Rath/Heumar;80807;17;;
50858;;Bahnstr.(Weiden);3;181;2;120;Weiden;30705;14;;
50996;;Bahnstr.(Rodenkirchen);;;2;16;Rodenkirchen;20803;13;;
50733;;BahnwÃ¤rterweg;;;2;110;Nippes;50106;15;;
50676;;Balduinstr.;1;11;2;20;Altstadt/SÃ¼d;10115;13;;
51107;;Baldurstr.;1;29;2;50;Rath/Heumar;80802;17;;
50739;;Balinger Str.;1;17;2;18;BilderstÃ¶ckchen;50708;15;;
51061;;Ballenstedter Weg;1;7;2;6;HÃ¶henhaus;90605;19;;
50825;;Ballumer Str.;1;15;2;14;Neuehrenfeld;40218;15;;
50739;;Balmungweg;1;5;2;6;Mauenheim;50201;16;;
50769;;Balsaminenweg;3;39;2;52;Seeberg;60301;16;;
50670;;Balthasarstr.;1;31;2;16;Neustadt/Nord;10413;18;;
50670;;Balthasarstr.;43;59;18;36;Neustadt/Nord;10422;18;;
50670;;Balthasarstr.;61;91;46;84;Neustadt/Nord;10421;18;;
51103;;Bamberger Str.;;;2;20;HÃ¶henberg;80401;18;;
50769;;Baptiststr.;1;35;2;44;Roggendorf/Thenhoven;61102;16;;
50769;;Baptiststr.;41;81;54;58;Roggendorf/Thenhoven;61101;16;;
50735;;Barbarastr.;1;9;2;78;Riehl;50307;16;;
51147;;Barbarastr.(Wahnheide);1;67;2;74;Wahnheide;71002;17;;
50996;;Barbarastr.(Rodenkirchen);1;65;28;46;Rodenkirchen;20805;13;;
50674;;Barbarossaplatz;1;5;2;10;Neustadt/SÃ¼d	;10223;13;;
50674;;Barbarossaplatz;7;;;;Neustadt/SÃ¼d	;10224;13;;
51103;;Barcelona-Allee;;;2;16;Kalk;80209;18;;
50931;;Bardenheuerstr.;1;5;;;Lindenthal;30308;14;;
50829;;Barlachweg;;;2;30;BocklemÃ¼nd/Mengenich;40505;15;;
50767;;Barrensteiner Str.;1;7;2;8;Heimersdorf;60403;16;;
51147;;Barthel-Giesen-Str.;1;11;6;20;Wahn;71106;17;;
50823;;Barthelstr.;75;85;2;64;Ehrenfeld;40108;15;;
50823;;Barthelstr.;;;84;88;Ehrenfeld;40103;15;;
50823;;Barthelstr.;93;121a;;;Ehrenfeld;40109;15;;
50823;;Barthelstr.;123;127;;;Ehrenfeld;40103;15;;
50825;;BartholomÃ¤us-Schink-Str.;;;2;6a;Ehrenfeld;40118;15;;
51145;;BartholomÃ¤usstr.;1;29;2;28;Urbach;70705;17;;
51063;;Baseler Weg;1;25;;;MÃ¼lheim;90123;19;;
51063;;Baseler Weg;;;2;12;MÃ¼lheim;90122;19;;
50933;;Basilius-Besler-Weg;1;3;;;Braunsfeld;30403;14;;
50933;;Basilius-Besler-Weg;;;2;;Braunsfeld;30502;14;;
50933;;Basilius-Besler-Weg;;;4;10;Braunsfeld;30503;14;;
50679;;Bataverstr.;1;19a;2;28;Deutz;10509;18;;
50733;;Baudriplatz;1;15;2;16;Nippes;50110;15;;
50733;;Baudristr.;3;9;2;8;Nippes;50110;15;;
50969;;Bauerbankstr.;7;25;2;6;Zollstock;20503;13;;
50969;;Bauerbankstr.;27;33;8;14;Zollstock;20504;13;;
50769;;Bauknechtweg;1;3;2;6;Seeberg;60304;16;;
50737;;Baumberger Str.;1;21;2;24;Longerich;50604;16;;
50859;;Baumeister-BÃ¼hler-Str.;3;19;2;26;LÃ¶venich;30808;14;;
50829;;BaumlÃ¤uferweg;1;25;2;24;Vogelsang;40404;15;;
51105;;Baumschulenweg;1;15;;;Poll;70109;17;;
51105;;Baumschulenweg;;;2;18;Poll;70108;17;;
51107;;Baumschulenweg(Eil);;;0;;Eil;70503;17;;
50676;;Baumstr.;;;8;;Altstadt/SÃ¼d;10119;13;;
50676;;Bayardsgasse;3;5;4;;Altstadt/SÃ¼d;10119;13;;
50678;;Bayenstr.;1;15;28;30;Altstadt/SÃ¼d;10113;13;;
50678;;Bayenstr.;49;67;;;Altstadt/SÃ¼d;10109;13;;
50968;;BayenthalgÃ¼rtel;3;33a;2;58;Marienburg;20201;13;;
50968;;BayenthalgÃ¼rtel;35;63;66;72;Marienburg;20202;13;;
50678;;Bayenwerft;;;0;;Altstadt/SÃ¼d;10108;13;;
51103;;Bayreuther Str.;1;5;;;HÃ¶henberg;80401;18;;
51149;;Beatenweg;;;2;10;Ensen;70304;17;;
50679;;Bebelplatz;1;23;2;22;Deutz;10513;18;;
50667;;Bechergasse;9;;;;Altstadt/Nord;10304;18;;
50667;;Bechergasse;;;10;;Altstadt/Nord;10305;18;;
51067;;Bechsteinstr.;1;25;2;24;Holweide;90404;19;;
50933;;Beckenkampstr.;1;9;2;4;MÃ¼ngersdorf;30504;14;;
50829;;Beckmannweg;1;17;;;BocklemÃ¼nd/Mengenich;40507;15;;
51109;;Beckumer Str.;1;25;2;14;Merheim;80603;17;;
50674;;Beethovenstr.;1;5;;;Neustadt/SÃ¼d	;10230;13;;
50674;;Beethovenstr.;15;35;4;24;Neustadt/SÃ¼d	;10229;13;;
51145;;Beethovenstr.(Urbach);1;13;2;44;Urbach;70703;17;;
50858;;Beethovenstr.(Junkersdorf);3;39;2;30;Junkersdorf;30608;14;;
50999;;Beethovenstr.(Rodenkirchen);1;7;2;6;Rodenkirchen;20814;13;;
50769;;Begonienweg;;;2;30;Seeberg;60301;16;;
50931;;Behringstr.;1;15;2;12;Lindenthal;30324;14;;
50767;;Behringweg;1;71;;;Pesch;60602;16;;
51147;;Beisselweg;1;7;2;6;Grengel;70901;17;;
51069;;Belaweg;1;11;2;12;DÃ¼nnwald;90706;19;;
50668;;Belfortstr.;9;17;4;14;Neustadt/Nord;10423;18;;
50858;;Beller Weg;1;15;2;18;Junkersdorf;30602;14;;
50769;;Bellerkreuzweg;11;49;2;48;Merkenich;60103;16;;
50767;;Bellinger Weg;1;25;2;14;Lindweiler;60501;16;;
50933;;Belvederestr.;1;159;4;116;MÃ¼ngersdorf;30505;14;;
50829;;Belvederestr.;201;213;;;Widdersdorf;30901;14;;
50769;;Benderstr.;19;37;12;36;Worringen;61204;16;;
51105;;Bendorfer Weg;;;2;16;Humboldt/Gremberg;80103;18;;
50679;;Benediktusgasse;1;7;4;14;Deutz;10504;18;;
50672;;Benesisstr.;3;25;8;34;Altstadt/Nord;10302;18;;
50672;;Benesisstr.;29;61;36;64;Altstadt/Nord;10301;18;;
50858;;Benfleetstr.;1;9a;;;Weiden;30701;14;;
50858;;Benfleetstr.;;;4;10;Weiden;30702;14;;
50858;;Benfleetstr.;11;47;12;16;Weiden;30712;14;;
50679;;Benjaminstr.;3;25;2;26;Deutz;10511;18;;
51143;;Bennauerstr.;1;;;;Porz;70607;17;;
51103;;Bennoplatz;;;2;14;HÃ¶henberg;80401;18;;
51109;;Bennstr.;1;11;2;8;NeubrÃ¼ck;80902;18;;
50737;;Benrather Str.;1;3;2;32;Longerich;50604;16;;
51069;;Bensberger Marktweg;7;85;4;20;DellbrÃ¼ck;90518;19;;
51069;;Bensberger Marktweg;351;393;322;422;DellbrÃ¼ck;90516;19;;
51107;;Bensheimer Str.;1;15;2;28;Ostheim;80506;18;;
50769;;Berberitzenweg;25;31;2;36;Seeberg;60303;16;;
51109;;Bergengruenstr.;1;43;2;46;NeubrÃ¼ck;80901;18;;
51143;;Bergerstr.;1;53;2;42;Porz;70605;17;;
51145;;Bergerstr.;63;147;60;64;Porz;70602;17;;
51143;;Bergerstr.;;;66;;Porz;70602;17;;
51145;;Bergerstr.;;;78;104;Porz;70602;17;;
51145;;Bergerstr.;155;215;120;170;Eil;70507;17;;
51145;;Bergerstr.;223;249;;;Eil;70504;17;;
50737;;Berghauser Str.;1;11;2;8;Longerich;50601;16;;
50737;;Bergheimer Weg;1;27;30;;Longerich;50603;16;;
51065;;Bergisch Gladbacher Str.;55;161;2;150;MÃ¼lheim;90113;19;;
51063;;Bergisch Gladbacher Str.;167;269;172;250;Buchheim;90301;19;;
51067;;Bergisch Gladbacher Str.;415;465;380;444;Holweide;90410;19;;
51067;;Bergisch Gladbacher Str.;471;537;446;556;Holweide;90408;19;;
51067;;Bergisch Gladbacher Str.;557;759;564;754;Holweide;90404;19;;
51069;;Bergisch Gladbacher Str.;783;829;778;812;DellbrÃ¼ck;90504;19;;
51069;;Bergisch Gladbacher Str.;835;981;858;1006;DellbrÃ¼ck;90503;19;;
51069;;Bergisch Gladbacher Str.;983;1103;1008;1116;DellbrÃ¼ck;90508;19;;
51069;;Bergisch Gladbacher Str.;1109;1209;1124;1248;DellbrÃ¼ck;90507;19;;
50858;;Bergische Str.;1;9;2;10;Weiden;30704;14;;
51063;;Bergischer Ring;29;71;40;;MÃ¼lheim;90106;19;;
51065;;Bergiusstr.;;;2;16;Buchforst;90202;19;;
50739;;Bergstr.;1;47;4;14d;Mauenheim;50204;16;;
50739;;Bergstr.;49;103;16;66;Mauenheim;50203;16;;
50739;;Bergstr.;105;117;68;74;Mauenheim;50202;16;;
50999;;Bergstr.(SÃ¼rth);3;49;2;50;SÃ¼rth;21008;13;;
50999;;Bergstr.(SÃ¼rth);51;77;52;82;SÃ¼rth;21007;13;;
50999;;Bergwinkel;1;19;;;SÃ¼rth;21008;13;;
51063;;Berliner Str.;1;103;2;116;MÃ¼lheim;90119;19;;
51063;;Berliner Str.;121;229;118;126;MÃ¼lheim;90121;19;;
51061;;Berliner Str.;251;279;300;366;HÃ¶henhaus;90605;19;;
51061;;Berliner Str.;;;368;514a;HÃ¶henhaus;90604;19;;
51061;;Berliner Str.;525;589;;;HÃ¶henhaus;90602;19;;
51069;;Berliner Str.;775;825;;;DÃ¼nnwald;90703;19;;
51069;;Berliner Str.;839;927;850;938;DÃ¼nnwald;90707;19;;
51069;;Berliner Str.;929;1027;940;1020;DÃ¼nnwald;90704;19;;
51149;;Berliner Str.(Westhoven);;;2;;Westhoven;70205;17;;
51149;;Berliner Str.(Westhoven);7;33;8;36;Westhoven;70204;17;;
50859;;Berliner Str.(Weiden);1;21;12;20;Weiden;30709;14;;
51109;;Bernanosweg;1;5;2;24;NeubrÃ¼ck;80901;18;;
51061;;Bernburger Weg;1;11;4;6;HÃ¶henhaus;90608;19;;
50968;;Berndorffstr.;;;2;6;Bayenthal;20106;13;;
51063;;Berner Str.;1;61;2;26;MÃ¼lheim;90122;19;;
50737;;Bernhard-Falk-Str.;1;57;2;58;Longerich;50609;16;;
50969;;Bernhard-Feilchenfeld-Str.;1;;;;Zollstock;20508;13;;
50969;;Bernhard-Feilchenfeld-Str.;3;13;2;46;Zollstock;20507;13;;
50735;;Bernhard-GÃ¼nther-Str.;;;20;;Niehl;50404;16;;
50670;;Bernhard-Letterhaus-Str.;17;51;2;40;Neustadt/Nord;10415;18;;
50968;;Bernhardstr.;1;97;12;110;Bayenthal;20103;13;;
50968;;Bernhardstr.;105;127;116;126;Bayenthal;20104;13;;
50968;;Bernhardstr.;131;165;132;172;Bayenthal;20107;13;;
50969;;Bernkasteler Str.;1;71;;;Zollstock;20510;13;;
50969;;Bernkasteler Str.;;;52;74;Zollstock;20511;13;;
50937;;Berrenrather Str.;127;139;134;138;SÃ¼lz;30205;14;;
50937;;Berrenrather Str.;157;185;152;198;SÃ¼lz;30208;14;;
50937;;Berrenrather Str.;197;221;202;208;SÃ¼lz;30209;14;;
50939;;Berrenrather Str.;;;216;266;SÃ¼lz;30209;14;;
50937;;Berrenrather Str.;311;353;270;296;SÃ¼lz;30221;14;;
50937;;Berrenrather Str.;;;330;334;SÃ¼lz;30220;14;;
50937;;Berrenrather Str.;355;373;340;356;SÃ¼lz;30219;14;;
50937;;Berrenrather Str.;377;409;364;398;SÃ¼lz;30213;14;;
50937;;Berrenrather Str.;419;477;406;448;SÃ¼lz;30216;14;;
50937;;Berrenrather Str.;527;549;468;602;SÃ¼lz;30215;14;;
50769;;Berrischstr.;1;187;2;192c;Roggendorf/Thenhoven;61101;16;;
50858;;Bert-Fenger-Str.;;;4;24;Junkersdorf;30606;14;;
51107;;Bertha-Benz-Karree;1;165;2;26;Ostheim;80503;18;;
51067;;Bertha-von-Suttner-Str.;1;51;;;Holweide;90411;19;;
51065;;Bertoldistr.;13;21;2;6;MÃ¼lheim;90106;19;;
50829;;Bertolt-Brecht-Str.;1;57;2;26;BocklemÃ¼nd/Mengenich;40503;15;;
51103;;Bertramstr.;1;65;;;Kalk;80202;18;;
51103;;Bertramstr.;;;2;8a;Kalk;80207;18;;
51103;;Bertramstr.;;;10;50;Kalk;80202;18;;
51103;;Bertramstr.;69;105;62;90;Kalk;80201;18;;
50999;;Bertramstr.(WeiÃŸ);1;33;2;28;WeiÃŸ;20905;13;;
50999;;BerufsfÃ¶rderungswerk;;;0;;Rodenkirchen;20814;13;;
50739;;Berwartsteinweg;1;9;2;8;BilderstÃ¶ckchen;50703;15;;
50997;;Berzdorfer Str.;1;29;2;40;Immendorf;21202;13;;
51145;;Besenbinderstr.;1;21;2;28;Eil;70504;17;;
51065;;Besselstr.;1;41;10;34;Buchforst;90202;19;;
50769;;BeÃŸlen KÃ¤ulchen;1;17c;2;86;Worringen;61202;16;;
50679;;Betzdorfer Str.;1;;;;Deutz;10507;18;;
50733;;Beuelsweg;1;29;6;26;Nippes;50124;15;;
51065;;Beuthener Str.;17;25;14;26;Buchheim;90308;19;;
51109;;Bevingsweg;1;19;2;20g;Merheim;80604;17;;
51109;;Bevingsweg;;;22;26;Merheim;80601;17;;
50678;;Biberstr.;1;7;2;8;Altstadt/SÃ¼d;10110;13;;
50678;;Biberstr.;9;35;10;62;Altstadt/SÃ¼d;10109;13;;
50859;;Biberweg;3;;4;6;LÃ¶venich;30809;14;;
51063;;Biegerstr.;9;19;22;28;MÃ¼lheim;90104;19;;
50737;;Bielefelder Str.;1;17;2;24;Longerich;50603;16;;
51145;;Bielefelder Str.(Eil);;;2;10;Eil;70507;17;;
51147;;Bieselweg;1;27;2;10a;Wahnheide;71004;17;;
51147;;Bieselweg;;;12;60;Wahnheide;71005;17;;
51069;;Biesfelder Str.;1;7;2;6;DellbrÃ¼ck;90509;19;;
50829;;Biesterfeldstr.;1;1a;2;;Vogelsang;40406;15;;
50931;;Biggestr.;3;23;2;;Lindenthal;30324;14;;
51061;;Bilharzstr.;1;17;2;28;Stammheim;90805;19;;
51109;;Bilsteiner Str.;1;9;2;6;Merheim;80606;17;;
51109;;Bindingstr.;1;41;2;22;NeubrÃ¼ck;80901;18;;
50999;;Birgitstr.;5;7;8;;WeiÃŸ;20906;13;;
51107;;Birkenallee(Rath/Heumar);1;21;4;28;Rath/Heumar;80807;17;;
50858;;Birkenallee(Junkersdorf);1;5;2;16a;Junkersdorf;30604;14;;
50858;;Birkenallee(Junkersdorf);;;18;30;Junkersdorf;30605;14;;
50935;;Birkenfelder Str.;1;23;2;40;SÃ¼lz;30233;14;;
50996;;Birkenstr.;1;15;2;30;Rodenkirchen;20801;13;;
51069;;Birkenweg;;;2;4;DÃ¼nnwald;90708;19;;
51061;;Birkenweg;7;19;;;HÃ¶henhaus;90611;19;;
51061;;Birkenweg;21;39;;;HÃ¶henhaus;90603;19;;
50767;;Birkenweg(Pesch);1;5;;;Pesch;60606;16;;
51147;;Birkenweg(Grengel);1;23;2;50;Grengel;70903;17;;
50859;;Birkenweg(Widdersdorf);1;3;2;;Widdersdorf;30905;14;;
50997;;Birkenweg(Rondorf);1;63;2;66;Rondorf;20609;13;;
50997;;Birkenweg(Rondorf);65;95;68;158;Rondorf;20610;13;;
50829;;Birkhuhnweg;1;17;2;2c;Vogelsang;40402;15;;
50935;;Birresborner Str.;3;55;2;40;Lindenthal;30301;14;;
50969;;Bischofsweg;1;;0;50;Raderberg;20302;13;;
50672;;Bismarckstr.;1;23;2;44;Neustadt/Nord;10407;18;;
50672;;Bismarckstr.;25;37;;;Neustadt/Nord;10408;18;;
50672;;Bismarckstr.;39a;53;46;74;Neustadt/Nord;10405;18;;
50996;;Bismarckstr.(Rodenkirchen);1;31;2;16;Rodenkirchen;20806;13;;
50858;;Bistritzer Str.;1;123;2;122;Weiden;30701;14;;
50935;;Bitburger Str.;1;7;2;8;Lindenthal;30301;14;;
50769;;Bitterstr.;1;117;2;106;Worringen;61204;16;;
51143;;Bitzweg;1;5;2;14;ZÃ¼ndorf;71401;17;;
50937;;Blankenheimer Str.;1;59;2;56;SÃ¼lz;30219;14;;
50997;;Blasiusstr.;5;25;8;30;Meschenich;21304;13;;
50676;;Blaubach;;;2;34;Altstadt/SÃ¼d;10120;13;;
50676;;Blaubach;3;;;;Altstadt/SÃ¼d;10101;13;;
50676;;Blaubach;7;13;;;Altstadt/SÃ¼d;10120;13;;
50677;;Blaue-Funken-Weg;;;2;;Altstadt/SÃ¼d;10107;13;;
50859;;Blaugasse;1;41;2;46;Widdersdorf;30902;14;;
50997;;Blautannenweg;5;19;2;18;Rondorf;20609;13;;
51061;;Bleicheroder Weg;1;9;2;8;HÃ¶henhaus;90605;19;;
51063;;Bleichstr.;1;25;2;18;MÃ¼lheim;90106;19;;
50827;;BlÃ©riotstr.;5;13;14;16;Ossendorf;40603;15;;
50968;;Bliesheimer Str.;1;13;;;Raderthal;20402;13;;
50765;;Blockstr.;9;67;56;70;Volkhoven/Weiler;60801;16;;
50769;;Blockstr.;;;80;80a;Roggendorf/Thenhoven;61101;16;;
50733;;BlÃ¼cherstr.;3;15;2;10;Nippes;50117;15;;
50733;;BlÃ¼cherstr.;19;25;12;18;Nippes;50118;15;;
50996;;BlÃ¼cherstr.(Rodenkirchen);1;7;2;18;Rodenkirchen;20805;13;;
50858;;Blumenallee;1;51a;6;16;Junkersdorf;30604;14;;
50858;;Blumenallee;51b;55;20;26;Junkersdorf;30603;14;;
50670;;Blumenstr.;3;17;2;20;Altstadt/Nord;10314;18;;
50997;;Blumental;1;23;2;36;Rondorf;20607;13;;
50670;;Blumenthalstr.;1;31;2;32;Neustadt/Nord;10419;18;;
50670;;Blumenthalstr.;33;;50;52;Neustadt/Nord;10418;18;;
50668;;Blumenthalstr.;73;97;54;72;Neustadt/Nord;10425;18;;
50739;;BÃ¶blinger Str.;;;2;22;BilderstÃ¶ckchen;50708;15;;
50676;;Bobstr.;7;9;2;36;Altstadt/SÃ¼d;10117;13;;
51109;;Bocholter Str.;1;15;;;Merheim;80603;17;;
51109;;Bocholter Str.;;;2;14;Merheim;80605;17;;
51103;;Bochumer Str.;3;11;2;18;HÃ¶henberg;80404;18;;
51145;;Bochumer Str.(Eil);1;5;6;14;Eil;70507;17;;
51063;;BÃ¶ckingstr.;1;67;2;74;MÃ¼lheim;90118;19;;
50933;;BÃ¶cklinstr.;1;11;2;14;MÃ¼ngersdorf;30504;14;;
50859;;Bodelschwinghstr.;1;21;2;12;Weiden;30707;14;;
50969;;Bodendorfer Str.;1;5;2;;Zollstock;20502;13;;
50827;;Bodenheimerstr.;1;9;16;40;Bickendorf;40302;15;;
50858;;Bodenshofweg;1;9;2;12;Junkersdorf;30608;14;;
50997;;BÃ¶dingerstr.;7;27;2;34;Meschenich;21301;13;;
50997;;BÃ¶dingerstr.;;;300;318;Rondorf;20602;13;;
50735;;Bodinusstr.;1;7;2;10;Riehl;50303;16;;
51109;;BÃ¶hmweg;1;5;2;32;NeubrÃ¼ck;80901;18;;
50769;;Bohnenblechweg;1;43;2;24;Worringen;61202;16;;
50674;;BoisserÃ©estr.;1;15;2;22;Neustadt/SÃ¼d	;10225;13;;
50769;;Bollgartenstr.;5;21;2;8;Worringen;61205;16;;
50769;;Bolligstr.;1;27;2;16;Worringen;61204;16;;
50769;;Bolligstr.;;;18;26;Worringen;61205;16;;
50735;;Boltensternstr.;1;39;2;14d;Riehl;50310;16;;
50735;;Boltensternstr.;;;16;;Riehl;50309;16;;
50735;;Boltensternstr.;43;47;;;Riehl;50302;16;;
50735;;Boltensternstr.;61;95;;;Riehl;50301;16;;
50735;;Boltensternstr.;;;96;128;Niehl;50405;16;;
50735;;Boltensternstr.;111;131;;;Riehl;50306;16;;
50735;;Boltensternstr.;157;173;;;Niehl;50405;16;;
50735;;Boltensternstr.;339;351;340;350;Niehl;50411;16;;
50667;;Bolzengasse;1;9;2;4;Altstadt/Nord;10304;18;;
51061;;Bonhoefferstr.;7;13;2;8;Stammheim;90803;19;;
51061;;Bonhoefferstr.;25;;12;20;Stammheim;90806;19;;
50765;;Bonhoefferstr.(Esch/Auweiler);1;7;2;6;Esch/Auweiler;60702;16;;
50968;;Bonifazstr.;1;15;4;22;Bayenthal;20103;13;;
50996;;Bonner Landstr.;1;;;;Rodenkirchen;20803;13;;
50996;;Bonner Landstr.;27;125;100;;Hahnwald;20702;13;;
50677;;Bonner Str.;1;39;2;46;Neustadt/SÃ¼d	;10209;13;;
50677;;Bonner Str.;41;91;50;94;Neustadt/SÃ¼d	;10210;13;;
50968;;Bonner Str.;131;153;126;180;Bayenthal;20101;13;;
50968;;Bonner Str.;205;211;;;Bayenthal;20102;13;;
50968;;Bonner Str.;217;249;220;242;Bayenthal;20104;13;;
50968;;Bonner Str.;261;351a;244;328;Bayenthal;20108;13;;
50968;;Bonner Str.;381;415;352;496;Marienburg;20202;13;;
50968;;Bonner Str.;447;545;500;540;Marienburg;20204;13;;
51145;;Bonner Str.(Porz);3;17;2;2b;Porz;70601;17;;
51145;;Bonner Str.(Porz);23;51;48;82;Eil;70508;17;;
51145;;Bonner Str.(Porz);53;75;84;106;Eil;70507;17;;
50677;;Bonner Wall;1;19;2;6;Neustadt/SÃ¼d	;10210;13;;
50677;;Bonner Wall;25;55;82;122;Neustadt/SÃ¼d	;10211;13;;
50829;;BÃ¶rnestr.;1;13;14;24;BocklemÃ¼nd/Mengenich;40504;15;;
50969;;Bornheimer Str.;1;15;;;Zollstock;20517;13;;
50969;;Bornheimer Str.;;;2;20;Zollstock;20502;13;;
50969;;Bornheimer Str.;17;19;;;Zollstock;20516;13;;
50969;;Bornheimer Str.;;;22;46;Zollstock;20517;13;;
51143;;BÃ¶rschgasse;1;9;4;12;ZÃ¼ndorf;71401;17;;
51143;;BÃ¶rschgasse;11;13;14;16a;ZÃ¼ndorf;71404;17;;
50667;;BÃ¶rsenplatz;1;;;;Altstadt/Nord;10313;18;;
50825;;Borsigstr.;13;19;2;32;Ehrenfeld;40124;15;;
50765;;Boskoopweg;1;21;2;14;Esch/Auweiler;60701;16;;
50674;;Brabanter Str.;1;9;2;;Neustadt/Nord;10404;18;;
50674;;Brabanter Str.;13;19;6;8;Neustadt/Nord;10403;18;;
50672;;Brabanter Str.;23;55;;;Neustadt/Nord;10402;18;;
50672;;Brabanter Str.;;;32;50;Neustadt/Nord;10401;18;;
51107;;Bragistr.;;;2;4;Rath/Heumar;80801;17;;
50935;;Brahmsstr.;1;17;2;12;Lindenthal;30319;14;;
51069;;Brambachstr.;3;73;2;90;DellbrÃ¼ck;90514;19;;
50668;;Brandenburger Str.;1;23;2;24;Altstadt/Nord;10307;18;;
51069;;Brandrosterweg;1;17;;;DellbrÃ¼ck;90515;19;;
50825;;Brandtsplatz;3;7;;;Neuehrenfeld;40211;15;;
50829;;Braubachstr.;1;19;2;24;BocklemÃ¼nd/Mengenich;40504;15;;
50859;;Braugasse;1;29;2;28;LÃ¶venich;30803;14;;
50969;;Brauneberger Str.;1;7;2;10;Zollstock;20511;13;;
50769;;Braunfelsweg;1;;;;Seeberg;60305;16;;
51061;;Braunlager Weg;1;7;2;8;HÃ¶henhaus;90605;19;;
50933;;Braunstr.;;;14;44;Braunsfeld;30407;14;;
50933;;Braunstr.;15;21;;;Braunsfeld;30406;14;;
50933;;Braunstr.;37;43;;;Braunsfeld;30407;14;;
50859;;Brauweilerstr.;3;25;2;14;LÃ¶venich;30804;14;;
50859;;Brauweilerstr.;;;16;;LÃ¶venich;30803;14;;
50859;;Brauweilerstr.;;;40;;LÃ¶venich;30809;14;;
50859;;Brauweilerstr.;;;44;62;LÃ¶venich;30803;14;;
50859;;Brauweilerstr.;;;64;122;LÃ¶venich;30806;14;;
50859;;Brauweilerstr.;65;75;;;LÃ¶venich;30803;14;;
50859;;Brauweilerstr.;77;99;;;LÃ¶venich;30806;14;;
50859;;Brauweilerstr.;173;183;200;;LÃ¶venich;30805;14;;
50933;;Brauweilerweg;93;207;6;90;MÃ¼ngersdorf;30504;14;;
51063;;Bredemeyerstr.;;;2;28;MÃ¼lheim;90121;19;;
50935;;Bregenzer Str.;1;17;;;Lindenthal;30316;14;;
50735;;Brehmstr.;1;17;;;Riehl;50308;16;;
50735;;Brehmstr.;;;2;4;Riehl;50307;16;;
50939;;Breibergstr.;1;35;2;16;Klettenberg;30110;14;;
50667;;Breite Str.;5;145;28;80;Altstadt/Nord;10302;18;;
50667;;Breite Str.;;;102;132;Altstadt/Nord;10303;18;;
50676;;Breite Str.;147;151;;;Altstadt/Nord;10302;18;;
50667;;Breite Str.;153;169;;;Altstadt/Nord;10302;18;;
51149;;Breitenbachstr.;1;23;20;24;Gremberghoven;70401;17;;
50769;;Breiter Wall;3;11;2;34;Worringen;61206;16;;
50670;;Bremer Str.;1;5;2;6;Neustadt/Nord;10411;18;;
50735;;Bremerhavener Str.;23;43;;;Niehl;50404;16;;
50969;;Bremsstr.;1;19;2;12;Zollstock;20508;13;;
50969;;Breniger Str.;1;3;2;18;Zollstock;20516;13;;
50969;;Breniger Str.;5;11;;;Zollstock;20517;13;;
50825;;Brentanostr.;1;11;2;18;Neuehrenfeld;40218;15;;
50668;;Breslauer Platz;1;;2;4;Altstadt/Nord;10307;18;;
51069;;Breslauer Str.;1;17;2;12;DÃ¼nnwald;90703;19;;
51145;;Breslauer Str.(Urbach);1;11;2;12;Urbach;70702;17;;
51145;;Breslauer Str.(Urbach);15;41;14;26;Urbach;70701;17;;
50858;;Breslauer Str.(Weiden);11;;2;20;Weiden;30704;14;;
50858;;Breslauer Str.(Weiden);17;35;22;36;Weiden;30702;14;;
51107;;Brettener Str.;1;15;;;Ostheim;80506;18;;
51103;;Breuerstr.;3;41;2;40;Kalk;80206;18;;
51109;;Briandstr.;1;27;2;30;NeubrÃ¼ck;80904;18;;
50769;;Brictiusstr.;3;17;2;22;Merkenich;60104;16;;
50969;;Briedeler Str.;3;15;2;14;Zollstock;20509;13;;
50667;;BrigittengÃ¤ÃŸchen;;;58;;Altstadt/Nord;10305;18;;
