zip;;street;number_odd_from;number_odd_to;number_even_from;number_even_to;district_name;vote_district_id;landtag_election_district_id;local_election_district_id;bundestag_election_district_id
50769;;Holzheimer Weg;;;34;;Worringen;61201;16;;
50678;;Holzmarkt;1;;;;Altstadt/SÃ¼d;10108;13;;
50676;;Holzmarkt;47;77;;;Altstadt/SÃ¼d;10101;13;;
50769;;Holzschneidergasse;;;2;14;Worringen;61204;16;;
51069;;Holzweg;1;23;4;22;DÃ¼nnwald;90701;19;;
50999;;Holzweg(Rodenkirchen);1;31;;;SÃ¼rth;21002;13;;
50999;;Holzweg(Rodenkirchen);;;2;4;WeiÃŸ;20903;13;;
50999;;Holzweg(Rodenkirchen);;;10;18;WeiÃŸ;20905;13;;
50999;;Holzweg(Rodenkirchen);33;47;;;SÃ¼rth;21001;13;;
51107;;Homarstr.;1;33;10;58;Vingst;80302;18;;
51107;;Homarstr.;43;85;60;100;Vingst;80301;18;;
50996;;Hombergstr.;1;17;2;6;Rodenkirchen;20804;13;;
50969;;Homburger Str.;1;17;2;8;Zollstock;20506;13;;
50969;;Homburger Str.;;;10;18;Zollstock;20505;13;;
50969;;Homburger Str.;;;22;24;Zollstock;20506;13;;
50769;;Honigsheimstr.;1;17;2;6;Seeberg;60306;16;;
50969;;HÃ¶ninger Platz;3;5;;;Zollstock;20515;13;;
50969;;HÃ¶ninger Platz;25;31;;;Zollstock;20512;13;;
50969;;HÃ¶ninger Weg;1;187;8;200;Zollstock;20509;13;;
50969;;HÃ¶ninger Weg;239;265;204;234;Zollstock;20510;13;;
50969;;HÃ¶ninger Weg;267;289;268;304;Zollstock;20517;13;;
50969;;HÃ¶ninger Weg;295;359;318;362;Zollstock;20514;13;;
50969;;HÃ¶ninger Weg;361;377;364;416;Zollstock;20515;13;;
50969;;HÃ¶ninger Weg;381;;;;Zollstock;20512;13;;
50939;;HÃ¶ninger Weg(Klettenberg);;;106;;Klettenberg;30101;14;;
50969;;HÃ¶ninger Weg,Weg B;3;19;0;8;Zollstock;20510;13;;
50969;;HÃ¶ninger Weg,Weg B;21;;;;Zollstock;20512;13;;
50939;;Honnefer Platz;1;5;;;Klettenberg;30108;14;;
51109;;Honrather Str.;1;17;2;18;BrÃ¼ck;80702;17;;
51067;;Honschaftsstr.;;;10;18;Holweide;90410;19;;
51061;;Honschaftsstr.;287;333;214;280;HÃ¶henhaus;90607;19;;
51061;;Honschaftsstr.;;;288a;300;HÃ¶henhaus;90606;19;;
51061;;Honschaftsstr.;;;306;334;HÃ¶henhaus;90608;19;;
51061;;Honschaftsstr.;335;;;;HÃ¶henhaus;90606;19;;
51061;;Honschaftsstr.;339;405;;;HÃ¶henhaus;90608;19;;
51061;;Honschaftsstr.;;;342;394;HÃ¶henhaus;90603;19;;
51109;;Hopfenstr.;1;79;2;76;Merheim;80605;17;;
50735;;Hoppegartener Str.;1;5;2;12;Niehl;50413;16;;
51061;;Hoppersheider Weg;3;55;2;56;HÃ¶henhaus;90604;19;;
50858;;Horbeller Str.;1;47;2;48;Junkersdorf;30609;14;;
50823;;Hornstr.;85;91;2;96;Neuehrenfeld;40203;15;;
50933;;Horremer Str.;1;9;6;8;MÃ¼ngersdorf;30503;14;;
51063;;Horststr.;1;5;2;12;MÃ¼lheim;90103;19;;
50859;;Hortensienweg;1;35;2;36;Widdersdorf;30901;14;;
50825;;Hospeltstr.;1;47;2;46;Ehrenfeld;40119;15;;
50825;;Hospeltstr.;51;69;66;76;Ehrenfeld;40101;15;;
50825;;Hosterstr.;;;2;14;Neuehrenfeld;40216;15;;
51143;;Houdainer Str.;1;19;6;16;ZÃ¼ndorf;71406;17;;
51143;;Houdainer Str.;37;65;20;80;ZÃ¼ndorf;71407;17;;
51109;;Hovenstr.;1;41;4;28;BrÃ¼ck;80707;17;;
51109;;Hovenstr.;;;32;44;BrÃ¼ck;80708;17;;
51109;;HÃ¶xterstr.;1;25;2;22;BrÃ¼ck;80708;17;;
51061;;Hubertusstr.;1;43;2;30;Flittard;90901;19;;
50767;;Hubertusstr.(Pesch);1;21;2;20;Pesch;60603;16;;
51145;;Hubertusstr.(Urbach);1;17;8;22;Urbach;70704;17;;
51105;;Hubertusweg;1;;;;Poll;70110;17;;
51061;;Hufelandstr.;1;163;2;84a;Flittard;90907;19;;
51061;;Hufelandstr.;;;86;116;Flittard;90906;19;;
51145;;Hugo-Distler-Weg;1;53;2;;Urbach;70703;17;;
50829;;Hugo-Eckener-Str.;21;33b;14;26;Ossendorf;40603;15;;
51147;;Hugo-Eckener-Str.(Grengel);5;;;;Grengel;70902;17;;
50968;;Hugo-Efferoth-Str.;1;27;2;26;Raderthal;20403;13;;
50739;;Hugo-Junkers-Str.;1;45;2;88;Longerich;50614;16;;
51067;;Hugo-Preuss-Str.;1;17;2;18;Holweide;90410;19;;
50827;;Hugotstr.;1;27;2;16;Ossendorf;40603;15;;
50667;;HÃ¼hnergasse;1;;;;Altstadt/Nord;10304;18;;
50676;;Huhnsgasse;1;53;2;46;Altstadt/SÃ¼d;10116;13;;
50670;;HÃ¼lchrather Str.;1;27;4;10;Neustadt/Nord;10420;18;;
50670;;HÃ¼lchrather Str.;;;12;;Neustadt/Nord;10418;18;;
50670;;HÃ¼lchrather Str.;31;37;;;Neustadt/Nord;10419;18;;
51061;;HÃ¼lsenweg;1;5;;;HÃ¶henhaus;90610;19;;
50933;;HÃ¼ltzplatz;1;3;2;4;Braunsfeld;30409;14;;
50933;;HÃ¼ltzstr.;7;37;4;40;Braunsfeld;30409;14;;
50676;;Humboldtstr.;1;3;;;Altstadt/SÃ¼d;10114;13;;
50676;;Humboldtstr.;5;;;;Altstadt/SÃ¼d;10116;13;;
50676;;Humboldtstr.;11;41;6;48;Altstadt/SÃ¼d;10114;13;;
51145;;Humboldtstr.(Porz);1;129;10;122;Porz;70601;17;;
51149;;Humboldtstr.(Porz);;;134;138;Finkenberg;71603;17;;
51145;;Humboldtstr.(Porz);137;;;;Finkenberg;71603;17;;
50939;;Hummelsbergstr.;1;11;2;12;SÃ¼lz;30204;14;;
50859;;Hummelweg;1;35;2;28;Widdersdorf;30903;14;;
51069;;Humperdinckstr.;1;3;2;4;DellbrÃ¼ck;90506;19;;
51147;;Humperdinckstr.(Wahn);1;9;10;26;Wahn;71101;17;;
51069;;HÃ¼nenstr.;7;29;2;46;DellbrÃ¼ck;90502;19;;
51147;;Hunoldstr.;1;33;2;34;Wahnheide;71006;17;;
50739;;HunsrÃ¼ckstr.;1;15;2;18;BilderstÃ¶ckchen;50704;15;;
50969;;HÃ¼rther Str.;9;21;2;4;Zollstock;20514;13;;
50997;;HÃ¼rther Weg;5;;4;;Meschenich;21303;13;;
50997;;Husarenstr.;;;2;4;Rondorf;20602;13;;
50997;;Husarenstr.;;;20;;Rondorf;20601;13;;
50825;;Husumer Str.;;;2;10;Neuehrenfeld;40220;15;;
50823;;HÃ¼ttenstr.;15;37;2;36;Ehrenfeld;40118;15;;
51069;;Hyazinthenweg;1;33;2;10;DellbrÃ¼ck;90501;19;;
50999;;Hyazinthenweg(SÃ¼rth);1;9;2;10;SÃ¼rth;21009;13;;
50859;;Ibisweg;1;5;2;4;Widdersdorf;30905;14;;
51107;;Ibsenstr.;3;7;2;12;Vingst;80301;18;;
51069;;Idastr.;3;41;4;48;DellbrÃ¼ck;90505;19;;
51069;;Idastr.;47;59;56;62;DellbrÃ¼ck;90509;19;;
51067;;Iddelsfelder Str.;1;75;6;68;Holweide;90401;19;;
51105;;Idsteiner Str.;1;;;;Humboldt/Gremberg;80102;18;;
51107;;Idunastr.;1;3;;;Rath/Heumar;80802;17;;
51107;;Idunastr.;;;2;10;Rath/Heumar;80801;17;;
51145;;Igelweg;3;35;2;40;Urbach;70704;17;;
50858;;Ignystr.;1;95;;;Weiden;30701;14;;
50858;;Ignystr.;;;2;16;Weiden;30702;14;;
50858;;Ignystr.;;;18;52;Weiden;30701;14;;
50829;;Ikarosstr.;1;33;2;18;Ossendorf;40603;15;;
50769;;Ilexweg;1;59;2;52;Seeberg;60301;16;;
51061;;Ilfelder Weg;1;5;2;4;HÃ¶henhaus;90605;19;;
51061;;Illerweg;1;17;2;16;HÃ¶henhaus;90603;19;;
51103;;Ilmenauer Weg;1;21;2;4;HÃ¶henberg;80403;18;;
50825;;Iltisstr.;7;15;2;20;Neuehrenfeld;40212;15;;
50825;;Iltisstr.;19;65;34;98;Neuehrenfeld;40216;15;;
50825;;Iltisstr.;67;155;100;166;Neuehrenfeld;40217;15;;
50825;;Iltisstr.;157;159;168;170;Ossendorf;40601;15;;
51147;;Iltisweg(Lind);1;11;2;12;Wahn;71106;17;;
50859;;Iltisweg(Widdersdorf);1;31;2;30;Widdersdorf;30903;14;;
50996;;Im Ahorngrund;1;63;2;28;Hahnwald;20702;13;;
51063;;Im Bachfeld;1;25;2;46;MÃ¼lheim;90105;19;;
51105;;Im Baumgarten;1;33;2;32;Poll;70109;17;;
51105;;Im BeginenwÃ¤ldchen;1;5;2;14;Poll;70108;17;;
51069;;Im Bergbusch;1;13;;;DellbrÃ¼ck;90516;19;;
50999;;Im Bergerhof;;;2;32;SÃ¼rth;21008;13;;
51147;;Im Bienengarten;1;33;2;28;Wahn;71106;17;;
51061;;Im Birkenacker;1;27;2;32;HÃ¶henhaus;90602;19;;
51065;;Im Bischofsacker;1;9a;2;18;Buchforst;90204;19;;
51147;;Im Bodesfeld;;;2;18;Wahn;71101;17;;
51147;;Im Bodesfeld;29;97;28;46;Wahn;71102;17;;
51147;;Im Bruch(Lind);1;59;2;46;Lind;71204;17;;
51149;;Im BrÃ¼cherfeld;1;25;2;20;Gremberghoven;70401;17;;
51109;;Im BrÃ¼cker Bruch;;;2;4;BrÃ¼ck;80706;17;;
50999;;Im Brunnenhof;;;2;44;SÃ¼rth;21009;13;;
51109;;Im Buchenkamp;25;73;0;88;BrÃ¼ck;80702;17;;
50859;;Im Buschfelde;1;59;;;Widdersdorf;30905;14;;
50859;;Im Buschfelde;61;75;32;80;Widdersdorf;30906;14;;
51105;;Im ButterfaÃŸ;1;9;2;10;Poll;70102;17;;
50678;;Im Dau;1;17;2;20;Altstadt/SÃ¼d;10107;13;;
51069;;Im Eichenforst;3;39;2;26a;DellbrÃ¼ck;90515;19;;
50999;;Im Faldergarten;;;2;18;SÃ¼rth;21008;13;;
50999;;Im Faldergarten;15;17;;;SÃ¼rth;21004;13;;
50999;;Im Faldergarten;;;24;36;SÃ¼rth;21009;13;;
51145;;Im Falkenhorst;;;2;12;Urbach;70706;17;;
51107;;Im Feld;1;3;2;14;Rath/Heumar;80809;17;;
50678;;Im Ferkulum;3;37;4;60;Altstadt/SÃ¼d;10111;13;;
51069;;Im Fichtenhain;1;23;8;30;DellbrÃ¼ck;90503;19;;
50996;;Im Finkenhain;3;13;2;10;Hahnwald;20701;13;;
51105;;Im Forst;1;63;2;48;Poll;70109;17;;
51109;;Im Fuchsbau;3;11;2;26;BrÃ¼ck;80709;17;;
50999;;Im Garten;1;17;2;16;WeiÃŸ;20904;13;;
50999;;Im Garten;21;147;18;38;WeiÃŸ;20903;13;;
51105;;Im Gartenhof;1;11;2;8;Poll;70103;17;;
50999;;Im GÃ¤rtnerhof;1;11;;;SÃ¼rth;21009;13;;
50999;;Im GÃ¤rtnerhof;;;2;6;SÃ¼rth;21008;13;;
51147;;Im Gerstenfeld;;;2;14;Wahn;71104;17;;
50767;;Im Gewerbegebiet Pesch;1;45;4;16;Pesch;60601;16;;
51145;;Im Ginnegarten;3;7;2;16;Eil;70504;17;;
50668;;Im Glockenring;3;21;2;16;Altstadt/Nord;10311;18;;
51107;;Im Gremberg;;;2;4;Humboldt/Gremberg;80106;18;;
50735;;Im Grund;7;65;;;Niehl;50404;16;;
51145;;Im GrÃ¼nen Winkel;25;35;10;16;Urbach;70707;17;;
51147;;Im Haferfeld;;;2;16;Wahn;71104;17;;
50996;;Im Hasengarten;3;41;;;Hahnwald;20701;13;;
50996;;Im Hasengarten;;;4;46;Hahnwald;20702;13;;
50679;;Im Hasental;;;2;18;Deutz;10512;18;;
50997;;Im Haubenfeld;1;5;6;44;Meschenich;21302;13;;
51107;;Im Heidkamp;1;11;2;46;Vingst;80301;18;;
51061;;Im Hemmerich;1;19;2;20;HÃ¶henhaus;90609;19;;
50859;;Im Kamp;1;43;;;Widdersdorf;30903;14;;
50859;;Im Kamp;;;2;16;Widdersdorf;30904;14;;
51105;;Im Keuelder;3;7;2;6;Poll;70108;17;;
50670;;Im Klapperhof;1;41;2;52;Altstadt/Nord;10314;18;;
50668;;Im Krahnenhof;1;11;;;Altstadt/Nord;10306;18;;
50676;;Im Laach;1;5;4;18;Altstadt/SÃ¼d;10117;13;;
51109;;Im Langen Bruch;1;43;2;32;BrÃ¼ck;80703;17;;
51065;;Im Leimfeld;1;11;2;12;Buchheim;90304;19;;
50996;;Im Lerchenfeld;1;9;2;;Rodenkirchen;20801;13;;
51069;;Im Leuchterbruch;1;27;2;36;DÃ¼nnwald;90706;19;;
51147;;Im Linder Bruch;1;71;2;68;Lind;71203;17;;
50739;;Im Lindweilerfeld;3;23;4;16;Longerich;50614;16;;
51147;;Im Lochgarten;5;51;2;40;Wahn;71105;17;;
51147;;Im Lochgarten;53;101;42;76;Wahn;71106;17;;
50670;;Im Mediapark;1;15;2;16;Neustadt/Nord;10411;18;;
50996;;Im Meisengrund;1;21;4;14;Hahnwald;20701;13;;
51067;;Im Merheimer Felde;1;39;2;52;Holweide;90413;19;;
51105;;Im Mittelfeld;9;29;14;34;Poll;70102;17;;
50769;;Im MÃ¶nchsfeld;;;2;18;Roggendorf/Thenhoven;61101;16;;
51105;;Im Oberdorf;1;13;2;24;Poll;70111;17;;
51145;;Im Oberfeld;1;15;;;Urbach;70701;17;;
51069;;Im Oberiddelsfeld;1;47;2;30;DellbrÃ¼ck;90521;19;;
50996;;Im Park;1;7a;2;24;Rodenkirchen;20805;13;;
51145;;Im Porzer Feld;1;65;12;46;Porz;70603;17;;
50997;;Im Rabengrund;1;31;4;20;Rondorf;20607;13;;
50933;;Im Rapsfeld;1;27;2;30;MÃ¼ngersdorf;30507;14;;
50933;;Im Rapsfeld;29;59;30a;60;MÃ¼ngersdorf;30506;14;;
51149;;Im Rheinfeld(Ensen);1;15;6;12;Ensen;70302;17;;
50997;;Im Rheinfeld(Meschenich);;;2;6;Meschenich;21302;13;;
50997;;Im Rheintal;3;43;2;28;Meschenich;21302;13;;
51149;;Im Rheinwinkel;1;7;2;22;Ensen;70302;17;;
51069;;Im Riephagen;;;2;34;DellbrÃ¼ck;90509;19;;
51147;;Im Roggenfeld;;;2;16;Wahn;71104;17;;
50968;;Im RÃ¶merkastell;;;2;18;Marienburg;20201;13;;
50999;;Im Rosengarten;1;11a;2;10;SÃ¼rth;21007;13;;
51143;;Im Rosenwinkel;1;13;2;16;ZÃ¼ndorf;71409;17;;
51061;;Im Rottfeld;1;15;2;48a;HÃ¶henhaus;90609;19;;
50999;;Im Salzgrund;3;63;2;76;WeiÃŸ;20905;13;;
50997;;Im Schwalbental;1;9;2;8;Rondorf;20607;13;;
50678;;Im Sionstal;1;21;2;14a;Altstadt/SÃ¼d;10109;13;;
50678;;Im Sionstal;23;29;16;18;Altstadt/SÃ¼d;10108;13;;
50668;;Im Stavenhof;1;21;2;22;Altstadt/Nord;10310;18;;
51069;;Im Tannenforst;1;19;2;14;DellbrÃ¼ck;90507;19;;
50997;;Im Teich;1;15;2;14;Meschenich;21301;13;;
51069;;Im Thurner Feld;1;41;2;68;DellbrÃ¼ck;90514;19;;
51067;;Im Tierkamp;;;2;10;Holweide;90403;19;;
50859;;Im Toennesfeld;1;37a;2;66;Widdersdorf;30901;14;;
51145;;Im Urbacher Feld;1;31;2;4;Urbach;70709;17;;
50997;;Im Vogelsang;1;19;2;10;Godorf;21102;13;;
51107;;Im Wasserblech;1a;91;2;44;Rath/Heumar;80805;17;;
51105;;Im Wasserfeld;1;47;6;52;Poll;70107;17;;
51105;;Im Wasserfeld;81;113;;;Poll;70109;17;;
50678;;Im Weichserhof;1;11b;2;4;Altstadt/SÃ¼d;10108;13;;
51061;;Im Weidenbruch;9;145;2;126a;HÃ¶henhaus;90606;19;;
51061;;Im Weidenbruch;147;237;128;164;HÃ¶henhaus;90610;19;;
51061;;Im Weidenbruch;;;166;214;HÃ¶henhaus;90611;19;;
51061;;Im Weidenkamp;1;27;2;20;HÃ¶henhaus;90609;19;;
50999;;Im Weingarten;1;31;2;32;SÃ¼rth;21008;13;;
51061;;Im Weingartskamp;1;57;2;58;Flittard;90901;19;;
50999;;Im WeiÃŸer Grund;1;31;2;46;WeiÃŸ;20905;13;;
51147;;Im Weizenfeld;;;2;16;Wahn;71104;17;;
50769;;Im Wichemshof;1;45;2;50;Roggendorf/Thenhoven;61101;16;;
51067;;Im Wichheimer Feld;1;11;8;42;Buchheim;90301;19;;
51147;;Im Wierzfeld;1;13;2;10;Lind;71201;17;;
51147;;Im Wierzfeld;17;33;14;34;Lind;71202;17;;
51069;;Im Wieschen;1;5;2;4;DellbrÃ¼ck;90511;19;;
51061;;Im Wiesengrund;1;19;2;20;HÃ¶henhaus;90609;19;;
51063;;Im Winkel;1;45;2;44;MÃ¼lheim;90121;19;;
51145;;Im Winkel(Urbach);1;5;4;6;Urbach;70708;17;;
51069;;Im Wirtskamp;1;13;;;DÃ¼nnwald;90709;19;;
51069;;Im Wirtskamp;;;2;12;DÃ¼nnwald;90708;19;;
50678;;Im Zollhafen;5;17;6;24;Altstadt/SÃ¼d;10109;13;;
51061;;Imbacher Weg;1;9a;2;28;HÃ¶henhaus;90601;19;;
51069;;Immekeppeler Str.;1;19;10;;DellbrÃ¼ck;90509;19;;
50997;;Immendorfer Hauptstr.;1;69;2;30;Immendorf;21202;13;;
50997;;Immendorfer Str.;1;53;2;56;Godorf;21101;13;;
50968;;Immendorfer Weg;1;9;2;10;Raderthal;20401;13;;
51147;;Immenweg;1;23;2;10;Wahn;71106;17;;
51105;;ImmergrÃ¼nweg;1;13;2;14;Poll;70101;17;;
50931;;Immermannstr.;;;24;36;Lindenthal;30307;14;;
50931;;Immermannstr.;;;40;52;Lindenthal;30306;14;;
50931;;Immermannstr.;49;65;;;Lindenthal;30307;14;;
50968;;Impekovener Str.;1;35;2;36;Raderthal;20402;13;;
51149;;In den Ensener GÃ¤rten;3;19;4;20;Ensen;70301;17;;
50999;;In den Frasen;1;11;;;WeiÃŸ;20905;13;;
51107;;In den HeidenkÃ¤mpen;1;17;4;28;Rath/Heumar;80804;17;;
50769;;In den KÃ¤mpen;;;2;14;Merkenich;60105;16;;
51103;;In den Reihen;5;9;;;Kalk;80204;18;;
51143;;In der AdelenhÃ¼tte;1;11;2;16;ZÃ¼ndorf;71412;17;;
51143;;In der Aue(Langel);;;2;38;Langel;71503;17;;
50999;;In der Aue(SÃ¼rth);1;93;2;66;SÃ¼rth;21009;13;;
51069;;In der Barken;1;11;2;24;DellbrÃ¼ck;90514;19;;
51143;;In der Bohnenbitze;1;13;6;236;Langel;71503;17;;
51069;;In der Gansau;1;23;4;12;DellbrÃ¼ck;90523;19;;
51105;;In der Gracht;1;45;2;32;Poll;70110;17;;
51109;;In der Handschaft;3;21;2;20;BrÃ¼ck;80706;17;;
51069;;In der Hardt;1;19;2;28;DellbrÃ¼ck;90516;19;;
50667;;In der HÃ¶hle;;;4;;Altstadt/Nord;10304;18;;
51067;;In der HÃ¼tte;3;9;6;16;Holweide;90403;19;;
51107;;In der HÃ¼tte(Rath/Heumar);1;11;2;8;Rath/Heumar;80810;17;;
51105;;In der Kanne;1;9;2;10;Poll;70102;17;;
51107;;In der Konde;5;45;2;58;Rath/Heumar;80807;17;;
51105;;In der Kreuzau;1;9;2;4;Poll;70105;17;;
51105;;In der Ledden;1;25;2;40;Poll;70104;17;;
50769;;In der Lohn;1;55;4;34;Worringen;61206;16;;
50859;;In der LÃ¶ÃŸbÃ¶rde;1;31;6;36;Widdersdorf;30904;14;;
50735;;In der Maienkammer;1;25;4;38;Niehl;50402;16;;
50769;;In der Muckel;1;11;;;Worringen;61203;16;;
51147;;In der Mulde;1;3;2;50;Lind;71203;17;;
51145;;In der NÃ¶senbitz;3;5;2;4;Eil;70503;17;;
51143;;In der Rosenau;1;21;2;38;ZÃ¼ndorf;71409;17;;
51143;;In der Schindskaule;1;9;2;8;Langel;71504;17;;
50859;;Indianapolis-Str.;1;107;6;170;Widdersdorf;30905;14;;
50735;;Industriestr.;;;2;18;Niehl;50404;16;;
50996;;Industriestr.(Rodenkirchen);127;133;;;Rodenkirchen;20814;13;;
50996;;Industriestr.(Rodenkirchen);;;130;;Rodenkirchen;20801;13;;
50996;;Industriestr.(Rodenkirchen);;;152;154;Rodenkirchen;20814;13;;
50999;;Industriestr.(Rodenkirchen);155;169;166;184;SÃ¼rth;21005;13;;
51149;;Ingeborgstr.;7;19;2;6;Ensen;70301;17;;
51149;;Ingeborgstr.;21;35;12;26;Westhoven;70205;17;;
50829;;Ingendorfer Weg;1;53;2;34;BocklemÃ¼nd/Mengenich;40501;15;;
50829;;Ingendorfer Weg;55;103;36;96;BocklemÃ¼nd/Mengenich;40502;15;;
50931;;Innere Kanalstr.;7;13;;;Lindenthal;30326;14;;
50823;;Innere Kanalstr.;15;67;;;Ehrenfeld;40108;15;;
50823;;Innere Kanalstr.;91;103;;;Ehrenfeld;40112;15;;
50672;;Innere Kanalstr.;;;98;100;Neustadt/Nord;10409;18;;
50670;;Innere Kanalstr.;;;200;;Neustadt/Nord;10412;18;;
50670;;Innere Kanalstr.;;;214;228;Neustadt/Nord;10415;18;;
50668;;Innere Kanalstr.;;;260;;Neustadt/Nord;10418;18;;
50733;;Innere Kanalstr.;273;283;;;Nippes;50123;15;;
51061;;Innweg;1;17a;2;20;HÃ¶henhaus;90603;19;;
50997;;Insterburger Str.;1;13;2;12;Rondorf;20601;13;;
50825;;Intzestr.;7;15;8;16;Ehrenfeld;40120;15;;
50767;;Irisweg(Pesch);1;11;2;28;Pesch;60601;16;;
51143;;Irisweg(ZÃ¼ndorf);25;41;2;30;ZÃ¼ndorf;71411;17;;
51143;;Irisweg(ZÃ¼ndorf);43;115;32;76;ZÃ¼ndorf;71412;17;;
50997;;Irmgard-Keun-Str.;1;37;2;36;Rondorf;20605;13;;
50969;;Irmgardstr.;;;2;4;Zollstock;20503;13;;
50969;;Irmgardstr.;3;19;6;16;Zollstock;20504;13;;
51149;;Irmgardweg;1;15;;;Ensen;70305;17;;
50739;;Irnfriedweg;;;2;16;Mauenheim;50201;16;;
50678;;Isabellenstr.;1;31;2;26;Altstadt/SÃ¼d;10107;13;;
51061;;Isarweg;1;19a;2;20;HÃ¶henhaus;90603;19;;
51067;;Isenburger Kirchweg;31;53;6;52;Holweide;90412;19;;
51109;;Iserlohner Str.;1;39;8;32;Merheim;80606;17;;
51061;;Isidor-Caro-Str.;1;37;;;Stammheim;90804;19;;
51061;;Isidor-Caro-Str.;;;2;62;Stammheim;90803;19;;
51067;;Isolanistr.;9;15;2;20;Holweide;90408;19;;
50733;;Isselburger Str.;1;9;2;12;Nippes;50126;15;;
51103;;Istanbulstr.;;;2;6;Kalk;80208;18;;
50939;;Ittenbacher Str.;1;43;2;14;Klettenberg;30103;14;;
50769;;Ivenshofweg;21;37;;;Merkenich;60105;16;;
50676;;Jabachstr.;1;1b;4;10;Altstadt/SÃ¼d;10119;13;;
50997;;Jagdweg;5;7;8;;Rondorf;20601;13;;
51145;;JÃ¤gerstr.(Eil);1;41;4;38;Eil;70505;17;;
50859;;JÃ¤gerstr.(LÃ¶venich);3;19;2;4;LÃ¶venich;30808;14;;
50997;;JÃ¤gerstr.(Rondorf);1;7;0;2;Rondorf;20601;13;;
51061;;Jagststr.;11;23;;;Stammheim;90801;19;;
50676;;Jahnstr.;1;33;10;34;Altstadt/SÃ¼d;10114;13;;
51147;;Jahnstr.(Wahn);1;11b;2;32;Wahn;71102;17;;
51065;;Jakob-BÃ¶hme-Str.;1;23a;2;12;Buchheim;90307;19;;
51061;;Jakob-Brock-Weg;1;17;4;18;HÃ¶henhaus;90610;19;;
51143;;Jakob-Engels-Str.;1;11;;;Langel;71504;17;;
51143;;Jakob-Engels-Str.;13;63;18;40;Langel;71503;17;;
50858;;Jakob-Kaiser-Str.;1;9a;;;Junkersdorf;30606;14;;
51105;;Jakob-Kneip-Str.;1;21;2;50;Poll;70103;17;;
51105;;Jakob-Rasquin-Str.;1;3;;;Poll;70108;17;;
50825;;Jakob-Schupp-Str.;;;6;28;Neuehrenfeld;40217;15;;
50678;;Jakobstr.;27;31;4;68;Altstadt/SÃ¼d;10107;13;;
51145;;Jakobstr.(Porz);3;13;2;12;Porz;70602;17;;
51069;;Jakob-StrÃ¼nker-Str.;1;37;2;16;DellbrÃ¼ck;90506;19;;
50769;;Jakob-Sturm-Str.;1;17;2;54;Worringen;61201;16;;
50767;;Jakobusstr.;1;11;12;58;Pesch;60603;16;;
50859;;Jakobusweg;1;11;2;16;Widdersdorf;30903;14;;
50668;;Jakordenstr.;19;23;2;16;Altstadt/Nord;10307;18;;
51065;;Jan-Wellem-Str.;1;23;;;MÃ¼lheim;90107;19;;
51061;;Jasminweg;1;15;2;20;HÃ¶henhaus;90612;19;;
51109;;Jean-Jaures-Str.;1;23;2;16;NeubrÃ¼ck;80906;18;;
50999;;Jean-KÃ¼bbeler-Str.;1;41;2;26;SÃ¼rth;21004;13;;
50823;;Jennerstr.;;;4;8;Neuehrenfeld;40207;15;;
50823;;Jessestr.;3;27;2;44;Neuehrenfeld;40209;15;;
50735;;Jesuitengasse;1;15;6;8;Weidenpesch;50506;16;;
50735;;Jesuitengasse;23;63;28;38;Weidenpesch;50507;16;;
50735;;Jesuitengasse;65;81;50;94;Weidenpesch;50509;16;;
50737;;Jesuitengasse;87;137;106;148a;Weidenpesch;50509;16;;
50935;;Joeststr.;1;9;2;6;Lindenthal;30321;14;;
51143;;Johann-BeckschÃ¤fer-Str.;1;15;2;6;ZÃ¼ndorf;71401;17;;
51063;;Johann-Bendel-Str.;1;;;;MÃ¼lheim;90105;19;;
51067;;Johann-Bensberg-Str.;1;67;2;24;Holweide;90411;19;;
50827;;Johann-Brinck-Platz;1;11;;;Bickendorf;40309;15;;
50827;;Johann-Brinck-Platz;;;2;4;Bickendorf;40308;15;;
50827;;Johann-Brinck-Str.;1;25;;;Bickendorf;40309;15;;
50827;;Johann-Brinck-Str.;;;2;;Bickendorf;40308;15;;
50827;;Johann-Brinck-Str.;;;16;32;Bickendorf;40309;15;;
50933;;Johann-Bueren-Str.;1;3;2a;2b;Braunsfeld;30404;14;;
51103;;Johann-Classen-Str.;23;29;10;30;Kalk;80202;18;;
51103;;Johann-Classen-Str.;75;107;50;102;Kalk;80205;18;;
51105;;Johann-Degen-Str.;1;17;2;14;Poll;70110;17;;
50767;;Johannes-Albers-Str.;1;75;2;56;Heimersdorf;60401;16;;
50737;;Johannes-Dech-Str.;1;75;2;36a;Longerich;50609;16;;
50939;;Johannes-Greferath-Str.;1;9;2;12;Klettenberg;30101;14;;
50735;;Johannes-MÃ¼ller-Str.;1;65;2;50;Riehl;50303;16;;
50765;;Johannes-Prassel-Str.;3;159;4;120;Esch/Auweiler;60706;16;;
50767;;Johannesstr.(Pesch);3;33d;2;40;Pesch;60603;16;;
51145;;Johannesstr.(Eil);1;13;2;24a;Eil;70501;17;;
51067;;Johannes-Stumpf-Str.;1;23;;;Buchheim;90301;19;;
50858;;Johannes-Theodor-Baargeld-Weg;;;2;48;Junkersdorf;30606;14;;
51105;;Johannes-Trojan-Str.;;;2;30;Poll;70103;17;;
51061;;Johannesweg;1;45;;;HÃ¶henhaus;90608;19;;
51061;;Johannesweg;;;2;52;HÃ¶henhaus;90609;19;;
