vote_district_id;name;address_street;address_nr;address_nr_note;note;zip;full_address;district;barrier_free
005;Grundschule Golzheim I;Johann-Kaspar-Kratz-Straße;9;;;52399;Merzenich;;J
007;Kita Bürgewald;Ellener Straße;26;;;52399;Merzenich;;N
001;Grundschule Merzenich I;Schulstraße;18;;;52399;Merzenich;;J
002;Grundschule Merzenich II;Schulstraße;18;;;52399;Merzenich;;J
003;Grundschule Merzenich III;Schulstraße;18;;;52399;Merzenich;;J
004;Grundschule Merzenich IV;Schulstraße;18;;;52399;Merzenich;;J
006;Maarhalle Girbelsrath;Maarweg;13;;;52399;Merzenich;;J
